SEU-ALLEN_local_17543_5486_13129_4486_CCFv3.swc,0,0,5,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5780_12931_4554_CCFv3.swc,3,21,32,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17543_5846_10597_5101_CCFv3.swc,0,9,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17545_19348_42050_6434_CCFv3.swc,0,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17781_12416_10271_6639_CCFv3.swc,51,74,79,191,202,33,24,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17781_6456_33787_6345_CCFv3.swc,51,125,178,134,122,209,51,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17781_8362_14134_6804_CCFv3.swc,29,70,184,83,58,210,64,14,25,12,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_39166_12539_6524_CCFv3.swc,29,291,145,147,113,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_6611_10745_7213_CCFv3.swc,114,143,135,135,133,24,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_8046_8733_6990_CCFv3.swc,75,67,81,152,52,27,24,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17782_9525_19113_7395_CCFv3.swc,23,165,94,210,99,172,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_18984_6574_5367_CCFv3.swc,27,40,0,54,3,0,0,2,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_19047_6966_5025_CCFv3.swc,0,28,26,14,21,22,10,7,8,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_19127_6792_4991_CCFv3.swc,0,16,25,47,38,17,3,4,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17783_19677_6618_5296_CCFv3.swc,0,52,43,5,9,0,0,0,0,0,0,0,0,0,0,0,0
