target_cell,1,2,3,4,5,6,7,8,9,10
SEU-ALLEN_local_17786_25540_43786_4970_CCFv3.swc,0,0,0,1,3,1,2,0,0,0
SEU-ALLEN_local_17786_25551_41641_4226_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_25560_40244_3786_CCFv3.swc,0,0,0,0,0,0,0,1,0,1
SEU-ALLEN_local_17786_25602_13054_3463_CCFv3.swc,0,0,1,2,0,0,0,1,0,0
SEU-ALLEN_local_17786_25631_12721_3578_CCFv3.swc,0,0,0,0,3,4,0,4,0,0
SEU-ALLEN_local_17786_25639_42000_4762_CCFv3.swc,0,0,1,2,4,1,1,6,2,2
SEU-ALLEN_local_17786_25649_12938_3578_CCFv3.swc,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25725_40472_3423_CCFv3.swc,0,3,1,8,8,9,13,1,0,0
SEU-ALLEN_local_17786_25750_43003_5288_CCFv3.swc,0,0,4,3,15,8,5,0,0,0
SEU-ALLEN_local_17786_25771_43102_5539_CCFv3.swc,4,1,12,7,1,9,7,5,1,0
SEU-ALLEN_local_17786_25830_41853_4899_CCFv3.swc,0,0,0,0,0,2,5,0,0,0
SEU-ALLEN_local_17786_25845_41667_3901_CCFv3.swc,1,0,2,5,21,14,4,15,1,0
SEU-ALLEN_local_17786_25853_13102_3607_CCFv3.swc,0,0,0,1,0,0,1,0,1,1
SEU-ALLEN_local_17786_25854_13553_3419_CCFv3.swc,0,0,0,0,4,0,2,0,0,0
SEU-ALLEN_local_17786_25875_11039_4430_CCFv3.swc,0,0,0,1,0,2,1,0,0,0
SEU-ALLEN_local_17786_25882_13848_3343_CCFv3.swc,0,0,0,0,1,2,0,2,1,1
SEU-ALLEN_local_17786_25911_12674_3351_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_17786_25921_41546_4617_CCFv3.swc,1,2,1,1,3,5,2,2,1,0
SEU-ALLEN_local_17786_25927_43163_5072_CCFv3.swc,0,1,1,12,14,2,3,4,1,0
SEU-ALLEN_local_17786_25942_43324_4782_CCFv3.swc,0,0,1,2,0,3,3,0,4,1
SEU-ALLEN_local_17786_25945_10270_4337_CCFv3.swc,0,0,0,0,0,0,1,0,1,0
SEU-ALLEN_local_17786_25946_11084_4516_CCFv3.swc,0,0,0,0,0,1,1,1,2,0
SEU-ALLEN_local_17786_25965_39667_3735_CCFv3.swc,0,1,2,2,2,0,12,1,0,0
SEU-ALLEN_local_17786_25969_13011_3647_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_17786_25975_39922_3843_CCFv3.swc,0,0,0,0,0,0,0,0,0,1
SEU-ALLEN_local_17786_25988_12143_3949_CCFv3.swc,0,0,0,1,0,2,1,0,0,0
SEU-ALLEN_local_17786_25996_41671_4757_CCFv3.swc,0,0,1,0,2,4,4,1,2,1
SEU-ALLEN_local_17786_25997_41735_5007_CCFv3.swc,0,0,1,2,1,0,4,0,1,0
SEU-ALLEN_local_17786_26008_40304_4053_CCFv3.swc,0,1,1,0,1,0,1,0,0,0
SEU-ALLEN_local_17786_26011_43228_5723_CCFv3.swc,1,2,3,2,4,2,3,0,0,0
SEU-ALLEN_local_17786_26040_12234_3870_CCFv3.swc,0,0,1,0,1,1,0,0,0,0
SEU-ALLEN_local_17786_26044_41869_4924_CCFv3.swc,0,0,0,1,0,4,1,2,0,0
SEU-ALLEN_local_17786_26063_11991_4059_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_17786_26070_43483_5247_CCFv3.swc,0,1,6,5,10,3,5,3,2,0
SEU-ALLEN_local_17786_26077_40719_4232_CCFv3.swc,0,1,0,0,0,1,0,0,1,0
SEU-ALLEN_local_17786_26092_40326_3857_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26103_40238_4038_CCFv3.swc,0,0,0,0,0,2,1,0,2,0
SEU-ALLEN_local_17786_26158_42637_5449_CCFv3.swc,0,2,6,12,8,8,0,0,0,0
SEU-ALLEN_local_17786_26184_13264_3583_CCFv3.swc,1,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_17786_26203_12995_3673_CCFv3.swc,0,0,0,3,0,0,0,1,0,0
SEU-ALLEN_local_17786_26218_43387_5340_CCFv3.swc,0,1,3,3,1,7,9,1,0,0
SEU-ALLEN_local_17786_26241_42928_5767_CCFv3.swc,0,1,4,1,2,2,5,2,1,0
SEU-ALLEN_local_17786_26243_41152_4503_CCFv3.swc,0,1,1,3,0,0,0,6,3,2
SEU-ALLEN_local_17786_26256_40221_3771_CCFv3.swc,0,0,0,0,2,0,1,0,0,0
SEU-ALLEN_local_17786_26298_42741_5715_CCFv3.swc,0,1,1,1,1,1,2,3,0,0
SEU-ALLEN_local_17786_26353_13594_3483_CCFv3.swc,0,0,0,0,0,3,1,0,0,0
SEU-ALLEN_local_17786_26357_43003_5858_CCFv3.swc,0,0,0,0,0,1,2,0,0,2
SEU-ALLEN_local_17786_26369_12329_4015_CCFv3.swc,0,0,0,1,0,1,5,2,0,0
SEU-ALLEN_local_17786_26489_11495_4099_CCFv3.swc,0,0,1,0,0,6,1,1,3,0
SEU-ALLEN_local_17786_26495_11634_3980_CCFv3.swc,0,0,0,0,0,0,0,0,0,1
SEU-ALLEN_local_17786_26518_13841_3531_CCFv3.swc,0,0,2,0,0,2,2,0,0,0
SEU-ALLEN_local_17786_26551_42239_4564_CCFv3.swc,0,0,0,2,4,3,14,5,12,6
SEU-ALLEN_local_17786_26589_42726_5440_CCFv3.swc,0,2,2,4,2,4,0,0,0,0
SEU-ALLEN_local_17786_26599_43562_5462_CCFv3.swc,0,1,0,2,1,2,1,2,1,1
SEU-ALLEN_local_17786_26606_10922_4825_CCFv3.swc,0,0,0,0,0,0,4,1,0,0
SEU-ALLEN_local_17786_26611_13445_3702_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_17786_26614_40769_4591_CCFv3.swc,0,0,0,0,0,1,0,2,5,0
SEU-ALLEN_local_17786_26641_42706_5210_CCFv3.swc,0,3,3,5,5,3,3,11,3,0
SEU-ALLEN_local_17786_26664_43306_5051_CCFv3.swc,0,1,1,0,0,0,0,0,0,1
SEU-ALLEN_local_17786_26670_13264_3644_CCFv3.swc,0,0,1,0,0,2,1,0,0,0
SEU-ALLEN_local_17786_26698_42086_5426_CCFv3.swc,0,0,0,0,0,0,0,2,0,0
SEU-ALLEN_local_17786_26706_11064_4102_CCFv3.swc,0,1,4,4,4,3,3,0,1,0
SEU-ALLEN_local_17786_26722_41079_4921_CCFv3.swc,0,0,0,0,1,4,0,0,2,0
SEU-ALLEN_local_17786_26723_42533_5070_CCFv3.swc,1,1,1,14,5,5,2,0,0,0
SEU-ALLEN_local_17786_26733_12541_4220_CCFv3.swc,0,0,0,1,0,2,0,2,1,0
SEU-ALLEN_local_17786_26733_42769_5995_CCFv3.swc,0,0,0,0,2,2,0,0,0,0
SEU-ALLEN_local_17786_26761_10948_5183_CCFv3.swc,0,0,0,0,0,0,0,0,0,1
SEU-ALLEN_local_17786_26779_12424_4351_CCFv3.swc,0,0,2,4,0,2,1,1,0,0
SEU-ALLEN_local_17786_26796_11449_4588_CCFv3.swc,0,0,1,1,1,1,0,0,0,0
SEU-ALLEN_local_17786_26797_43673_5739_CCFv3.swc,0,0,0,0,0,0,0,0,2,0
SEU-ALLEN_local_17786_26800_13459_3676_CCFv3.swc,0,0,0,1,1,0,0,0,0,1
SEU-ALLEN_local_17786_26820_11465_4770_CCFv3.swc,0,3,0,2,3,4,4,2,0,0
SEU-ALLEN_local_17786_26823_11976_4413_CCFv3.swc,0,0,2,3,2,2,1,6,1,0
SEU-ALLEN_local_17786_26831_41925_5443_CCFv3.swc,0,0,0,0,1,0,1,0,0,0
SEU-ALLEN_local_17786_26832_41442_5070_CCFv3.swc,0,1,0,1,3,2,0,0,0,0
SEU-ALLEN_local_17786_26835_12453_4248_CCFv3.swc,0,0,0,0,2,1,0,0,0,0
SEU-ALLEN_local_17786_26883_11281_5046_CCFv3.swc,0,0,0,0,0,1,1,1,0,0
SEU-ALLEN_local_17786_26889_42411_4885_CCFv3.swc,0,0,2,1,3,1,0,0,0,0
SEU-ALLEN_local_17786_26923_42508_5662_CCFv3.swc,0,1,0,2,0,0,1,0,0,0
SEU-ALLEN_local_17786_26937_42376_5838_CCFv3.swc,0,0,0,7,9,8,0,0,0,0
SEU-ALLEN_local_17786_26968_41698_5492_CCFv3.swc,0,0,0,0,0,0,0,0,1,2
SEU-ALLEN_local_17786_26971_12334_4406_CCFv3.swc,0,0,0,0,1,1,0,2,4,0
SEU-ALLEN_local_17786_27021_42117_5849_CCFv3.swc,0,1,2,7,9,6,3,1,1,0
SEU-ALLEN_local_17786_27026_42294_5905_CCFv3.swc,0,0,0,3,4,1,5,1,0,3
SEU-ALLEN_local_17786_27028_12340_4462_CCFv3.swc,0,0,0,0,0,0,1,2,0,0
SEU-ALLEN_local_17786_27064_41981_5671_CCFv3.swc,0,0,0,1,2,2,2,2,1,0
SEU-ALLEN_local_17786_27084_11235_4823_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17786_27084_41655_5467_CCFv3.swc,0,0,0,0,0,0,0,0,2,0
SEU-ALLEN_local_17786_27095_42831_6150_CCFv3.swc,0,0,0,0,0,0,1,2,1,2
SEU-ALLEN_local_17786_27125_11591_4441_CCFv3.swc,0,1,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_27143_10980_5289_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_27183_42305_5189_CCFv3.swc,0,1,0,6,5,6,1,2,8,4
SEU-ALLEN_local_17786_27219_13153_3938_CCFv3.swc,0,0,1,2,0,0,0,0,0,0
SEU-ALLEN_local_17786_27219_42156_6006_CCFv3.swc,0,0,0,1,0,0,0,1,0,0
SEU-ALLEN_local_17786_27250_11481_5060_CCFv3.swc,0,0,0,1,2,1,0,4,4,0
SEU-ALLEN_local_17786_27259_41643_5536_CCFv3.swc,0,4,5,4,11,5,1,0,0,0
SEU-ALLEN_local_17786_27264_42616_6287_CCFv3.swc,0,0,0,2,1,0,0,0,0,0
SEU-ALLEN_local_17786_27282_42577_6329_CCFv3.swc,0,2,3,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27295_42217_4991_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_17786_27334_11311_5390_CCFv3.swc,0,0,0,0,2,1,1,0,0,0
SEU-ALLEN_local_17786_27385_11388_4927_CCFv3.swc,0,0,0,2,2,0,2,0,0,0
SEU-ALLEN_local_17786_27387_12105_4601_CCFv3.swc,0,0,1,0,0,1,0,0,0,0
SEU-ALLEN_local_17786_27447_11110_5247_CCFv3.swc,1,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27461_12180_4799_CCFv3.swc,0,2,2,1,2,6,2,2,0,0
SEU-ALLEN_local_17786_27471_41999_6061_CCFv3.swc,0,4,5,7,8,6,8,3,0,0
SEU-ALLEN_local_17786_27493_42976_6414_CCFv3.swc,0,0,1,0,1,1,0,1,0,0
SEU-ALLEN_local_17786_27529_42539_6354_CCFv3.swc,0,0,2,0,0,1,0,0,0,0
SEU-ALLEN_local_17786_27546_41405_5616_CCFv3.swc,0,2,5,10,2,13,3,0,0,0
SEU-ALLEN_local_17786_27548_42298_6422_CCFv3.swc,0,0,0,1,4,6,1,8,0,0
SEU-ALLEN_local_17786_27581_13897_3927_CCFv3.swc,0,0,3,3,1,1,1,0,0,1
SEU-ALLEN_local_17786_27586_42387_6492_CCFv3.swc,0,0,0,0,0,1,0,0,0,1
SEU-ALLEN_local_17786_27591_14478_3531_CCFv3.swc,2,1,4,5,4,0,0,0,0,0
SEU-ALLEN_local_17786_27606_11809_5046_CCFv3.swc,1,0,0,1,2,2,6,0,1,1
SEU-ALLEN_local_17786_27627_41977_6212_CCFv3.swc,0,6,10,5,4,0,0,0,0,0
SEU-ALLEN_local_17786_27644_13917_3934_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_27646_14173_3785_CCFv3.swc,0,0,0,0,0,1,2,0,1,0
SEU-ALLEN_local_17786_27650_11419_5500_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27651_42289_6500_CCFv3.swc,0,0,0,0,2,3,1,1,4,3
SEU-ALLEN_local_17786_27669_12064_5094_CCFv3.swc,0,0,1,1,0,0,2,0,0,0
SEU-ALLEN_local_17786_27698_14549_3701_CCFv3.swc,0,2,3,0,3,3,2,0,0,0
SEU-ALLEN_local_17786_27722_11088_5607_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_27736_10947_5249_CCFv3.swc,6,10,6,0,11,6,9,1,0,0
SEU-ALLEN_local_17786_27754_42046_6421_CCFv3.swc,0,0,0,0,4,1,1,0,0,0
SEU-ALLEN_local_17786_27770_12250_4861_CCFv3.swc,0,5,0,0,2,0,0,0,1,1
SEU-ALLEN_local_17786_27798_42205_6397_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_27821_14099_3978_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_17786_27825_13690_4140_CCFv3.swc,0,0,0,0,0,0,1,1,3,2
SEU-ALLEN_local_17786_27834_11906_5101_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_17786_27837_13968_3920_CCFv3.swc,0,0,0,2,0,2,2,0,0,0
SEU-ALLEN_local_17786_27957_12393_4897_CCFv3.swc,0,0,2,5,3,5,0,0,0,0
SEU-ALLEN_local_17786_27964_11719_5810_CCFv3.swc,0,0,0,0,0,2,0,0,1,1
SEU-ALLEN_local_17786_27982_11636_5863_CCFv3.swc,0,1,0,1,1,0,0,0,0,0
SEU-ALLEN_local_17786_28026_13700_4354_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_17786_28031_14915_3790_CCFv3.swc,0,0,0,2,0,3,1,0,0,0
SEU-ALLEN_local_17786_28038_10878_5768_CCFv3.swc,0,0,0,2,2,1,0,0,0,0
SEU-ALLEN_local_17786_28040_11373_5984_CCFv3.swc,0,0,3,4,0,1,0,0,0,0
SEU-ALLEN_local_17786_28041_12084_5746_CCFv3.swc,0,0,0,0,2,0,0,4,2,0
SEU-ALLEN_local_17786_28068_13984_4254_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_17786_28089_14693_3867_CCFv3.swc,0,0,0,0,0,0,1,0,0,2
SEU-ALLEN_local_17786_28112_11700_5772_CCFv3.swc,0,0,0,1,0,0,0,1,0,0
SEU-ALLEN_local_17786_28112_12515_5311_CCFv3.swc,0,0,1,0,1,1,1,0,0,0
SEU-ALLEN_local_17786_28122_13939_4246_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_28227_14888_3896_CCFv3.swc,0,1,1,1,3,6,8,1,0,0
SEU-ALLEN_local_17786_28297_13954_5216_CCFv3.swc,0,0,0,0,3,0,0,0,1,0
SEU-ALLEN_local_17786_28306_14169_4012_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_28309_14587_4051_CCFv3.swc,0,0,1,0,1,1,1,1,0,0
SEU-ALLEN_local_17786_28411_15328_3851_CCFv3.swc,0,0,0,2,1,3,4,1,1,0
SEU-ALLEN_local_17786_28413_12110_5483_CCFv3.swc,0,0,0,1,0,0,2,0,0,0
SEU-ALLEN_local_17786_28413_14653_4178_CCFv3.swc,0,0,0,0,0,0,0,0,1,0
SEU-ALLEN_local_17786_28414_11510_5843_CCFv3.swc,0,0,1,1,1,2,0,1,0,0
SEU-ALLEN_local_17786_28448_11120_5113_CCFv3.swc,1,0,0,5,3,0,0,0,0,0
SEU-ALLEN_local_17786_28477_14063_4339_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_28500_14716_3900_CCFv3.swc,0,0,1,0,3,1,1,0,2,1
SEU-ALLEN_local_17786_28547_14894_4188_CCFv3.swc,0,0,0,2,1,0,0,0,1,0
SEU-ALLEN_local_17786_28556_15205_4125_CCFv3.swc,0,0,0,0,0,0,0,0,1,0
SEU-ALLEN_local_17786_28621_10803_5136_CCFv3.swc,0,0,0,2,3,2,0,3,0,0
SEU-ALLEN_local_17786_28631_12199_6259_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_28646_14813_4300_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_28657_13588_5061_CCFv3.swc,0,0,4,2,0,6,1,1,1,0
SEU-ALLEN_local_17786_28662_12369_6109_CCFv3.swc,0,0,0,2,3,2,0,0,0,0
SEU-ALLEN_local_17786_28709_13351_5105_CCFv3.swc,0,0,0,0,4,0,3,0,0,0
SEU-ALLEN_local_17786_28739_15230_4153_CCFv3.swc,0,0,1,0,2,0,2,0,0,0
SEU-ALLEN_local_17786_28757_13904_5101_CCFv3.swc,0,0,0,0,1,0,1,1,0,0
SEU-ALLEN_local_17786_28771_13364_5212_CCFv3.swc,0,0,0,0,0,0,2,1,0,0
SEU-ALLEN_local_17786_28776_12222_6365_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_28778_14913_4247_CCFv3.swc,0,0,0,0,1,2,0,0,0,0
SEU-ALLEN_local_17786_28785_13697_5109_CCFv3.swc,0,0,0,0,0,0,0,0,0,2
SEU-ALLEN_local_17786_28815_12446_6076_CCFv3.swc,0,1,4,1,1,1,0,0,0,0
SEU-ALLEN_local_17786_28817_13016_5878_CCFv3.swc,0,0,2,0,0,0,0,4,1,0
SEU-ALLEN_local_17786_28822_11218_5118_CCFv3.swc,0,0,0,0,3,1,0,0,1,0
SEU-ALLEN_local_17786_28891_13911_5441_CCFv3.swc,0,0,0,1,0,0,0,1,0,0
SEU-ALLEN_local_17786_28914_13692_5053_CCFv3.swc,0,0,0,0,0,0,0,0,0,1
SEU-ALLEN_local_17786_28915_13779_5166_CCFv3.swc,0,0,0,0,0,0,1,1,0,0
SEU-ALLEN_local_17786_28915_15792_4094_CCFv3.swc,1,1,2,2,0,2,1,1,0,0
SEU-ALLEN_local_17786_28959_13941_5555_CCFv3.swc,0,0,0,0,0,1,0,1,0,0
SEU-ALLEN_local_17786_28979_14020_5126_CCFv3.swc,0,0,0,0,3,3,0,0,0,0
SEU-ALLEN_local_17786_28986_13323_5604_CCFv3.swc,0,0,2,0,3,1,1,2,0,0
SEU-ALLEN_local_17786_29001_12548_6029_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_29002_11271_5381_CCFv3.swc,0,0,1,1,1,0,1,0,0,0
SEU-ALLEN_local_17786_29035_15095_4231_CCFv3.swc,0,0,0,2,1,0,1,0,0,0
SEU-ALLEN_local_17786_29038_13232_5811_CCFv3.swc,0,0,0,1,0,0,0,1,0,1
SEU-ALLEN_local_17786_29040_12741_6220_CCFv3.swc,0,0,1,1,3,0,1,0,0,0
SEU-ALLEN_local_17786_29106_12759_6219_CCFv3.swc,3,3,0,1,0,0,0,0,1,0
SEU-ALLEN_local_17786_29154_13347_5719_CCFv3.swc,0,1,0,3,1,2,0,0,0,0
SEU-ALLEN_local_17786_29160_13870_5539_CCFv3.swc,0,0,0,0,0,1,3,2,0,0
SEU-ALLEN_local_17786_29161_12507_6436_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_29172_11727_5356_CCFv3.swc,0,0,0,0,0,1,6,2,1,0
SEU-ALLEN_local_17786_29175_15479_4301_CCFv3.swc,0,0,0,1,0,0,5,1,3,5
SEU-ALLEN_local_17786_29199_15067_3802_CCFv3.swc,0,0,0,0,1,5,2,0,0,0
SEU-ALLEN_local_17786_29219_13956_5549_CCFv3.swc,0,0,0,0,1,0,1,0,0,0
SEU-ALLEN_local_17786_29222_12527_6565_CCFv3.swc,0,0,0,0,0,0,1,2,0,0
SEU-ALLEN_local_17786_29241_12658_6416_CCFv3.swc,0,0,0,1,0,0,1,0,0,0
SEU-ALLEN_local_17786_29298_16875_4049_CCFv3.swc,0,0,0,0,0,0,2,3,2,0
SEU-ALLEN_local_17786_29313_13497_6197_CCFv3.swc,0,1,0,3,1,1,3,0,0,0
SEU-ALLEN_local_17786_29341_13685_5834_CCFv3.swc,0,0,2,0,3,2,3,1,0,0
SEU-ALLEN_local_17786_29341_15615_4837_CCFv3.swc,0,0,0,0,0,0,0,2,1,4
SEU-ALLEN_local_17786_29356_12087_5400_CCFv3.swc,0,0,0,2,4,1,4,1,0,0
SEU-ALLEN_local_17786_29429_13731_5461_CCFv3.swc,0,0,0,0,2,1,1,0,0,0
SEU-ALLEN_local_17786_29449_14567_5625_CCFv3.swc,0,0,0,3,3,7,2,4,1,0
SEU-ALLEN_local_17786_29457_16457_4539_CCFv3.swc,0,0,1,2,3,2,0,2,0,0
SEU-ALLEN_local_17786_29465_14910_5534_CCFv3.swc,0,1,0,4,1,2,0,0,0,0
SEU-ALLEN_local_17786_29505_16140_4322_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_29517_15649_5143_CCFv3.swc,0,0,1,0,0,2,2,0,1,0
SEU-ALLEN_local_17786_29528_14096_5903_CCFv3.swc,0,0,1,1,4,2,0,0,0,0
SEU-ALLEN_local_17786_29547_14588_5499_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_29550_15354_4988_CCFv3.swc,0,0,0,4,0,1,0,1,2,4
SEU-ALLEN_local_17786_29552_17326_4304_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_17786_29569_16501_4448_CCFv3.swc,0,0,0,1,0,0,0,1,1,0
SEU-ALLEN_local_17786_29581_16984_4260_CCFv3.swc,0,0,2,0,2,1,0,0,0,0
SEU-ALLEN_local_17786_29603_13106_5147_CCFv3.swc,0,0,1,16,5,7,1,4,3,0
SEU-ALLEN_local_17786_29634_17086_4416_CCFv3.swc,0,2,1,0,2,2,1,0,0,0
SEU-ALLEN_local_17786_29636_15733_5472_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_29649_15500_5286_CCFv3.swc,0,0,0,2,0,2,0,0,0,0
SEU-ALLEN_local_17786_29653_14511_5572_CCFv3.swc,0,0,2,1,0,0,0,0,1,0
SEU-ALLEN_local_17786_29657_12336_5292_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_17786_29663_17197_4419_CCFv3.swc,0,0,0,0,1,2,0,0,0,4
SEU-ALLEN_local_17786_29668_15246_5026_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_29683_17563_4386_CCFv3.swc,0,2,3,1,8,2,2,3,3,0
SEU-ALLEN_local_17786_29692_12440_5251_CCFv3.swc,0,0,2,1,3,0,0,0,0,0
SEU-ALLEN_local_17786_29698_12709_4997_CCFv3.swc,0,0,0,1,0,0,0,2,0,0
SEU-ALLEN_local_17786_29714_15402_4961_CCFv3.swc,0,0,0,2,0,2,0,1,0,0
SEU-ALLEN_local_17786_29715_14212_6186_CCFv3.swc,5,13,5,9,4,7,9,2,0,0
SEU-ALLEN_local_17786_29726_12894_5636_CCFv3.swc,0,1,4,10,3,4,5,1,0,0
SEU-ALLEN_local_17786_29734_14598_5940_CCFv3.swc,0,0,9,3,6,7,1,2,1,0
SEU-ALLEN_local_17786_29757_16859_4702_CCFv3.swc,0,0,0,2,0,3,4,0,2,0
SEU-ALLEN_local_17786_29767_16521_4059_CCFv3.swc,1,1,3,2,12,9,5,1,0,1
SEU-ALLEN_local_17786_29781_16891_4424_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17786_29784_13344_5094_CCFv3.swc,0,1,1,2,11,8,1,1,1,0
SEU-ALLEN_local_17786_29834_17182_4617_CCFv3.swc,0,0,0,0,1,5,2,4,2,0
SEU-ALLEN_local_17786_29837_14586_4771_CCFv3.swc,0,0,0,0,4,6,3,3,0,0
SEU-ALLEN_local_17786_29844_14191_6204_CCFv3.swc,0,0,0,1,0,2,3,3,0,0
SEU-ALLEN_local_17786_29853_17253_4670_CCFv3.swc,0,0,0,1,1,0,0,0,0,2
SEU-ALLEN_local_17786_29857_17369_4537_CCFv3.swc,0,0,0,1,0,1,3,2,2,0
SEU-ALLEN_local_17786_29861_16691_5294_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_29866_14317_4946_CCFv3.swc,0,0,0,4,2,2,6,2,0,0
SEU-ALLEN_local_17786_29875_12842_5918_CCFv3.swc,0,1,8,2,5,4,2,0,0,0
SEU-ALLEN_local_17786_29926_15637_5038_CCFv3.swc,0,0,0,1,0,1,1,0,0,0
SEU-ALLEN_local_17786_29933_16676_5003_CCFv3.swc,0,0,0,0,0,0,2,1,0,3
SEU-ALLEN_local_17786_29941_17715_4506_CCFv3.swc,0,0,0,0,0,0,1,6,0,2
SEU-ALLEN_local_17786_29966_15115_5907_CCFv3.swc,0,2,2,0,3,3,1,2,0,0
SEU-ALLEN_local_17786_29981_14696_4717_CCFv3.swc,0,0,4,6,4,3,0,0,1,0
SEU-ALLEN_local_17786_29990_14846_6273_CCFv3.swc,0,0,0,1,3,1,0,0,0,0
SEU-ALLEN_local_17786_30020_17309_4559_CCFv3.swc,0,0,0,3,0,0,4,0,0,0
SEU-ALLEN_local_17786_30044_15477_5660_CCFv3.swc,1,0,0,0,3,4,2,2,0,1
SEU-ALLEN_local_17786_30057_18715_4658_CCFv3.swc,0,0,0,0,4,0,2,1,0,1
SEU-ALLEN_local_17786_30061_13156_5213_CCFv3.swc,0,0,2,0,2,0,0,1,4,1
SEU-ALLEN_local_17786_30075_12731_5853_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_17786_30101_15228_6040_CCFv3.swc,0,2,9,3,4,1,0,5,0,0
SEU-ALLEN_local_17786_30109_16828_5390_CCFv3.swc,0,0,0,0,0,0,0,0,1,0
SEU-ALLEN_local_17786_30117_15092_6256_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_17786_30117_15989_5409_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_30126_17213_4883_CCFv3.swc,0,0,1,0,0,1,1,1,1,0
SEU-ALLEN_local_17786_30157_14823_5117_CCFv3.swc,0,0,0,0,0,2,3,0,4,0
SEU-ALLEN_local_17786_30169_17393_4929_CCFv3.swc,0,0,0,1,1,0,1,0,0,0
SEU-ALLEN_local_17786_30187_13414_5258_CCFv3.swc,0,0,0,0,2,0,0,4,4,0
SEU-ALLEN_local_17786_30189_15998_5245_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_17786_30205_18838_4662_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_17786_30221_15009_6447_CCFv3.swc,0,0,0,0,1,3,1,2,2,1
SEU-ALLEN_local_17786_30227_18952_4709_CCFv3.swc,0,0,0,1,2,0,0,0,0,0
SEU-ALLEN_local_17786_30232_18568_4708_CCFv3.swc,0,0,0,0,0,1,1,0,1,2
SEU-ALLEN_local_17786_30243_15871_4421_CCFv3.swc,0,2,1,0,0,7,0,0,0,0
SEU-ALLEN_local_17786_30248_17316_5377_CCFv3.swc,0,1,0,0,0,1,0,0,0,0
SEU-ALLEN_local_17786_30268_15051_6195_CCFv3.swc,0,1,5,0,3,3,0,0,0,0
