target_cell,1,2,3,4,5,6,7,8,9,10
SEU-ALLEN_local_191798_5179_9510_3990_CCFv3.swc,0,2,2,2,1,0,3,0,0,0
SEU-ALLEN_local_191798_5217_8088_4592_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_5279_23695_4833_CCFv3.swc,0,0,0,3,1,2,0,0,0,0
SEU-ALLEN_local_191798_5285_8164_4862_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_191798_5310_8173_3936_CCFv3.swc,0,0,0,0,2,1,0,0,0,0
SEU-ALLEN_local_191798_5315_7280_5302_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191798_5373_7852_4194_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_5570_23657_4816_CCFv3.swc,0,0,1,4,0,2,0,0,0,0
SEU-ALLEN_local_191798_5652_23557_4051_CCFv3.swc,0,2,0,1,0,2,0,0,0,0
SEU-ALLEN_local_191798_5757_7885_4098_CCFv3.swc,0,0,4,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_5779_7338_4758_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_5836_22971_3781_CCFv3.swc,0,0,0,0,3,0,0,0,0,0
SEU-ALLEN_local_191798_5889_23775_4482_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_5902_7009_5250_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191798_5950_8919_3853_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191798_6029_24299_4555_CCFv3.swc,5,0,1,1,0,7,1,0,0,0
SEU-ALLEN_local_191798_6250_6291_5064_CCFv3.swc,0,0,0,0,2,0,0,0,0,0
SEU-ALLEN_local_191798_6299_7211_3977_CCFv3.swc,0,1,3,3,0,0,0,0,0,0
SEU-ALLEN_local_191798_6394_8539_3345_CCFv3.swc,0,1,1,0,3,0,0,0,0,0
SEU-ALLEN_local_191798_6438_23141_3612_CCFv3.swc,0,0,1,3,1,0,0,0,0,0
SEU-ALLEN_local_191798_6565_9138_3519_CCFv3.swc,0,0,3,3,1,0,0,0,0,0
SEU-ALLEN_local_191798_6735_7198_3761_CCFv3.swc,1,3,3,2,1,0,0,0,0,0
SEU-ALLEN_local_191798_6966_8084_3130_CCFv3.swc,0,1,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191798_7246_23071_3831_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191798_7629_8291_3185_CCFv3.swc,0,0,0,4,0,0,0,0,0,0
SEU-ALLEN_local_191799_3305_17421_5985_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_191799_3318_19317_5672_CCFv3.swc,1,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_3361_17700_6161_CCFv3.swc,0,1,4,4,3,0,0,0,0,0
SEU-ALLEN_local_191799_3479_17659_5637_CCFv3.swc,0,0,0,0,0,0,2,0,0,0
SEU-ALLEN_local_191799_3634_18689_5134_CCFv3.swc,0,1,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_3655_20020_5200_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_3715_21085_6129_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_3759_20939_5349_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_3806_18093_5247_CCFv3.swc,0,1,0,0,1,1,0,0,0,0
SEU-ALLEN_local_191799_3823_21639_6539_CCFv3.swc,0,0,1,0,1,2,0,0,0,0
SEU-ALLEN_local_191799_3865_21030_5360_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_3947_22086_6455_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_191799_4018_20991_5914_CCFv3.swc,0,0,1,1,1,0,1,0,0,0
SEU-ALLEN_local_191799_4077_20343_5069_CCFv3.swc,0,0,0,0,0,2,0,1,0,0
SEU-ALLEN_local_191799_4138_21207_5316_CCFv3.swc,0,0,0,0,2,0,0,1,0,0
SEU-ALLEN_local_191799_4182_22440_5863_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4193_22091_5998_CCFv3.swc,0,1,2,0,0,0,1,0,0,0
SEU-ALLEN_local_191799_4201_17951_5977_CCFv3.swc,0,0,0,2,0,1,0,0,0,0
SEU-ALLEN_local_191799_4202_21063_4653_CCFv3.swc,0,0,1,2,0,1,0,0,0,0
SEU-ALLEN_local_191799_4215_20244_4630_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4287_21091_4865_CCFv3.swc,0,0,0,1,2,0,0,0,0,0
SEU-ALLEN_local_191799_4289_21894_4864_CCFv3.swc,0,4,1,3,0,2,0,0,1,0
SEU-ALLEN_local_191799_4321_21643_5675_CCFv3.swc,0,1,1,1,1,0,0,0,0,0
SEU-ALLEN_local_191799_4340_21394_5723_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4353_21045_4594_CCFv3.swc,0,0,0,0,1,3,0,0,0,0
SEU-ALLEN_local_191799_4365_20889_4246_CCFv3.swc,0,0,0,0,0,1,2,0,0,0
SEU-ALLEN_local_191799_4537_22386_4895_CCFv3.swc,1,2,1,3,1,0,0,0,0,0
SEU-ALLEN_local_191799_4579_21323_4675_CCFv3.swc,0,0,0,2,0,0,0,0,0,0
SEU-ALLEN_local_191799_4588_20671_4525_CCFv3.swc,0,0,0,1,0,0,0,1,0,0
SEU-ALLEN_local_191799_4627_21239_4397_CCFv3.swc,0,0,0,2,0,3,0,0,0,0
SEU-ALLEN_local_191799_4629_21474_5687_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4663_22674_4986_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_4678_22076_4732_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_4681_22401_6574_CCFv3.swc,0,2,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4698_22138_4706_CCFv3.swc,0,1,4,2,0,0,0,0,0,0
SEU-ALLEN_local_191799_4718_21749_4184_CCFv3.swc,0,1,0,2,0,1,0,0,0,0
SEU-ALLEN_local_191799_4735_22594_4940_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_191799_4842_22718_4907_CCFv3.swc,0,1,0,0,4,3,0,0,0,0
SEU-ALLEN_local_191799_4866_23113_5309_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_4872_21452_3985_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_191799_4945_11126_5640_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5007_21824_4234_CCFv3.swc,0,1,1,3,0,0,0,0,0,0
SEU-ALLEN_local_191799_5028_22933_5278_CCFv3.swc,0,0,0,1,1,0,0,0,0,0
SEU-ALLEN_local_191799_5043_11027_5777_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5148_22462_4356_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_5170_23752_5620_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5250_10255_5525_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5260_10055_6102_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_5329_23067_5917_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5409_9856_5439_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5461_9893_5401_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5491_22534_4436_CCFv3.swc,0,0,0,0,0,7,0,0,0,0
SEU-ALLEN_local_191799_5568_23041_4344_CCFv3.swc,0,2,0,1,2,0,0,0,0,0
SEU-ALLEN_local_191799_5599_22012_3855_CCFv3.swc,0,1,3,3,3,0,0,0,0,0
SEU-ALLEN_local_191799_5667_9924_5346_CCFv3.swc,0,0,0,5,1,0,0,0,0,0
SEU-ALLEN_local_191799_5733_10634_5152_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5746_9509_6227_CCFv3.swc,1,2,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_5808_21397_4050_CCFv3.swc,0,0,0,0,0,0,1,0,0,0
SEU-ALLEN_local_191799_5850_9751_5405_CCFv3.swc,0,0,0,0,0,0,2,0,0,0
SEU-ALLEN_local_191799_5900_9240_5825_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_191799_6023_22403_3971_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_191799_6029_23118_4079_CCFv3.swc,0,1,4,1,2,0,1,0,0,0
SEU-ALLEN_local_191799_6092_23593_4695_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_6094_8682_6021_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_6138_24139_3983_CCFv3.swc,0,0,1,2,0,1,0,0,1,0
SEU-ALLEN_local_191799_6163_9715_4792_CCFv3.swc,1,3,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_6178_23402_4270_CCFv3.swc,0,0,0,1,3,3,2,0,0,0
SEU-ALLEN_local_191799_6476_22674_3793_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_6532_9823_5000_CCFv3.swc,0,0,0,1,0,1,0,0,0,0
SEU-ALLEN_local_191799_6684_22343_4016_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_6688_8301_5675_CCFv3.swc,0,0,3,6,2,0,0,0,0,0
SEU-ALLEN_local_191799_6780_8383_4978_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_6802_8544_5579_CCFv3.swc,0,0,1,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_6958_22220_3862_CCFv3.swc,0,0,0,1,2,2,1,0,0,0
SEU-ALLEN_local_191799_7008_7438_6250_CCFv3.swc,0,0,1,3,6,1,3,2,2,0
SEU-ALLEN_local_191799_7055_7342_6379_CCFv3.swc,0,0,9,9,2,0,0,0,0,0
SEU-ALLEN_local_191799_7139_7794_5561_CCFv3.swc,0,0,0,0,2,1,0,0,0,0
SEU-ALLEN_local_191799_7156_7564_5516_CCFv3.swc,0,0,0,3,4,1,1,0,0,0
SEU-ALLEN_local_191799_7210_7132_6227_CCFv3.swc,0,0,0,0,1,2,0,0,0,0
SEU-ALLEN_local_191799_7221_22541_3867_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191799_7273_23310_3899_CCFv3.swc,0,0,0,0,0,0,0,1,0,0
SEU-ALLEN_local_191799_7323_22847_4069_CCFv3.swc,0,0,0,0,2,0,0,4,0,0
SEU-ALLEN_local_191799_7352_9705_4638_CCFv3.swc,0,0,0,4,0,0,0,0,0,0
SEU-ALLEN_local_191799_7430_7862_4703_CCFv3.swc,0,2,2,0,2,0,0,0,0,0
SEU-ALLEN_local_191799_7490_8234_4288_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_7616_7992_4145_CCFv3.swc,1,0,8,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_7640_9199_4650_CCFv3.swc,0,0,0,0,1,3,0,0,0,0
SEU-ALLEN_local_191799_7645_6684_6372_CCFv3.swc,0,0,0,0,0,1,1,0,0,0
SEU-ALLEN_local_191799_7699_6736_6249_CCFv3.swc,0,0,5,0,1,2,0,0,0,0
SEU-ALLEN_local_191799_7716_7548_4867_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_7830_7678_4988_CCFv3.swc,0,0,0,0,0,3,1,0,0,0
SEU-ALLEN_local_191799_7874_5945_5126_CCFv3.swc,0,0,0,0,0,2,0,0,0,0
SEU-ALLEN_local_191799_7885_7860_4220_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_7917_7167_5135_CCFv3.swc,0,0,2,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_7958_6792_5461_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_8005_7114_5235_CCFv3.swc,0,1,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191799_8040_6410_6297_CCFv3.swc,0,3,1,0,2,4,0,1,2,0
SEU-ALLEN_local_191799_8046_6543_5939_CCFv3.swc,0,0,0,0,0,1,0,1,0,0
SEU-ALLEN_local_191799_8051_7104_4759_CCFv3.swc,0,0,1,0,0,0,0,0,0,1
SEU-ALLEN_local_191799_8186_8011_3736_CCFv3.swc,0,0,0,1,0,1,1,0,0,0
SEU-ALLEN_local_191799_8305_8020_3970_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8369_7019_4933_CCFv3.swc,0,0,0,0,3,0,0,0,0,0
SEU-ALLEN_local_191799_8416_6730_5227_CCFv3.swc,3,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8456_7732_4048_CCFv3.swc,0,0,1,1,0,0,1,0,0,0
SEU-ALLEN_local_191799_8524_6638_5579_CCFv3.swc,0,0,2,1,0,0,0,0,0,0
SEU-ALLEN_local_191799_8587_6310_5920_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8657_7988_3863_CCFv3.swc,0,0,0,0,1,2,1,0,0,0
SEU-ALLEN_local_191799_8665_8353_3655_CCFv3.swc,0,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8757_7078_4352_CCFv3.swc,0,1,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8817_5901_5560_CCFv3.swc,0,0,0,0,0,3,0,1,0,0
SEU-ALLEN_local_191799_8859_7283_4433_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_8882_8054_3563_CCFv3.swc,0,1,2,0,0,1,0,0,0,0
SEU-ALLEN_local_191799_8941_7459_3980_CCFv3.swc,2,1,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_8954_6385_5647_CCFv3.swc,0,1,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_8959_7417_4454_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_9045_6510_5136_CCFv3.swc,0,3,4,1,2,2,0,0,0,1
SEU-ALLEN_local_191799_9208_7023_4151_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_9282_7142_4215_CCFv3.swc,1,1,0,2,0,0,0,0,0,0
SEU-ALLEN_local_191799_9332_6628_4832_CCFv3.swc,1,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191799_9373_7393_4149_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_9657_7428_3994_CCFv3.swc,1,1,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191799_9738_6572_4322_CCFv3.swc,0,0,2,0,0,0,0,0,0,0
SEU-ALLEN_local_191808_4232_9947_5793_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191808_4265_11480_5592_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191808_4518_8393_6228_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191808_4692_21887_6058_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191808_4777_9028_5382_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191808_4876_22206_6282_CCFv3.swc,0,3,0,0,0,0,0,0,0,0
SEU-ALLEN_local_191808_4907_9263_4595_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191808_5390_8053_4806_CCFv3.swc,0,0,1,0,1,0,0,0,0,0
SEU-ALLEN_local_191808_5457_22892_5591_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191808_5608_6918_6017_CCFv3.swc,0,2,0,1,3,0,0,0,0,0
SEU-ALLEN_local_191813_10473_7553_3550_CCFv3.swc,0,0,0,1,2,0,0,0,0,0
SEU-ALLEN_local_191813_2857_20766_5942_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191813_2900_20437_5881_CCFv3.swc,0,0,0,0,0,1,3,0,1,0
SEU-ALLEN_local_191813_2941_19402_4232_CCFv3.swc,0,0,0,0,0,2,2,1,1,0
SEU-ALLEN_local_191813_3099_19772_5449_CCFv3.swc,0,0,0,0,0,2,0,3,0,2
SEU-ALLEN_local_191813_3131_19064_5088_CCFv3.swc,0,0,0,3,1,0,0,0,0,0
SEU-ALLEN_local_191813_3144_20471_5607_CCFv3.swc,0,0,2,0,2,4,0,5,2,1
SEU-ALLEN_local_191813_3153_19417_5296_CCFv3.swc,0,1,1,4,3,2,2,0,0,0
SEU-ALLEN_local_191813_3162_19961_5374_CCFv3.swc,1,0,0,3,1,0,0,0,0,0
SEU-ALLEN_local_191813_3210_18700_5077_CCFv3.swc,0,0,0,0,1,0,0,1,0,0
SEU-ALLEN_local_191813_3220_19267_5058_CCFv3.swc,0,0,0,0,0,3,1,0,0,0
SEU-ALLEN_local_191813_3246_17249_5298_CCFv3.swc,0,0,0,0,0,1,2,1,0,0
SEU-ALLEN_local_191813_3275_21807_5702_CCFv3.swc,0,0,0,0,0,1,4,7,0,2
SEU-ALLEN_local_191813_3294_17306_5259_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191813_3300_20124_5185_CCFv3.swc,0,0,1,3,1,1,0,1,0,0
SEU-ALLEN_local_191813_3313_22062_5905_CCFv3.swc,0,1,4,0,4,0,4,0,6,0
SEU-ALLEN_local_191813_3356_22294_6286_CCFv3.swc,0,0,1,0,0,0,0,0,0,0
SEU-ALLEN_local_191813_3362_22133_5797_CCFv3.swc,2,0,0,0,6,5,8,4,3,2
SEU-ALLEN_local_191813_3377_19723_4820_CCFv3.swc,0,0,1,0,2,0,0,0,0,0
SEU-ALLEN_local_191813_3395_21852_5483_CCFv3.swc,0,0,0,1,0,2,1,2,1,0
SEU-ALLEN_local_191813_3399_21602_4684_CCFv3.swc,0,1,1,0,0,0,0,2,0,0
SEU-ALLEN_local_191813_3437_21627_5150_CCFv3.swc,0,0,0,0,0,1,1,1,0,2
SEU-ALLEN_local_191813_3437_22549_6170_CCFv3.swc,0,0,0,1,0,2,0,1,1,1
SEU-ALLEN_local_191813_3457_22762_6118_CCFv3.swc,0,0,0,0,0,0,1,2,0,0
SEU-ALLEN_local_191813_3515_22292_5773_CCFv3.swc,0,0,0,0,0,1,7,7,4,3
SEU-ALLEN_local_191813_3519_22301_5773_CCFv3.swc,0,0,1,0,1,3,7,4,4,0
SEU-ALLEN_local_191813_3528_22548_5947_CCFv3.swc,0,0,0,0,0,5,3,0,0,0
SEU-ALLEN_local_191813_3547_22106_5466_CCFv3.swc,0,0,2,1,3,0,0,0,1,0
SEU-ALLEN_local_191813_3553_22421_5816_CCFv3.swc,0,1,5,5,0,4,0,3,4,2
SEU-ALLEN_local_191813_3553_22691_5531_CCFv3.swc,0,0,0,4,1,0,1,0,1,0
SEU-ALLEN_local_191813_3578_21105_4762_CCFv3.swc,0,0,0,0,1,0,0,0,4,0
SEU-ALLEN_local_191813_3595_22718_5735_CCFv3.swc,0,4,0,4,1,0,0,0,0,0
SEU-ALLEN_local_191813_3597_22675_5708_CCFv3.swc,0,1,1,3,7,1,3,1,0,0
SEU-ALLEN_local_191813_3614_22087_5250_CCFv3.swc,0,0,0,4,3,1,2,1,2,0
SEU-ALLEN_local_191813_3641_20559_4015_CCFv3.swc,0,0,0,4,4,2,10,5,1,0
SEU-ALLEN_local_191813_3655_21164_4438_CCFv3.swc,0,0,3,1,1,1,1,1,2,0
SEU-ALLEN_local_191813_3670_20722_4414_CCFv3.swc,0,0,0,1,1,1,0,1,1,1
SEU-ALLEN_local_191813_3697_21606_4299_CCFv3.swc,0,0,0,3,2,0,0,0,0,0
SEU-ALLEN_local_191813_3710_22335_5489_CCFv3.swc,0,0,0,1,1,3,7,3,3,4
SEU-ALLEN_local_191813_3776_21760_4730_CCFv3.swc,0,0,0,0,0,1,0,0,2,0
SEU-ALLEN_local_191813_3834_21930_4344_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191813_3844_23065_5368_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191813_3883_20969_3906_CCFv3.swc,1,0,0,2,1,4,1,1,0,0
SEU-ALLEN_local_191813_3890_21995_4380_CCFv3.swc,0,0,0,1,4,0,2,0,0,0
SEU-ALLEN_local_191813_3976_22083_4379_CCFv3.swc,0,0,1,0,2,2,3,2,0,0
SEU-ALLEN_local_191813_3985_21991_4158_CCFv3.swc,0,0,1,3,3,5,0,0,1,1
SEU-ALLEN_local_191813_4026_23376_5527_CCFv3.swc,0,0,0,1,0,0,1,0,0,0
SEU-ALLEN_local_191813_4080_23373_5445_CCFv3.swc,0,0,0,1,0,0,0,0,0,0
SEU-ALLEN_local_191813_4113_22668_4703_CCFv3.swc,0,0,0,2,1,0,2,2,0,0
SEU-ALLEN_local_191813_4144_23597_4605_CCFv3.swc,0,0,0,3,1,0,0,0,0,0
SEU-ALLEN_local_191813_4149_22291_4289_CCFv3.swc,0,1,4,5,1,0,1,0,0,0
SEU-ALLEN_local_191813_4159_21953_3882_CCFv3.swc,0,0,1,0,4,2,4,5,1,3
SEU-ALLEN_local_191813_4219_23105_5070_CCFv3.swc,0,0,1,0,0,3,4,0,1,0
SEU-ALLEN_local_191813_4268_23019_4948_CCFv3.swc,0,0,0,0,0,0,0,2,4,2
SEU-ALLEN_local_191813_4271_23529_4967_CCFv3.swc,0,0,0,4,1,4,1,7,3,0
SEU-ALLEN_local_191813_4285_22723_4634_CCFv3.swc,0,0,1,6,0,1,0,0,0,0
SEU-ALLEN_local_191813_4325_23114_4799_CCFv3.swc,0,0,0,1,1,3,0,1,0,0
SEU-ALLEN_local_191813_4433_23461_5103_CCFv3.swc,0,0,1,0,2,0,0,0,0,0
SEU-ALLEN_local_191813_4536_23454_4736_CCFv3.swc,0,0,0,0,4,0,0,3,1,0
SEU-ALLEN_local_191813_4625_22748_3984_CCFv3.swc,0,0,0,0,0,0,2,0,0,0
SEU-ALLEN_local_191813_4679_23657_4774_CCFv3.swc,0,0,1,0,0,1,0,0,0,1
SEU-ALLEN_local_191813_4711_10768_5056_CCFv3.swc,0,0,3,0,0,1,3,1,0,0
SEU-ALLEN_local_191813_4789_23031_4138_CCFv3.swc,0,0,0,0,0,1,1,1,1,0
SEU-ALLEN_local_191813_4812_23624_4676_CCFv3.swc,0,0,0,0,0,0,1,4,1,0
SEU-ALLEN_local_191813_4895_22617_3639_CCFv3.swc,0,0,0,0,0,1,0,0,0,0
SEU-ALLEN_local_191813_4909_10570_5051_CCFv3.swc,0,0,0,0,0,0,0,2,1,0
SEU-ALLEN_local_191813_4953_10431_5032_CCFv3.swc,0,1,2,1,4,1,1,0,0,1
SEU-ALLEN_local_191813_4956_9616_5434_CCFv3.swc,0,0,2,0,1,0,0,0,0,0
SEU-ALLEN_local_191813_5005_9870_5400_CCFv3.swc,0,1,1,1,0,1,0,0,0,0
SEU-ALLEN_local_191813_5033_9520_5448_CCFv3.swc,1,3,5,4,2,5,0,0,0,0
SEU-ALLEN_local_191813_5122_22667_3623_CCFv3.swc,0,0,0,2,0,5,2,0,1,0
SEU-ALLEN_local_191813_5239_9900_4917_CCFv3.swc,0,0,0,0,1,0,1,1,0,0
SEU-ALLEN_local_191813_5240_22783_3582_CCFv3.swc,0,0,0,0,0,1,0,0,1,0
SEU-ALLEN_local_191813_5380_9721_4424_CCFv3.swc,0,0,0,1,0,1,0,0,1,0
SEU-ALLEN_local_191813_5412_10468_4472_CCFv3.swc,0,1,0,0,2,2,0,1,0,0
SEU-ALLEN_local_191813_5492_9330_4926_CCFv3.swc,0,0,0,0,0,4,0,0,0,0
SEU-ALLEN_local_191813_5673_23180_3617_CCFv3.swc,0,0,2,2,0,0,0,1,3,1
SEU-ALLEN_local_191813_5680_8498_5150_CCFv3.swc,0,0,1,1,1,3,1,0,1,2
SEU-ALLEN_local_191813_5700_8334_5314_CCFv3.swc,0,0,6,2,1,2,3,0,1,0
SEU-ALLEN_local_191813_5727_9562_4430_CCFv3.swc,0,1,2,3,4,5,3,0,0,0
SEU-ALLEN_local_191813_5811_8416_5068_CCFv3.swc,1,0,3,2,7,0,1,1,0,0
SEU-ALLEN_local_191813_5815_8876_4793_CCFv3.swc,0,0,0,0,1,0,0,0,0,0
SEU-ALLEN_local_191813_5924_8480_5025_CCFv3.swc,0,2,0,2,5,2,1,0,0,0
SEU-ALLEN_local_191813_5961_8075_5292_CCFv3.swc,0,0,0,5,2,5,2,1,5,2
SEU-ALLEN_local_191813_5992_7833_5363_CCFv3.swc,0,0,1,1,7,0,0,1,3,3
SEU-ALLEN_local_191813_5998_8163_5231_CCFv3.swc,0,1,1,8,1,2,1,3,1,2
SEU-ALLEN_local_191813_6000_8360_4896_CCFv3.swc,0,0,0,1,1,1,2,2,3,0
SEU-ALLEN_local_191813_6023_8151_5278_CCFv3.swc,0,0,0,3,0,6,5,6,5,1
SEU-ALLEN_local_191813_6024_8242_5138_CCFv3.swc,1,0,3,4,8,8,7,3,0,1
SEU-ALLEN_local_191813_6098_8669_4704_CCFv3.swc,0,0,0,1,1,0,2,0,0,0
SEU-ALLEN_local_191813_6107_7610_5486_CCFv3.swc,0,5,2,6,3,5,7,7,0,1
SEU-ALLEN_local_191813_6107_7993_5214_CCFv3.swc,0,0,0,4,5,8,3,11,6,0
SEU-ALLEN_local_191813_6180_8849_4490_CCFv3.swc,0,0,0,2,1,0,0,0,0,0
SEU-ALLEN_local_191813_6201_8081_4876_CCFv3.swc,0,0,0,0,1,4,3,2,1,0
SEU-ALLEN_local_191813_6298_6559_5736_CCFv3.swc,0,0,0,0,0,0,0,0,0,2
SEU-ALLEN_local_191813_6418_7932_4940_CCFv3.swc,0,0,0,1,0,2,2,0,0,0
SEU-ALLEN_local_191813_6562_6858_5823_CCFv3.swc,0,0,0,0,0,1,2,2,0,1
SEU-ALLEN_local_191813_6572_7479_5195_CCFv3.swc,0,0,0,0,0,2,0,0,0,0
SEU-ALLEN_local_191813_6595_7418_5134_CCFv3.swc,1,2,2,7,10,5,8,1,0,3
SEU-ALLEN_local_191813_6655_6615_5311_CCFv3.swc,0,0,1,0,0,0,6,4,4,0
SEU-ALLEN_local_191813_6679_7228_5260_CCFv3.swc,0,2,3,7,2,1,2,0,0,0
SEU-ALLEN_local_191813_6722_8769_3774_CCFv3.swc,4,0,4,6,10,11,6,6,4,5
SEU-ALLEN_local_191813_6728_7545_4901_CCFv3.swc,0,0,0,0,0,2,0,1,2,0
SEU-ALLEN_local_191813_6870_6674_5873_CCFv3.swc,0,0,0,1,1,1,3,0,0,2
SEU-ALLEN_local_191813_6888_7287_5043_CCFv3.swc,0,0,0,1,0,1,2,4,1,2
SEU-ALLEN_local_191813_6896_6418_6086_CCFv3.swc,0,1,3,4,3,2,1,3,3,1
