,ACB,AMB,AN,AOB,AON,APN,AV,BST,CA1,CA2,CA3,CENT,CLA,COPY,CP,CU,CUL,CUN,DEC,DG,ECU,EPd,FN,FOTU,FRP,FS,GPi,IC,IP,IRN,LAV,LD,LHA,LIN,LP,LPO,LRN,MA,MDRN,MEV,MO,MOB,MRN,MV,MX,NDB,NLL,NOD,NOT,NTS,ORB,OT,PARN,PB,PG,PGRNl,PIR,PO,PPN,PPT,PRM,PRNc,PRNr,PSTN,PT,PYR,RR,RSPd,RSPv,RT,SCm,SCs,SI,SIM,SNc,SNr,SO,SOC,SPFp,SPIV,SPVC,SPVI,SPVO,SS,STN,SUB,SUT,SUV,UVU,V,VAL,VII,VIS,VM,VPL,VPM,ZI
FS,0.5946449591816502,0.10214852586337296,0.2571375847003682,0.5242782255624191,0.23383976434195494,0.11444587686118937,0.5536196935422711,0.16552026072694864,0.15198625184951245,0.3169647630560189,0.42379092363793897,0.18115321622353922,0.7775696193984535,0.277841336224614,0.6932431797025421,0.09770218334396752,0.2413055249224226,0.12027655935727004,0.22730395189046784,0.4966875416366404,0.11323657362347328,0.86490891387814,0.07185576456729365,0.2660418414756417,0.16873916040512427,1.0,0.0817585808611884,0.13953253112931308,0.07925331673276889,0.08707938035504614,0.07412602773558558,0.7965956176144355,0.11843377863994506,0.12227700807757895,0.9312484833415096,0.12278732499631906,0.09744680162811085,0.1721960108313714,0.0887359629932428,0.08800766977712611,0.37999255594679743,0.44009393295933347,0.09506143401133466,0.07581642668522193,0.10846987874179005,0.20570918034324537,0.08166303786665817,0.21266232236180568,0.13539412447603164,0.16530890596591807,0.37918800709444517,0.8132700882169109,0.09136722394037004,0.1264826366126648,0.18017896512842713,0.086409731394316,0.5912525839385515,0.547323834889901,0.09455185939977775,0.12178101127191689,0.2947341909982102,0.08323234994727621,0.08604639191682806,0.16923042713583802,0.3192588175986872,0.2357747481377275,0.0990057766522862,0.3553744945551201,0.8223715735777365,0.11310422335378764,0.12239278655445071,0.18759710005522268,0.1246457608946224,0.25963567841021623,0.09963395376242057,0.09764192024656254,0.13038547367793088,0.0732932100003072,0.11105921142871109,0.08190232820619817,0.11225006339293293,0.10556983369972694,0.10830410176605076,0.37959092083972984,0.1699966733638673,0.7522424229718377,0.09518997341431729,0.08052128592773602,0.2418744292688412,0.07840009167326537,0.8870117498742228,0.08871360557397125,0.32330718032682,0.49436428844362534,0.6056472877530039,0.9028429818044762,0.09970149369934148
GPi,0.048617327978951026,0.8003892388084309,0.31795655604550505,0.15594502474994448,0.01911840728151297,0.7143864252999943,0.14768004428828327,0.49394908213721267,0.012426180261627312,0.025914589210462947,0.034648544498490155,0.45132282255645995,0.06357298860279197,0.29426356053475317,0.05667857856417764,0.8368142662006995,0.338817691337457,0.6797549023524389,0.35968833881333423,0.04060846853564414,0.7220156725427475,0.09452854462395753,0.8788773460891158,0.3073147457095544,0.0137958742904314,0.0817585808611884,1.0,0.5859463753683208,0.9693577835863733,0.9388971364729125,0.9066452347239055,0.06512852721639814,0.6903316080942221,0.668634129560289,0.07613755442713586,0.6658552164373595,0.8390073301041334,0.47479950590291664,0.9213691732563298,0.9289938146099866,0.0310676521120259,0.18577529644959515,0.8600604620738199,0.9273207275202684,0.7537445584853356,0.39744740961373937,0.9988314010159688,0.3844525910992887,0.6038561952196224,0.49458061792535646,0.03100187333962408,0.06649180826946814,0.8948349017865247,0.6464016172556754,0.4537631837485186,0.9461733018020521,0.048339972193326655,0.044748420012101706,0.8646956430068958,0.6713573816416667,0.2773976802090291,0.9822933139936413,0.9501686129990876,0.48311986351935615,0.026102147854289666,0.3467656375712858,0.8257960659035998,0.02905491434908874,0.09941805321102822,0.7228605478811281,0.6680016295307998,0.4358200677788797,0.6559274882224715,0.31489732598311243,0.8205895457701458,0.8373307351466872,0.6270528346059685,0.8964589310172356,0.7361710911631067,0.998244893055447,0.7283611108083861,0.7744502193091913,0.7548982866576585,0.031034814995648027,0.4809422398883609,0.06150227296575929,0.8588990828407074,0.9848664822649857,0.33802077015059123,0.9589218752020027,0.09217305280655153,0.9216013748084718,0.02643313624575313,0.16538124369497562,0.13499372079171487,0.07381516093281772,0.8200336607567639
IC,0.08297231627790272,0.7320767783442977,0.542637636158497,0.26614214423959665,0.032628254197315076,0.8202092797637676,0.25203679124297484,0.8429936644402323,0.02120702641741972,0.04422689566800931,0.05913262024483107,0.7702459500201913,0.10849625712392287,0.5022022029742595,0.09672997555202897,0.7002107863536218,0.5782401011090462,0.8619965421956158,0.6138587999409284,0.06930406986495655,0.8115424604354825,0.1613262725015369,0.5149749953342467,0.5244758882864989,0.02354460215196216,0.13953253112931308,0.5859463753683208,1.0,0.5679916797275046,0.6240794146731595,0.5312454890314329,0.11115100281226066,0.84878972438467,0.8763333330795636,0.12993945799097484,0.879990665994045,0.6983805198645835,0.8103122160359159,0.6359517904180059,0.6307322677000975,0.053021323141553764,0.3170517034648749,0.6812850970447569,0.5433602190944157,0.7773805711391025,0.6782999713308361,0.5852616390293687,0.6561224836617943,0.9703409189255933,0.8440714691928375,0.05290906240376787,0.11347763390066534,0.6548094784842294,0.906474179096241,0.7744107700355463,0.6192801828717273,0.08249896957369275,0.07636948002959014,0.6776330840881177,0.872778629372495,0.4734182032181005,0.5965085652330052,0.6166762060460562,0.8245120779451381,0.04454699090489653,0.5918043905524835,0.7095533625813155,0.049586302724076214,0.16967090742482177,0.8105939341770215,0.8771630928204261,0.743788315961383,0.8933096811603433,0.53741662926948,0.7140553744422787,0.6997788935404028,0.9344449829917788,0.5252768612961088,0.7959377682741661,0.5869765820437558,0.8044723512462062,0.7565965645809802,0.7761924827815164,0.052965281978474235,0.8207956565753047,0.1049622893001079,0.6822063116313646,0.577078945504917,0.5768800428846654,0.5618767970360068,0.15730629402496485,0.6357915595450288,0.045111869203282466,0.282246380636826,0.23038579376288312,0.12597596646351497,0.7145394188179827
IP,0.04712758529356775,0.775863538537725,0.3082136624450272,0.15116652355292828,0.01853257690810899,0.6924960418529946,0.14315480041122772,0.47881338746505187,0.01204541455685579,0.025120508759605715,0.033586836299550255,0.437493290955276,0.061624971327964184,0.28524667283020294,0.054941821293797384,0.8111724223577675,0.32843556631472925,0.6589257055263318,0.3486666908939581,0.039364135054549,0.6998915120506622,0.09163198050232509,0.9066593996259016,0.29789794076442355,0.013373138124808812,0.07925331673276889,0.9693577835863733,0.5679916797275046,1.0,0.9101272472269751,0.9353050546203409,0.06313284479073251,0.669178317561832,0.6481456978607657,0.07380453100717528,0.6454519367951436,0.8132982859224634,0.46025059668995644,0.8931363796525651,0.9005273850957869,0.030115670392545944,0.18008272961148097,0.8337063032661501,0.9566341171671634,0.7306481546036344,0.38526874007531975,0.9704918994340624,0.3726721116020447,0.5853527030029936,0.47942557159690247,0.030051907227523485,0.06445435189074172,0.8674151770715156,0.6265944390096087,0.4398588740715602,0.9171804547234379,0.046858728303950055,0.043377229241923033,0.8381994519819584,0.650785503462517,0.26889760045942607,0.9521936696845896,0.9210533407301341,0.4683160001076742,0.025302320190878046,0.3361399698600172,0.80049184413866,0.028164607375724585,0.09637166370911442,0.7007104985360818,0.6475325790340617,0.42246557494459774,0.6358284161767119,0.3052481739722655,0.7954448633218973,0.8116730655505412,0.6078385459451943,0.9247967532695403,0.7136131772702311,0.9676564570086443,0.7060425120237259,0.7507193480875384,0.7317665299876185,0.030083839478194523,0.46620510369124735,0.05961770700761254,0.8325805112668369,0.9842529937226154,0.327663064559336,0.9892342037572954,0.08934866617494851,0.8933614660344947,0.02562316636441989,0.16031359583491941,0.13085721398473443,0.07155330079690762,0.7949060118573965
IRN,0.051781314576789784,0.8524780912797282,0.3386489783534218,0.16609383359690702,0.02036262178126745,0.7608782661577588,0.15729097315501706,0.526094992677042,0.013234868633541534,0.02760109516130214,0.03690345103048439,0.4806946416429727,0.0677102806401264,0.3134140568797472,0.060367186523859265,0.8912736376471438,0.3608677438406821,0.7239929444305533,0.38309664055910275,0.04325124335578981,0.7690040202434655,0.10068040571416179,0.8251754235539838,0.32731460537202367,0.014693701529708956,0.08707938035504614,0.9388971364729125,0.6240794146731595,0.9101272472269751,1.0,0.8512466146790865,0.06936705277541033,0.7352579758497734,0.7121484384030596,0.08109254088595513,0.7091886752778157,0.8936094248364331,0.5056991734862052,0.981331327431215,0.9894521758793206,0.03308951631137731,0.1978654415194873,0.9160326820302672,0.870658775660758,0.8027978030872197,0.42331304908096906,0.9377999422331205,0.40947253555755225,0.6431547948778347,0.5267676284361799,0.03301945669584912,0.0708190553432223,0.9530702214601343,0.6884690475081924,0.48329382008037447,0.9923099020916342,0.05148590864268896,0.04766062039576015,0.9209695177634004,0.7150489180994914,0.29545055515997104,0.9558215688710168,0.9881373933300132,0.5145610149949523,0.02780086000937838,0.36933293765699976,0.8795383794712683,0.03094579077984756,0.10588812059274656,0.769903879563044,0.7114747756503268,0.4641829768659149,0.6986148564544006,0.3353906554301194,0.8739930221246553,0.891823718082928,0.6678610576676939,0.8416827232976507,0.7840806650328361,0.9405478986214678,0.7757624158324392,0.8248509759210821,0.8040266151982641,0.03305454217512504,0.5122416729217879,0.06550480406916613,0.9147957209319776,0.9246883200067456,0.3600189595000892,0.9003290027283959,0.09817161989950404,0.9815786405213521,0.028153388927196647,0.17614415602144812,0.1437790313205514,0.07861900741343596,0.873400960447409
LAV,0.04407866873712514,0.7256690892899579,0.2882737963878815,0.14138681356843866,0.01733361285729454,0.647695048249685,0.13389340841778735,0.44783658151595074,0.011266137120024652,0.02349533881749376,0.031413937759675284,0.4091896863929571,0.0576381471738785,0.26679265491172344,0.051387363166136166,0.758693666799846,0.3071874452912604,0.6162965429980524,0.326109718370867,0.0368174744872774,0.6546120689068576,0.08570385452869717,0.9693729282730464,0.2786254497579563,0.012507963684269667,0.07412602773558558,0.9066452347239055,0.5312454890314329,0.9353050546203409,0.8512466146790865,1.0,0.059048468845333574,0.625885862857917,0.6062139473396023,0.06902975090489474,0.6036944589989865,0.7606819977373392,0.4304747094761442,0.8353549703543559,0.8422678151041277,0.02816733874142835,0.1684322872554463,0.779769719513669,0.9777040540745261,0.6833789121498035,0.3603437999796569,0.9077059790087741,0.34856210969742824,0.5474833418543791,0.448409160428829,0.028107700730884255,0.060284481115688876,0.8112977995693865,0.5860569460026839,0.41140222823874223,0.8578435153018141,0.043827205435765695,0.04057094176539585,0.7839721842187254,0.6086829708621355,0.2515012848849821,0.8905915522334878,0.8614658451598455,0.4380183220602878,0.023665387968150542,0.31439341287000316,0.7487040680052469,0.02634249963991252,0.09013690418930641,0.6553780711063363,0.6056404942019032,0.39513418764877073,0.5946935315213244,0.28550016002988915,0.7439836013367568,0.7591619209086085,0.5685144644156185,0.9887648406272473,0.6674460117445284,0.9050539753761956,0.6603651302726337,0.7021516008675618,0.6844249342994068,0.02813756712634228,0.43604398997222377,0.055760742709094514,0.7787167605662603,0.9205768000539648,0.30646492049473806,0.9454839420916487,0.08356825909701485,0.8355654947851009,0.023965477016019823,0.14994211650876257,0.1223914136734577,0.06692416391011739,0.7434796108383196
LD,0.7464828402677296,0.08137106804853773,0.20483467309627404,0.4176377368936956,0.2935488962922426,0.09116708396166479,0.44101102170082,0.1318527143214861,0.19079473761689222,0.3978992051264769,0.5320025798121578,0.14430585816043162,0.9761158638143664,0.22132719082866645,0.8702573355582811,0.07782913108316664,0.19222292365935284,0.09581178008574386,0.1810693319423892,0.6235127719181662,0.09020375830213322,0.6889826504309876,0.05723998715464076,0.21192776502157057,0.2118253686989232,0.7965956176144355,0.06512852721639814,0.11115100281226066,0.06313284479073251,0.06936705277541033,0.059048468845333574,1.0,0.09434382904209838,0.09740532876960434,0.8554060831928424,0.09781184499066721,0.07762569512749636,0.1371705875989583,0.07068667924521395,0.07010652406091707,0.4770206457885884,0.3505768983341062,0.07572552173757303,0.060395033240633944,0.08640663004887915,0.16386703156448681,0.06505241808566165,0.16940587402512283,0.10785436620835016,0.13168435004508722,0.4760106617583451,0.9794970073975867,0.07278273018449552,0.1007555140299679,0.1435297740076093,0.06883361334795264,0.7422242488719374,0.6870786416437631,0.0753195968351592,0.09701021988786318,0.23478396491031026,0.06630252521175133,0.06854417871247943,0.1348082166234276,0.4007790283290428,0.18781713111066106,0.0788675677997248,0.44611655738122163,0.6550975915627123,0.0900983286573115,0.09749755739689442,0.14943902778116713,0.09929226688287295,0.2068246435979292,0.07936797093274353,0.07778112576386992,0.10386449693242203,0.05838504988713924,0.08846928111982626,0.06524303572147665,0.089417908575753,0.08409646687748729,0.08627457283650393,0.4765164563376466,0.1354186050106894,0.9443215683568253,0.07582791566267975,0.06414290349471344,0.19267611036855167,0.06245316944749319,0.7065896727223178,0.07066886942300107,0.40586110841913464,0.3938084256792707,0.482455975244112,0.8823191115938143,0.07942177295050869
LHA,0.07042604946507873,0.8624948645260953,0.4605852496357196,0.22589871725627236,0.02769452688729202,0.9663280035092061,0.21392623857392126,0.7155243600982477,0.01800030610786011,0.037539334584439185,0.05019116043975353,0.6537768476260465,0.0920905081809828,0.42626406944789597,0.08210340928854255,0.8249520066483362,0.490804256048511,0.9846788041895083,0.5210370416129649,0.05882458235941236,0.9561172067956054,0.1369320823725857,0.6067168116432815,0.4451697446651024,0.019984416371310675,0.11843377863994506,0.6903316080942221,0.84878972438467,0.669178317561832,0.7352579758497734,0.625885862857917,0.09434382904209838,1.0,0.9685694841732183,0.11029127673485291,0.9645440084593057,0.822795681664118,0.6877846825146563,0.7492453927608973,0.7430960219945484,0.04500395425582995,0.2691102279996413,0.8026547417720619,0.6401588090481709,0.9158694418722663,0.5757340457160299,0.6895248872783586,0.5569100220698796,0.8747335166742114,0.7164391896971521,0.04490866849514545,0.09631864960237024,0.7714625421024429,0.9363639295615871,0.6573119040589914,0.7296037700275817,0.07002427764647397,0.06482162990571638,0.7983521296506831,0.9725143304607811,0.40183250622817723,0.7027754320016586,0.7265358996812968,0.6998373793908854,0.037811028132333516,0.5023174855466801,0.8359589450681747,0.042088344222423454,0.14401492274921132,0.95499970238761,0.9676532577943692,0.6313198797054,0.9501629079874685,0.4561537126373803,0.8412629817826,0.8244431729515899,0.908335685710603,0.6188539354395556,0.9377325683945821,0.6915453441301783,0.9477875710964907,0.8913828040619539,0.9144696978326605,0.04495638709246549,0.6966829191206872,0.08909091260582257,0.8037400689857903,0.6798844624600873,0.4896498526030919,0.6619740801449254,0.13351996594942378,0.7490566170625423,0.0382904910275314,0.2395678276293022,0.19554909439014098,0.10692710585365929,0.8418332577435336
LIN,0.07271140647714622,0.8353862060360898,0.4755314483491913,0.2332292323344277,0.02859322675330038,0.9359558159010477,0.22086824132863436,0.7387434477238639,0.01858442414508378,0.03875750289250871,0.05181988619288089,0.6749922006722292,0.09507888663206468,0.4400965304123325,0.08476770188421424,0.7990233395470403,0.5067310751251544,0.9836400256126671,0.5379449281924548,0.06073346654073628,0.9260659497951578,0.14137559009457376,0.5876473892925529,0.45961570330197243,0.020632919679861264,0.12227700807757895,0.668634129560289,0.8763333330795636,0.6481456978607657,0.7121484384030596,0.6062139473396023,0.09740532876960434,0.9685694841732183,1.0,0.11387027831978286,0.9958438957868377,0.7969347889693663,0.7101036051138415,0.7256962235855827,0.7197401307144302,0.04646435283292641,0.2778429760559272,0.7774268892073537,0.6200382874687287,0.8870831928842343,0.594416874704124,0.6678527643957963,0.5749820030157817,0.9031190131092078,0.7396879639551236,0.04636597500640852,0.09944423314615254,0.7472150764631228,0.9667493606417693,0.6786419712779618,0.7066719471864502,0.07229659698214368,0.06692512097988389,0.7732595104043525,0.995943662562079,0.4148721519666562,0.6806868376634571,0.7037005015876387,0.7225474174300199,0.039038013018352975,0.5186179141039776,0.8096843242146697,0.043454129941281935,0.1486882718302281,0.9249835691271444,0.9990540416626575,0.6518064940320742,0.9809961221300897,0.4709561059801075,0.8148216523191963,0.7985304987558528,0.9378115876590604,0.5994030370272565,0.9082591500623675,0.6698097172465576,0.9179981188427154,0.8633661827311636,0.8857274435218189,0.04641524209369527,0.7192905935038657,0.09198195283002493,0.7784781040269138,0.6585153431023525,0.5055392107682005,0.6411678933420111,0.1378527489572913,0.7255133812048026,0.03953303470036184,0.2473419114931129,0.20189475054240835,0.11039693857889137,0.8153740042125142
LP,0.6385459625640868,0.09512565978583705,0.23945898576231678,0.4882333024039806,0.2511035116029292,0.10657754925167177,0.5155574999592313,0.1541404917642622,0.1632069791986719,0.34036540056278497,0.45507824304560546,0.16869865786060742,0.8349754478078452,0.2587393229687502,0.7444234187797484,0.09098501005822386,0.2247154041059329,0.11200736348299273,0.21167646045552965,0.5333566180472307,0.10545138744564869,0.8054451142775702,0.06691557177263678,0.24775106137957367,0.18119670895962564,0.9312484833415096,0.07613755442713586,0.12993945799097484,0.07380453100717528,0.08109254088595513,0.06902975090489474,0.8554060831928424,0.11029127673485291,0.11387027831978286,1.0,0.11434551017638316,0.09074718622265919,0.1603572739241727,0.08263523095530569,0.0819570090023691,0.4080463622161366,0.4098368075961792,0.08852581624732435,0.07060393236298568,0.1010124100665294,0.19156636220407225,0.07604858015838573,0.19804146516331478,0.126085573071656,0.15394366796360548,0.40718241573273894,0.8733115841421099,0.08508558872159364,0.11778676351457934,0.16779138800589052,0.08046893130690397,0.6349031375782935,0.58773124969395,0.08805127566316265,0.11340838204676784,0.27447076835597,0.07750999965335072,0.08013057196955527,0.15759557860548498,0.34282881884877964,0.21956487661348512,0.09219897934948977,0.3816108169969457,0.7658322806374377,0.10532813645773405,0.11397809685077329,0.1746995149056915,0.1160761757880655,0.24178533174085778,0.09278396833057226,0.09092889014016398,0.1214212746123374,0.06825419065201681,0.10342372220409121,0.07627141892416059,0.10453270128965715,0.09831174751948615,0.10085803050929928,0.4076150754927194,0.15830914424320344,0.807778414062634,0.08864551837140155,0.07498532539691222,0.22524519541570157,0.07300996646456365,0.8260283467764684,0.08261441064251762,0.3471760610731175,0.46037599383133065,0.5640081181598837,0.9694973983365766,0.09284686479439479
LPO,0.07301486386046015,0.8319142539055656,0.47751605483655,0.23420260275848576,0.028712559141318282,0.9320658859912476,0.2217900237809075,0.7418265561995204,0.01866198530081848,0.03891925537374065,0.05203615387122183,0.677809246537484,0.09547569356434202,0.4419332510589953,0.08512147560761765,0.7957025152791339,0.5088458916794134,0.9795519151579832,0.5401900141863227,0.06098693459656092,0.9222171231995481,0.14196561398096422,0.5852050655020603,0.46153388623105446,0.02071903012827,0.12278732499631906,0.6658552164373595,0.879990665994045,0.6454519367951436,0.7091886752778157,0.6036944589989865,0.09781184499066721,0.9645440084593057,0.9958438957868377,0.11434551017638316,1.0,0.7936226449353152,0.713067186652556,0.7226801544532627,0.716748815724786,0.04665826946322136,0.27900253968660166,0.7741958220376934,0.617461343729858,0.8833963826888627,0.596897643515164,0.6650770987079189,0.5773816613712092,0.9068881347067294,0.7427750143215771,0.046559481061812166,0.09985925863167489,0.7441095727356961,0.9707840402816547,0.6814742492765415,0.7037349449294251,0.07259832317897633,0.06720442959285793,0.7700457632952932,0.9918044169100325,0.4166035999436004,0.6778578322295999,0.700775848968186,0.7255629325910761,0.039200936194430554,0.5207823397804797,0.8063191917834697,0.043635483558342146,0.14930881482458283,0.9211392410183893,0.9967868145846471,0.6545267755214464,0.9850902599096453,0.47292161750712436,0.8114351686170167,0.795211722785635,0.9417254969646374,0.5969118555396853,0.9044843303821501,0.6670259182586921,0.9141828229933182,0.8597779429016128,0.8820462679620844,0.04660895376279992,0.7222925164747218,0.09236583486546156,0.7752426678989129,0.6557784847104529,0.50764905313675,0.638503132759148,0.1384280704440839,0.7224980719844717,0.03969802382443278,0.24837418047100918,0.2027373480889662,0.11085767462747195,0.8119852248783036
LRN,0.057946249376530354,0.9539716878386397,0.3789675544384598,0.18586848905192443,0.022786937128594673,0.8514662502547244,0.1760175852932703,0.5887303536143196,0.01481057413417954,0.030887202388621027,0.04129707006754012,0.5379247669986912,0.07577167245356675,0.3507282355903025,0.06755433061251442,0.9973861206872154,0.403831622419085,0.810189467913315,0.4287070278261949,0.04840061234101975,0.8605594333164341,0.11266712605743878,0.7373845356312355,0.3662837435179643,0.01644309149089212,0.09744680162811085,0.8390073301041334,0.6983805198645835,0.8132982859224634,0.8936094248364331,0.7606819977373392,0.07762569512749636,0.822795681664118,0.7969347889693663,0.09074718622265919,0.7936226449353152,1.0,0.5659062666877855,0.9106092915382541,0.9031355396659646,0.037029059219506395,0.22142273348975108,0.9755213349548447,0.778028887747003,0.8983766070217583,0.47371148660216134,0.838026866990579,0.4582231612345655,0.7197269601264089,0.5894830714577566,0.03695065850709108,0.07925056895654956,0.9376113162652324,0.7704361977093183,0.5408333961661572,0.8867374808676024,0.057615673259168006,0.05333495716485307,0.9702920754712794,0.8001805914596016,0.330626050876814,0.8541311624050865,0.8830088877130053,0.5758231736299536,0.031110750666564498,0.41330465793218635,0.9842536963307651,0.034630107874602946,0.11849485653324263,0.8615664273057189,0.7961809218614225,0.5194472707703136,0.7817899375695098,0.3753213049330915,0.9780481246430807,0.9980016921220007,0.7473746797040995,0.7521356142607764,0.8774310601931653,0.8404824667182457,0.868122464100505,0.9230553673626074,0.8997517179783927,0.036989921162901084,0.5732276973416535,0.07330361816758614,0.9768404075240315,0.8263101977941956,0.4028817842492959,0.8045424822916812,0.10985965139912601,0.9103798594902235,0.03150525066625149,0.19711537403904364,0.16089695041753704,0.0879791609492329,0.977385573800631
MA,0.10239548983206381,0.5932107565686019,0.66966488400373,0.3284439491009725,0.04026627459343259,0.664625599098601,0.31103664273500686,0.9612316796876313,0.02617142626969818,0.054580067772357285,0.0729751064769954,0.9505545329037114,0.13389438660408143,0.6197638305776205,0.11937371008083322,0.5673893539824545,0.7136016089425666,0.6984863283218263,0.757558367988025,0.08552761329947012,0.6576027695227153,0.19909149746100618,0.4172905296723789,0.6472516122887283,0.02905621029279729,0.1721960108313714,0.47479950590291664,0.8103122160359159,0.46025059668995644,0.5056991734862052,0.4304747094761442,0.1371705875989583,0.6877846825146563,0.7101036051138415,0.1603572739241727,0.713067186652556,0.5659062666877855,1.0,0.5153195045856227,0.5110900615654245,0.06543320227965521,0.39127103996519536,0.5520536367385809,0.4402914232401567,0.6299209733029921,0.8370847161222749,0.47424465568269997,0.8097156511740318,0.7862791003249244,0.9600042716889783,0.0652946621767612,0.14004186491942952,0.5306001195918782,0.7345271008428127,0.9556943048742359,0.5018102973299166,0.10181133634795912,0.0942469810009691,0.5490943660266948,0.7072231852756157,0.584241720474219,0.4833581773783611,0.4997002630978009,0.9827778606413973,0.05497509481323434,0.7303411929880773,0.5749597576290014,0.06119407031360657,0.20938954648229233,0.6568341671082536,0.7107759695682373,0.9179033726037467,0.7238597473473752,0.6632216800316136,0.5786077928366785,0.5670393859598851,0.7571921849317119,0.42563825750924034,0.6449580968369208,0.4756342949570634,0.6518737736779371,0.613079438890775,0.6289582507931101,0.06536404231640836,0.9872277095335396,0.1295331444138756,0.5528001081716997,0.46761411915975876,0.7119231716717648,0.45529563254540917,0.19413047330634411,0.5151896675518631,0.055672206725417214,0.34831806191641546,0.2843173152318262,0.1554659598738312,0.579000019907415
MDRN,0.0527663930920613,0.8686954828102963,0.3450913762631907,0.16925357313485867,0.02074999667499633,0.7753530789131884,0.16028324864217905,0.5361033302118013,0.013486646419600014,0.02812617348470087,0.037605495716808345,0.4898392909775585,0.06899838897161108,0.31937639013334723,0.06151560113940274,0.9082290687490728,0.36773282759178666,0.7377660573882988,0.3903846028862819,0.04407404731387367,0.7836334158988395,0.10259573183881548,0.8097704937598459,0.33354138018687307,0.014973231893219972,0.0887359629932428,0.9213691732563298,0.6359517904180059,0.8931363796525651,0.981331327431215,0.8353549703543559,0.07068667924521395,0.7492453927608973,0.7256962235855827,0.08263523095530569,0.7226801544532627,0.9106092915382541,0.5153195045856227,1.0,0.9917925811412879,0.033719005382202766,0.20162959847356585,0.9334591247872653,0.8544047320588081,0.8180700856546238,0.43136608120832726,0.9202924621765448,0.41726226821822693,0.6553900572616904,0.5367887620739418,0.03364761296501419,0.07216630445152714,0.9712012597773084,0.7015663601715085,0.4924879157230923,0.9737847934427223,0.052465367408030504,0.04856730755810999,0.9384898780049947,0.728651881491689,0.3010711539530264,0.9379776489675813,0.9696901798809624,0.5243499321904811,0.02832973862370356,0.3763590617490887,0.896270561109666,0.0315344979975855,0.10790251735866312,0.7845503939820053,0.725009745192504,0.4730135112276349,0.7119051811819072,0.3417710675843355,0.8906197098715537,0.9087896138171939,0.6805663275989797,0.8259696241296036,0.7989968760961574,0.9229891178668448,0.7905203820030042,0.8405427941246468,0.8193222744686313,0.03368336590420524,0.5219864673663878,0.0667509558067763,0.9321986319611293,0.9074256165323598,0.36686789612891907,0.8835210553722787,0.10003921932919768,0.9997480455666743,0.028688973988930375,0.17949509110499146,0.14651425803037899,0.08011464142211099,0.8900163849183026
MEV,0.052333317202291285,0.861565735122201,0.3422590667936693,0.16786443816680724,0.02057969276096775,0.7689894314311558,0.1589677368845376,0.5317033056292026,0.013375955863435011,0.027895330198019125,0.03729685166207099,0.4858189747430512,0.06843209029274472,0.31675513432593944,0.061010716834506214,0.9007748523621912,0.3647146902476423,0.7317109023355725,0.38718055293440223,0.04371231314677,0.7772018082228744,0.10175368569449825,0.8164716183176292,0.3308038663729665,0.01485034030740368,0.08800766977712611,0.9289938146099866,0.6307322677000975,0.9005273850957869,0.9894521758793206,0.8422678151041277,0.07010652406091707,0.7430960219945484,0.7197401307144302,0.0819570090023691,0.716748815724786,0.9031355396659646,0.5110900615654245,0.9917925811412879,1.0,0.03344225938153186,0.19997473990457937,0.9257978347626494,0.8614752200259622,0.8113558418058738,0.4278256790984093,0.9279081933820622,0.41383762200902363,0.6500109965459085,0.5323831118649514,0.03337145291181446,0.0715740053634081,0.9632302042422072,0.695808311196399,0.48844586111589877,0.981843191771163,0.052034762162136566,0.04816869532214069,0.9307872984815461,0.722671530298098,0.29860013688625814,0.9457397310718134,0.9777146938981016,0.5200463726684565,0.028097224592660987,0.37327012528804204,0.888914493203906,0.031275681164020096,0.10701691620279111,0.7781112602828275,0.719059286537061,0.4691312912151596,0.7060622771722599,0.3389660092788817,0.8833100208688133,0.901330796802149,0.6749806346872395,0.8328048019668927,0.7924391740672337,0.930627164809734,0.7840322501115565,0.8336441073445936,0.8125977533817945,0.03340691241165814,0.5177023057901323,0.06620310275325073,0.9245476873291059,0.914934870240868,0.3638568576395746,0.8908324907568701,0.09921815555386437,0.9920425306549341,0.028453511562776524,0.17802189970921012,0.14531175414595027,0.07945710700324422,0.8827116476561614
