,ACB,AMB,AN,AOB,AON,APN,AV,BST,CA1,CA2,CA3,CENT,CLA,COPY,CP,CU,CUL,CUN,DEC,DG,ECU,EPd,FN,FOTU,FRP,FS,GPi,IC,IP,IRN,LAV,LD,LHA,LIN,LP,LPO,LRN,MA,MDRN,MEV,MO,MOB,MRN,MV,MX,NDB,NLL,NOD,NOT,NTS,ORB,OT,PARN,PB,PG,PGRNl,PIR,PO,PPN,PPT,PRM,PRNc,PRNr,PSTN,PT,PYR,RR,RSPd,RSPv,RT,SCm,SCs,SI,SIM,SNc,SNr,SO,SOC,SPFp,SPIV,SPVC,SPVI,SPVO,SS,STN,SUB,SUT,SUV,UVU,V,VAL,VII,VIS,VM,VPL,VPM,ZI
NTS,0.09830010764046661,0.6179251218590306,0.642881149243685,0.31530759414733095,0.03865579561469669,0.6923152518158024,0.2985965056774052,0.9987230882787259,0.0251246810151034,0.05239709821053694,0.07005641394487362,0.9125364120608844,0.12853918309509368,0.5949759247928399,0.11459927160496163,0.5910279471821737,0.6850605928689917,0.7275866878101993,0.727259269322235,0.0821068741148544,0.6849998368921479,0.1911286880195214,0.4346757009093523,0.6213643126547576,0.02789408600017866,0.16530890596591807,0.49458061792535646,0.8440714691928375,0.47942557159690247,0.5267676284361799,0.448409160428829,0.13168435004508722,0.7164391896971521,0.7396879639551236,0.15394366796360548,0.7427750143215771,0.5894830714577566,0.9600042716889783,0.5367887620739418,0.5323831118649514,0.06281615369875801,0.37562186975477646,0.5750533128017529,0.4586348584319655,0.6561647608033494,0.8036049032429395,0.4940026515177274,0.7773304839804931,0.8190370850554536,1.0,0.06268315460817953,0.13444078853794325,0.5527059985455792,0.7651289921351354,0.9174706151080951,0.522716733798548,0.09773931780040411,0.09047750435472032,0.5719707528599312,0.7366875399745528,0.5608745473541682,0.5034958610423342,0.5205187912535597,0.9768273280621563,0.05277632585721157,0.7011306650589787,0.5989137492247292,0.058746568903098005,0.20101485907001856,0.6841992129396007,0.7403883404786705,0.8811911586973166,0.7540172150211962,0.6366956459070898,0.602713768990536,0.5906633987807861,0.7887383496737468,0.4433712120472089,0.6718283614532436,0.4954501859874632,0.6790321594414017,0.6386215738521216,0.6551619293178309,0.06274975983861117,0.9724243580466109,0.1243523719626259,0.5758308837513127,0.4870958733725887,0.68344928591926,0.47426417357954803,0.18636608363909346,0.5366535157655778,0.053445556270752426,0.33438682734618486,0.27294583713769494,0.14924798558110527,0.603122337037891
ORB,0.6376712713015903,0.03873349594976778,0.0975034882916117,0.1988000155140257,0.6166855490334957,0.043396503967170666,0.20992594828253125,0.06276329779880462,0.40082030287328396,0.8359039767232718,0.8947525441068677,0.06869112703855294,0.48765795066401135,0.10535410257146904,0.5469769024733107,0.03704749619097515,0.09150016109621238,0.04560742884285996,0.08619093252203812,0.7634336988702771,0.04293795068248826,0.327963087371673,0.02724684416451973,0.10087987567288487,0.4450013113497444,0.37918800709444517,0.03100187333962408,0.05290906240376787,0.030051907227523485,0.03301945669584912,0.028107700730884255,0.4760106617583451,0.04490866849514545,0.04636597500640852,0.40718241573273894,0.046559481061812166,0.03695065850709108,0.0652946621767612,0.03364761296501419,0.03337145291181446,0.9978827247014151,0.166878341373206,0.0360461557142981,0.02874867973979141,0.04113047714987547,0.07800245413538699,0.030965644581936333,0.0806390022004496,0.05133982823236365,0.06268315460817953,1.0,0.4662510186816439,0.034645355559700775,0.04796069890920724,0.06832170270738784,0.03276553384097699,0.6413299787521163,0.6928037533222396,0.03585293113287588,0.04617789896614432,0.11175967050720485,0.031560708902295107,0.032627759868609586,0.06417014840538014,0.8419538899582568,0.08940295686953964,0.03754180313961815,0.9371986663771414,0.31183343807606473,0.04288776504748773,0.04640987681631794,0.07113457050663712,0.04726417766640256,0.09845073546698417,0.037780000366112364,0.0370246451471688,0.04944060791799981,0.02779190623357114,0.04211232105113358,0.031056380608903443,0.04256387783419138,0.04003081484989147,0.04106761650882278,0.9989385580024058,0.06446069978553022,0.5040768713846402,0.03609489631434817,0.030532705939620212,0.09171588280155822,0.029728374517607292,0.336344217704163,0.03363913529975682,0.8526302896660263,0.18745700931360174,0.22965418804521753,0.4199933041918067,0.037805610700192685
OT,0.7311777081158919,0.08307434064013275,0.20912230619315184,0.4263797987533541,0.2875302654431162,0.09307540837096122,0.450242337005742,0.13461267704309168,0.1868828745229537,0.38974108066726265,0.5210949348538044,0.1473264921388949,0.9561025674794822,0.22596004802169625,0.8524144558451338,0.07945826326713329,0.19624656554088662,0.0978173280389135,0.18485950500601325,0.6107288941680179,0.09209191822014287,0.7034045486892675,0.058438143988536494,0.21636387188628456,0.20748231473148573,0.8132700882169109,0.06649180826946814,0.11347763390066534,0.06445435189074172,0.0708190553432223,0.060284481115688876,0.9794970073975867,0.09631864960237024,0.09944423314615254,0.8733115841421099,0.09985925863167489,0.07925056895654956,0.14004186491942952,0.07216630445152714,0.0715740053634081,0.4672402950167865,0.35791523168156436,0.07731062082442416,0.061659232018581416,0.08821530785321317,0.16729712324477958,0.06641410600987804,0.17295190566759894,0.11011199155667366,0.13444078853794325,0.4662510186816439,1.0,0.07430623027411898,0.10286454503588936,0.14653416286482768,0.07027444987385494,0.7270064305879843,0.6729914733368648,0.07689619903513019,0.09904085378025645,0.23969850151365427,0.0676903805841221,0.06997895674494563,0.1376300444057485,0.39256185887601003,0.19174855021728962,0.08051843671198856,0.43696983290542035,0.6688102021906456,0.09198428170464006,0.09953839231825162,0.15256711011114757,0.10137066895863352,0.21115393108493408,0.08102931436576342,0.07940925309259048,0.10603860568025449,0.059607175362650394,0.09032113467592841,0.06660871368542519,0.09128961895792448,0.08585678796602157,0.08808048639752943,0.46674644295842765,0.1382532095432138,0.924960150226506,0.07741515807602718,0.06548555330978897,0.19670923842888546,0.06376044947133042,0.7213801240696457,0.07214812183118383,0.3975397411156099,0.4020516884738376,0.49255482313921833,0.9007879604839598,0.08108424257622121
PARN,0.054331059150561994,0.8944546499141525,0.3553242675388605,0.17427239867220481,0.021365290114794745,0.798344391656754,0.16503607983265098,0.552000241777618,0.013886561908591876,0.028960190487345588,0.0387206002239238,0.5043643488373113,0.07104437754480679,0.3288467626232061,0.06333970484501635,0.9351605134422141,0.37863709904588255,0.7596428134344316,0.40196056065227426,0.045380961845106774,0.8068702629962843,0.10563797236253607,0.7864501236700554,0.3434317828864353,0.015417228656245008,0.09136722394037004,0.8948349017865247,0.6548094784842294,0.8674151770715156,0.9530702214601343,0.8112977995693865,0.07278273018449552,0.7714625421024429,0.7472150764631228,0.08508558872159364,0.7441095727356961,0.9376113162652324,0.5306001195918782,0.9712012597773084,0.9632302042422072,0.03471886495486462,0.20760846059837126,0.9611387087793758,0.829798952135208,0.8423280730115642,0.44415725048301247,0.8937891986294213,0.42963522134835685,0.6748241424356968,0.5527059985455792,0.034645355559700775,0.07430623027411898,1.0,0.7223696974326147,0.5070915124595465,0.9457410181435579,0.05402110724203606,0.05000745939028767,0.9663186374162918,0.7502583776083294,0.3099987267541854,0.910965074320273,0.9417643242940754,0.5398983237632042,0.02916979188247699,0.3875191243423489,0.9228474037556091,0.032469581026713455,0.11110211840479348,0.8078144319560489,0.7465082421317546,0.4870396392773364,0.733015092407462,0.3519055027407006,0.917028989517341,0.9357376801854383,0.7007469571806674,0.8021827394924609,0.8226892912797121,0.8964081940330263,0.8139614462446915,0.865467157978542,0.8436173926056251,0.034682168670094854,0.5374647758241959,0.06873030191711443,0.9598408389368005,0.8812929019304285,0.37774652002926773,0.8580767620173341,0.1030056523527741,0.970956561314256,0.029539679546450148,0.18481760530886132,0.15085880146404876,0.08249025690152098,0.9164077743498591
PB,0.07521226228572553,0.8076090805743432,0.4918870057834983,0.24125098172250167,0.029576669938854647,0.9048346866112834,0.22846484344402626,0.7641519899567915,0.019223621862802832,0.04009053894463383,0.053602193394243,0.6982080652467572,0.09834905561142267,0.4552333296814158,0.08768322518252487,0.7724553026449527,0.52415972097335,0.9509333658626995,0.5564471517574566,0.06282234983886498,0.8952736648765817,0.14623810043248708,0.5681077378813804,0.47542385029027584,0.021342573907847485,0.1264826366126648,0.6464016172556754,0.906474179096241,0.6265944390096087,0.6884690475081924,0.5860569460026839,0.1007555140299679,0.9363639295615871,0.9667493606417693,0.11778676351457934,0.9707840402816547,0.7704361977093183,0.7345271008428127,0.7015663601715085,0.695808311196399,0.048062460369336465,0.28739918262938724,0.7515769480869289,0.599421617983811,0.8575871095568929,0.6148614096931233,0.6456462329824743,0.5947580897639118,0.934181133059844,0.7651289921351354,0.04796069890920724,0.10286454503588936,0.7223696974326147,1.0,0.7019833670512596,0.6831746531259749,0.07478318572059889,0.06922696171782948,0.7475481372935754,0.962827899017112,0.42914137713134504,0.658053565108415,0.6803020099931422,0.747398909010255,0.04038069701172377,0.5364553991116136,0.782761802756195,0.044948703056224656,0.15380229652442956,0.8942272740578088,0.9676647311619643,0.6742249031324701,0.9854772499432662,0.48715429784972064,0.7877283114166531,0.7719788491251739,0.9700669334154005,0.579472502812835,0.8780589526198307,0.6475381158997539,0.8874740944615421,0.8346587051550775,0.8562764397275873,0.04801166050203835,0.7440300689998595,0.09514560502937741,0.7525932093416358,0.6366192869169947,0.5229268633108815,0.6198486509524194,0.14259409374295198,0.7013895974167912,0.04089274460354245,0.25584905619065196,0.20883877327664538,0.11419396078587027,0.7882622972563674
PG,0.10714251336418554,0.5669281416427495,0.7007103428243765,0.3436705099380015,0.042133006745008736,0.63517889993216,0.32545620618293586,0.918643641942165,0.027384725571993656,0.05711038298961061,0.07635821005190414,0.9946219497758744,0.14010168933851835,0.6484958918523408,0.12490783870114427,0.5422507742473036,0.746683960868086,0.6675394060096852,0.7926785417934614,0.08949264724427243,0.6284672217023839,0.2083213182767743,0.39880218268584583,0.6772579987006442,0.030403247298434966,0.18017896512842713,0.4537631837485186,0.7744107700355463,0.4398588740715602,0.48329382008037447,0.41140222823874223,0.1435297740076093,0.6573119040589914,0.6786419712779618,0.16779138800589052,0.6814742492765415,0.5408333961661572,0.9556943048742359,0.4924879157230923,0.48844586111589877,0.06846666548699992,0.40941024548292615,0.5275945166161721,0.42078400567558955,0.6020118867065052,0.8758917070583888,0.45323291655299935,0.8472538206456989,0.7514424582221683,0.9174706151080951,0.06832170270738784,0.14653416286482768,0.5070915124595465,0.7019833670512596,1.0,0.47957724328544826,0.10653127870355673,0.0986162421605845,0.5247663584502413,0.6758891704429224,0.6113269876093925,0.4619426573348905,0.47756069558672554,0.9392352043714688,0.05752372336305674,0.7641995869005269,0.5494857658979078,0.0640310086619794,0.21909678169511212,0.6277326727521702,0.6792845461578276,0.9604570916895205,0.6917886380675898,0.6939684338904687,0.5529721723698654,0.5419163118012459,0.7236442588345163,0.4067800586381744,0.6163827800295711,0.45456098689333796,0.622992053000881,0.5859165281834058,0.6010918182866366,0.06839429928904925,0.9434878996152402,0.1355382612967663,0.5283079151135549,0.44689615055976384,0.7449277117597243,0.4351234430577604,0.2031303025624816,0.49236383120936655,0.058253153169876205,0.36446598053365215,0.29749817884416585,0.16267331413499392,0.5533470215475857
PGRNl,0.05138311119787038,0.8459224512930502,0.33604473455331585,0.164816555754571,0.02020603122609848,0.755027037794658,0.1560813901713528,0.5220492706742546,0.013133091197945233,0.027388840037133603,0.03661965987890338,0.4769980527847114,0.06718958195260089,0.3110038720964838,0.0599029569490382,0.8844196561104919,0.3580926355585762,0.7184253678029162,0.3801505898848372,0.04291863705972524,0.7630903040358663,0.09990616353676587,0.8315702804281636,0.32479752400987466,0.014580705526309194,0.086409731394316,0.9461733018020521,0.6192801828717273,0.9171804547234379,0.9923099020916342,0.8578435153018141,0.06883361334795264,0.7296037700275817,0.7066719471864502,0.08046893130690397,0.7037349449294251,0.8867374808676024,0.5018102973299166,0.9737847934427223,0.981843191771163,0.032835054691202355,0.19634383690152038,0.9089883010181915,0.8774061145873334,0.7966242093808579,0.42005773028764753,0.9450676046428488,0.40632365166832785,0.6382088715349892,0.522716733798548,0.03276553384097699,0.07027444987385494,0.9457410181435579,0.6831746531259749,0.47957724328544826,1.0,0.051089976964325504,0.04729410555854329,0.9138871720011794,0.7095501219100353,0.2931785114637098,0.9632288933691927,0.9957951555730463,0.510603990409813,0.027587068673969487,0.366492731205633,0.8727746432189688,0.030707814618898727,0.10507383057805549,0.7639832433491734,0.7060034649662432,0.4606133643264193,0.6932424398080272,0.3328114684523108,0.8672719302132882,0.8849655063738675,0.6627251407450445,0.8482055066905159,0.7780510079506769,0.9478368568518161,0.7697967269010574,0.8185077911564378,0.7978435718064575,0.03280034950948212,0.5083024843042742,0.06500106571240592,0.9077608522718565,0.9318543713588338,0.35725037845266555,0.9073062768300942,0.09741667053065398,0.9740302046709822,0.027936886609894202,0.1747895902156567,0.14267335649252633,0.0780144195489681,0.8666844215483076
PIR,0.9942951248627968,0.06039557986223324,0.15203326138181084,0.309980855566499,0.395498930058389,0.06766642041529151,0.32732907432613684,0.09786428184899118,0.25705807632514005,0.5360902796307454,0.7167679857141787,0.10710730718094673,0.7603853972535073,0.1642744079677429,0.8528790491559501,0.05776666835855892,0.14267251512903092,0.07111382650722446,0.13439404889468334,0.8400598240569562,0.06695141675122662,0.5113796302019364,0.04248490647129259,0.15729792620824365,0.2853926815525955,0.5912525839385515,0.048339972193326655,0.08249896957369275,0.046858728303950055,0.05148590864268896,0.043827205435765695,0.7422242488719374,0.07002427764647397,0.07229659698214368,0.6349031375782935,0.07259832317897633,0.057615673259168006,0.10181133634795912,0.052465367408030504,0.052034762162136566,0.6426907319635322,0.2602066750378855,0.05620531849210573,0.044826658182625205,0.06413309608558469,0.12162608441782533,0.048283482150933435,0.12573714760279087,0.08005212594655159,0.09773931780040411,0.6413299787521163,0.7270064305879843,0.05402110724203606,0.07478318572059889,0.10653127870355673,0.051089976964325504,1.0,0.925702229060844,0.0559040311863132,0.07200333758917071,0.17426235200273033,0.04921134197360481,0.05087515155941387,0.100057927325089,0.5399702703571906,0.13940242906389258,0.058537421270507345,0.6010536007941639,0.48622931783544937,0.06687316431229,0.07236505130575857,0.11091727014702939,0.07369712820593234,0.15351026574267915,0.05890883261004534,0.05773103764650206,0.07709074822012857,0.0433347997978325,0.06566404572740334,0.04842496318249797,0.06636814002833785,0.06241843696092675,0.06403508002032136,0.6420114366539166,0.10051097238734451,0.7859867588997792,0.05628131774625711,0.047608418366828845,0.14300888129386477,0.04635425678283745,0.5244479890969904,0.05245214852611598,0.5468173655549233,0.29229416294923694,0.3580905238393391,0.6548786398680739,0.05894876577226885
PO,0.9204212134298212,0.055908322903891534,0.14073752895253225,0.2869499689640957,0.42724206298999184,0.06263895621100353,0.30300925374012755,0.09059318385304983,0.27768981023836803,0.5791174124908687,0.7742964888842969,0.0991494730061069,0.7038904571828871,0.15206918563339009,0.7895120369229561,0.053474733664936526,0.13207226528066096,0.06583022771478382,0.12440887063432038,0.9074838513775917,0.061977075725392024,0.47338526357424265,0.03932837262191703,0.1456110409176193,0.30829857873642147,0.547323834889901,0.044748420012101706,0.07636948002959014,0.043377229241923033,0.04766062039576015,0.04057094176539585,0.6870786416437631,0.06482162990571638,0.06692512097988389,0.58773124969395,0.06720442959285793,0.05333495716485307,0.0942469810009691,0.04856730755810999,0.04816869532214069,0.6942737219241262,0.24087389909908136,0.05202938861321695,0.04149613740100468,0.05936815000299904,0.11258953745752324,0.04469612705393856,0.11639515781165588,0.07410443142978224,0.09047750435472032,0.6928037533222396,0.6729914733368648,0.05000745939028767,0.06922696171782948,0.0986162421605845,0.04729410555854329,0.925702229060844,1.0,0.05175048628265708,0.06665365010611579,0.16131504769031288,0.04555504896004145,0.0470952412023577,0.09262384636004282,0.5833088150873402,0.12904513932094155,0.05418822135358229,0.649294753674681,0.45010356335500906,0.061904637268238936,0.06698848929984302,0.10267636421644892,0.06822159585561434,0.14210479518172062,0.054532037658491114,0.05344175023536246,0.07136307746734132,0.04011512076875896,0.06078535349901046,0.0448270963602277,0.06143713516285458,0.05778088622922367,0.05927741631290101,0.6935399057051626,0.09304323118403776,0.7275896947258338,0.052099741292191824,0.04407121900423469,0.13238364018922824,0.04291023883033138,0.48548267253356125,0.04855507080965603,0.5907054648768514,0.27057735818358214,0.3314851961236414,0.6062226166902097,0.05456900387577484
PPN,0.05622478657332995,0.9256311689337933,0.36770921493236824,0.1803467220069025,0.022109984520137675,0.8261709551534043,0.17078846815365015,0.5712403967013784,0.01437058271557431,0.02996960771115656,0.040070219826716345,0.5219441386185644,0.07352065332690126,0.3403088276372944,0.0655474316570896,0.9677558490878462,0.391834623057948,0.7861204203465819,0.4159710317986021,0.046962730602448856,0.8349939986189909,0.10932001957965651,0.7599614119007221,0.3554022137094353,0.015954601369861845,0.09455185939977775,0.8646956430068958,0.6776330840881177,0.8381994519819584,0.9209695177634004,0.7839721842187254,0.0753195968351592,0.7983521296506831,0.7732595104043525,0.08805127566316265,0.7700457632952932,0.9702920754712794,0.5490943660266948,0.9384898780049947,0.9307872984815461,0.03592900272284376,0.21484472363429458,0.9946395232003743,0.801850192756761,0.8716877025819877,0.45963850150979624,0.8636851605569817,0.44461030214329733,0.698345365913688,0.5719707528599312,0.03585293113287588,0.07689619903513019,0.9663186374162918,0.7475481372935754,0.5247663584502413,0.9138871720011794,0.0559040311863132,0.05175048628265708,1.0,0.7764088868391728,0.32080383711013666,0.8802825293509972,0.9100444186191258,0.5587166622458665,0.03018651483373035,0.40102623434696827,0.9550135618030564,0.033601319243442784,0.11497462027831146,0.8359710769068411,0.7725280391235562,0.5040155704536192,0.7585645811068815,0.3641712879321183,0.9489923447707272,0.9683531331729048,0.7251717291247735,0.775164131785223,0.8513644044777914,0.8662159446267929,0.8423323474553202,0.8956333081731686,0.8730219618461039,0.0358910273766703,0.5561982921712553,0.07112591981138132,0.9932964156659428,0.8516097561580613,0.3909130026088215,0.829175567471174,0.1065959491666092,0.9382534213196001,0.03056929505720006,0.19125948538364113,0.15611703595763154,0.0853654826756529,0.9483494769387015
PPT,0.07241646447688908,0.8387886157004576,0.4736025323323436,0.23228317586769195,0.028477242977150003,0.9397678313382589,0.21997232521248525,0.7357468550198428,0.01850903944966187,0.03860028938252549,0.0516096872484879,0.6722542045383377,0.09469321458466318,0.4383113503797218,0.08442385548153478,0.8022776484078845,0.5046756028941661,0.9876462520804031,0.535762842040688,0.06048711110667239,0.9298376852088603,0.14080212299566497,0.5900407938545658,0.4577513469176122,0.020549225595310226,0.12178101127191689,0.6713573816416667,0.872778629372495,0.650785503462517,0.7150489180994914,0.6086829708621355,0.09701021988786318,0.9725143304607811,0.995943662562079,0.11340838204676784,0.9918044169100325,0.8001805914596016,0.7072231852756157,0.728651881491689,0.722671530298098,0.046275877739001436,0.2767159511902882,0.7805932387856278,0.6225636155700529,0.8906961570518963,0.5920057192815297,0.6705728340875584,0.572649681990818,0.8994556576454347,0.7366875399745528,0.04617789896614432,0.09904085378025645,0.7502583776083294,0.962827899017112,0.6758891704429224,0.7095501219100353,0.07200333758917071,0.06665365010611579,0.7764088868391728,1.0,0.413189290524683,0.6834591787173792,0.7065665740342776,0.7196165212900254,0.038879661664644585,0.5165142248430211,0.8129820537556768,0.043277865327168825,0.14808514202662337,0.9287508961577318,0.9950015413509551,0.6491625469480519,0.9770168708334381,0.46904574909580293,0.8181403054697455,0.8017828003459774,0.9340075074063228,0.6018443206770189,0.9119583609035256,0.6725377573300307,0.9217369951239536,0.8668825508765647,0.8893348859144027,0.046226966209500446,0.7163729081406915,0.09160884299114741,0.7816487350542178,0.6611973828000598,0.5034885731412244,0.6437792793345336,0.13729357169077552,0.7284682944197961,0.03937267537167213,0.24633860923755646,0.20107579730726344,0.10994913134390193,0.8186949070140707
PRM,0.17526220097556736,0.3465784730214531,0.872438938385434,0.5621713369500216,0.0689205737665382,0.38830200348857513,0.5323766376741184,0.5615916503150251,0.04479554498171627,0.09342035301425508,0.12490567503081217,0.6146325121290028,0.22917635271818937,0.9426844414745938,0.20432246773465557,0.33149253234946485,0.8187225381119355,0.408084854186464,0.771216773733076,0.14639080076316502,0.3841989734545625,0.3407690524042122,0.24379853699338871,0.9026500813312742,0.04973319993172151,0.2947341909982102,0.2773976802090291,0.4734182032181005,0.26889760045942607,0.29545055515997104,0.2515012848849821,0.23478396491031026,0.40183250622817723,0.4148721519666562,0.27447076835597,0.4166035999436004,0.330626050876814,0.584241720474219,0.3010711539530264,0.29860013688625814,0.11199679856232143,0.6697074622599827,0.32253276652219803,0.2572366186238717,0.3680261132053347,0.6979481398019906,0.27707351356176424,0.7215393695640054,0.4593770543467549,0.5608745473541682,0.11175967050720485,0.23969850151365427,0.3099987267541854,0.42914137713134504,0.6113269876093925,0.2931785114637098,0.17426235200273033,0.16131504769031288,0.32080383711013666,0.413189290524683,1.0,0.28239801315681645,0.29194574143367913,0.5741798281451022,0.09409648932399421,0.7999572338017591,0.3359154780006078,0.10474101415410116,0.3583954023556114,0.3837499238575768,0.4152649753322781,0.6364958860723487,0.422909064172264,0.8809146897103396,0.3380468123666916,0.3312880664298479,0.4423832648541364,0.24867562786684724,0.3768114281297806,0.2778853988022569,0.3808518550656196,0.35818658616491517,0.36746365054982194,0.1118784229639634,0.5767796155176976,0.221711561969138,0.32296888627656817,0.273199677495934,0.820652766649357,0.26600270368272766,0.33227766265779807,0.30099529774104145,0.09528968023753774,0.5961882722680121,0.4866432938083413,0.26609869584055407,0.3382759677853152
PRNc,0.04949369733699087,0.8148169466351596,0.3236879977863346,0.15875606860839728,0.019463033097298195,0.727263858078768,0.1503421047302774,0.5028529412757564,0.012650172901113473,0.026381722079634046,0.03527311446071234,0.45945830652307734,0.06471894667014244,0.2995679155530301,0.05770025893156447,0.8518985666292711,0.344925173072745,0.6920080719971582,0.3661720320084175,0.041340471279953175,0.7350306290972283,0.0962325033442806,0.863315340883814,0.3128543596210854,0.01404455684864888,0.08323234994727621,0.9822933139936413,0.5965085652330052,0.9521936696845896,0.9558215688710168,0.8905915522334878,0.06630252521175133,0.7027754320016586,0.6806868376634571,0.07750999965335072,0.6778578322295999,0.8541311624050865,0.4833581773783611,0.9379776489675813,0.9457397310718134,0.03162767339392377,0.18912405673851274,0.8755637952752953,0.9109009505708789,0.7673314556330318,0.4046117426961456,0.9811454070248877,0.3913826813462128,0.614741225067049,0.5034958610423342,0.031560708902295107,0.0676903805841221,0.910965074320273,0.658053565108415,0.4619426573348905,0.9632288933691927,0.04921134197360481,0.04555504896004145,0.8802825293509972,0.6834591787173792,0.28239801315681645,1.0,0.9672962235038061,0.4918285166323381,0.026572661630127555,0.353016387907055,0.8406817537484994,0.029578654293148158,0.10121014954976246,0.7358907340438311,0.6800429362742502,0.44367610119119766,0.6677511481328453,0.3205736224578954,0.8353813815895094,0.8524243453744077,0.6383560039277918,0.8805856142081174,0.7494412113731156,0.9840203749873633,0.7414904493721322,0.788410353889678,0.768505980752858,0.03159424436014121,0.4896116394532175,0.06261090459397894,0.8743814811776957,0.9674277607053325,0.3441138866926864,0.9419425466531721,0.09383455175095305,0.9382140361533985,0.026909616373429014,0.1683623835558817,0.13742709928756447,0.07514574300899246,0.8348154762682953
PRNr,0.05116705320911048,0.8423654789880957,0.33463171872402225,0.16412352777863673,0.020121068008306563,0.7518522665625876,0.15542509220773965,0.5198541347078647,0.01307786859261288,0.027273674225742728,0.03646567990614464,0.47499235018079183,0.06690706021337815,0.3096961491981379,0.059651074334353,0.8807008090484074,0.3565869117356145,0.7154045008989279,0.3785521157955568,0.0427381708678722,0.7598816280236786,0.0994860736618,0.8350816689298143,0.32343180095115337,0.014519395927935828,0.08604639191682806,0.9501686129990876,0.6166762060460562,0.9210533407301341,0.9881373933300132,0.8614658451598455,0.06854417871247943,0.7265358996812968,0.7037005015876387,0.08013057196955527,0.700775848968186,0.8830088877130053,0.4997002630978009,0.9696901798809624,0.9777146938981016,0.03269698839447534,0.1955182416131583,0.9051661466264891,0.8811110494732384,0.7932745285136664,0.4182914528814487,0.9490582469232786,0.4046151239260708,0.6355253025182829,0.5205187912535597,0.032627759868609586,0.06997895674494563,0.9417643242940754,0.6803020099931422,0.47756069558672554,0.9957951555730463,0.05087515155941387,0.0470952412023577,0.9100444186191258,0.7065665740342776,0.29194574143367913,0.9672962235038061,1.0,0.508456980066358,0.02747106934199975,0.36495168628730407,0.8691047616244431,0.030578693035734527,0.10463201146713069,0.7607708126660907,0.7030348302311699,0.458676556788451,0.6903274631984727,0.3314120480039629,0.8636251866708775,0.8812443640963451,0.6599384846303806,0.8517871390952916,0.7747794245060099,0.9518391925760756,0.7665598514240602,0.8150660932323756,0.7944887637099662,0.032662429142645034,0.5061651514359407,0.0647277463434991,0.9039438591111745,0.9357892194430121,0.3557481961898018,0.911137468135171,0.09700704858648074,0.9699345591931868,0.027819416347926142,0.17405462718134893,0.14207343722460394,0.07768638105170564,0.8630401483884327
PSTN,0.10063202043648363,0.6036061457280393,0.6581318220478553,0.3227874416380658,0.03957280320093273,0.6762724576079092,0.30567992632819263,0.9780762450838035,0.025720698319268057,0.053640082238979744,0.07171831902353973,0.9341839502700922,0.13158843881865132,0.6090901715179913,0.1173178394100677,0.5773322504560239,0.7013118625868345,0.7107265601872312,0.7445115922022596,0.08405464482421797,0.6691265603943697,0.1956627159466199,0.42460310349282754,0.6361045548218115,0.02855580018990188,0.16923042713583802,0.48311986351935615,0.8245120779451381,0.4683160001076742,0.5145610149949523,0.4380183220602878,0.1348082166234276,0.6998373793908854,0.7225474174300199,0.15759557860548498,0.7255629325910761,0.5758231736299536,0.9827778606413973,0.5243499321904811,0.5200463726684565,0.06430630255131535,0.38453251558792934,0.5617277910374276,0.4480070633182622,0.6409596700640797,0.8226683264862605,0.48255529013768217,0.7957706153886708,0.8000578073785357,0.9768273280621563,0.06417014840538014,0.1376300444057485,0.5398983237632042,0.747398909010255,0.9392352043714688,0.510603990409813,0.100057927325089,0.09262384636004282,0.5587166622458665,0.7196165212900254,0.5741798281451022,0.4918285166323381,0.508456980066358,1.0,0.05402830606910845,0.7177631551831085,0.5850353173948805,0.0601401775067455,0.2057834105325397,0.6683444890380206,0.7232315643581537,0.9020951128030333,0.7365446214620235,0.6517995838324625,0.5887472805492969,0.5769761496151472,0.7704611746519608,0.43309711640375476,0.6562603032347486,0.483969281366032,0.6632971699754205,0.6238230056288169,0.639980076863584,0.06423833367059358,0.9954925810436936,0.1273023065492218,0.5624873435904649,0.4758085604966483,0.6996623315966152,0.46327420547331655,0.19078713124131072,0.5242178199004517,0.05471341222279117,0.3423192797129725,0.27942076280683986,0.15278850344736514,0.5891463809833263
