,source_region_id,target_region_id,path_length,source_region,target_region
0,75,75,0,TMv,TMv
1,75,202,1,TMv,PMv
2,75,309,2,TMv,LM
3,75,23,2,TMv,TMd
4,75,48,3,TMv,PMd
5,75,282,3,TMv,MM
6,75,108,3,TMv,SUM
7,202,202,0,PMv,PMv
8,202,75,1,PMv,TMv
9,202,309,1,PMv,LM
10,202,23,1,PMv,TMd
11,202,48,2,PMv,PMd
12,202,282,2,PMv,MM
13,202,108,2,PMv,SUM
14,17,17,0,IC,IC
15,17,116,1,IC,APr
16,17,96,2,IC,SIM
17,17,193,2,IC,SCs
18,17,37,2,IC,RSPagl
19,17,74,2,IC,RSPd
20,17,238,2,IC,POST
21,17,175,2,IC,RSPv
22,17,145,2,IC,VISp
23,17,119,2,IC,VISpl
24,17,249,2,IC,PRE
25,17,40,3,IC,IG
26,17,130,3,IC,HATA
27,17,35,3,IC,FC
28,17,224,4,IC,ProS
29,17,99,4,IC,CA3
30,17,134,4,IC,COAp
31,17,167,4,IC,CA1
32,17,77,4,IC,PA
33,17,271,4,IC,CA2
34,17,303,4,IC,SUB
35,17,210,4,IC,TR
36,17,144,4,IC,PAR
37,17,19,4,IC,ENTl
38,17,53,4,IC,DG
39,17,60,4,IC,ENTm
40,17,26,5,IC,SFO
41,17,100,5,IC,PERI
42,17,90,5,IC,MPT
43,17,8,5,IC,ECT
44,17,297,5,IC,VISli
45,17,296,5,IC,VISpor
46,17,15,5,IC,TRS
47,17,113,5,IC,TEa
48,17,148,5,IC,PPT
49,17,153,5,IC,OP
50,17,250,5,IC,VISl
51,17,125,5,IC,NOT
52,17,127,5,IC,EPv
53,17,136,6,IC,PAA
54,17,47,6,IC,VISal
55,17,117,6,IC,AUDpo
56,17,183,6,IC,DT
57,17,158,6,IC,COAa
58,17,172,7,IC,AUDv
59,17,305,7,IC,BA
60,17,180,7,IC,AUDp
61,17,86,7,IC,AUDd
62,17,246,7,IC,NLOT
63,116,116,0,APr,APr
64,116,96,1,APr,SIM
65,116,193,1,APr,SCs
66,116,37,1,APr,RSPagl
67,116,74,1,APr,RSPd
68,116,238,1,APr,POST
69,116,175,1,APr,RSPv
70,116,17,1,APr,IC
71,116,145,1,APr,VISp
72,116,119,1,APr,VISpl
73,116,249,1,APr,PRE
74,116,40,2,APr,IG
75,116,130,2,APr,HATA
76,116,35,2,APr,FC
77,116,224,3,APr,ProS
78,116,99,3,APr,CA3
79,116,134,3,APr,COAp
80,116,167,3,APr,CA1
81,116,77,3,APr,PA
82,116,271,3,APr,CA2
83,116,303,3,APr,SUB
84,116,210,3,APr,TR
85,116,144,3,APr,PAR
86,116,19,3,APr,ENTl
87,116,53,3,APr,DG
88,116,60,3,APr,ENTm
89,116,26,4,APr,SFO
90,116,100,4,APr,PERI
91,116,90,4,APr,MPT
92,116,8,4,APr,ECT
93,116,297,4,APr,VISli
94,116,296,4,APr,VISpor
95,116,15,4,APr,TRS
96,116,113,4,APr,TEa
97,116,148,4,APr,PPT
98,116,153,4,APr,OP
99,116,250,4,APr,VISl
100,116,125,4,APr,NOT
101,116,127,4,APr,EPv
102,116,136,5,APr,PAA
103,116,47,5,APr,VISal
104,116,117,5,APr,AUDpo
105,116,183,5,APr,DT
106,116,158,5,APr,COAa
107,116,172,6,APr,AUDv
108,116,305,6,APr,BA
109,116,180,6,APr,AUDp
110,116,86,6,APr,AUDd
111,116,246,6,APr,NLOT
112,248,248,0,PSV,PSV
113,248,187,1,PSV,I5
114,248,232,2,PSV,SUT
115,248,79,2,PSV,SPVO
116,248,185,2,PSV,V
117,248,184,2,PSV,PC5
118,248,223,2,PSV,PARN
119,248,196,3,PSV,P5
120,248,302,3,PSV,SOC
121,248,240,3,PSV,NLL
122,248,209,3,PSV,IRN
123,248,112,3,PSV,ISN
124,248,156,3,PSV,Acs5
125,248,276,4,PSV,SLC
126,248,120,4,PSV,PBG
127,187,187,0,I5,I5
128,187,232,1,I5,SUT
129,187,79,1,I5,SPVO
130,187,248,1,I5,PSV
131,187,185,1,I5,V
132,187,184,1,I5,PC5
133,187,223,1,I5,PARN
134,187,196,2,I5,P5
135,187,302,2,I5,SOC
136,187,240,2,I5,NLL
137,187,209,2,I5,IRN
138,187,112,2,I5,ISN
139,187,156,2,I5,Acs5
140,187,276,3,I5,SLC
141,187,120,3,I5,PBG
142,71,71,0,IF,IF
143,71,114,1,IF,PN
144,71,2,2,IF,IPN
145,71,166,2,IF,PRNr
146,71,105,2,IF,VTA
147,71,142,2,IF,CS
148,71,170,3,IF,MT
149,114,114,0,PN,PN
150,114,2,1,PN,IPN
151,114,166,1,PN,PRNr
152,114,71,1,PN,IF
153,114,105,1,PN,VTA
154,114,142,1,PN,CS
155,114,170,2,PN,MT
156,56,56,0,PT,PT
157,56,281,1,PT,Xi
158,56,128,2,PT,PR
159,56,132,2,PT,PVi
160,56,261,2,PT,RH
161,56,101,2,PT,PVT
162,56,72,2,PT,RE
163,56,264,2,PT,SPFm
164,56,301,2,PT,CM
165,56,241,2,PT,PH
166,56,214,2,PT,SMT
167,56,122,2,PT,IAM
168,56,257,3,PT,PCN
169,56,231,3,PT,VM
170,56,135,3,PT,MD
171,56,304,3,PT,SPA
172,56,177,3,PT,PSTN
173,56,306,3,PT,IMD
174,56,82,3,PT,AM
175,56,219,3,PT,IAD
176,56,129,4,PT,RT
177,56,98,4,PT,AV
178,56,102,4,PT,SF
179,56,298,4,PT,CL
180,56,181,4,PT,AD
181,56,277,4,PT,VAL
182,56,55,4,PT,LD
183,281,281,0,Xi,Xi
184,281,128,1,Xi,PR
185,281,132,1,Xi,PVi
186,281,261,1,Xi,RH
187,281,101,1,Xi,PVT
188,281,72,1,Xi,RE
189,281,264,1,Xi,SPFm
190,281,301,1,Xi,CM
191,281,241,1,Xi,PH
192,281,214,1,Xi,SMT
193,281,56,1,Xi,PT
194,281,122,1,Xi,IAM
195,281,257,2,Xi,PCN
196,281,231,2,Xi,VM
197,281,135,2,Xi,MD
198,281,304,2,Xi,SPA
199,281,177,2,Xi,PSTN
200,281,306,2,Xi,IMD
201,281,82,2,Xi,AM
202,281,219,2,Xi,IAD
203,281,129,3,Xi,RT
204,281,98,3,Xi,AV
205,281,102,3,Xi,SF
206,281,298,3,Xi,CL
207,281,181,3,Xi,AD
208,281,277,3,Xi,VAL
209,281,55,3,Xi,LD
210,40,40,0,IG,IG
211,40,175,1,IG,RSPv
212,40,35,2,IG,FC
213,40,116,2,IG,APr
214,40,96,3,IG,SIM
215,40,193,3,IG,SCs
216,40,37,3,IG,RSPagl
217,40,74,3,IG,RSPd
218,40,238,3,IG,POST
219,40,17,3,IG,IC
220,40,145,3,IG,VISp
221,40,119,3,IG,VISpl
222,40,249,3,IG,PRE
223,40,130,4,IG,HATA
224,40,224,5,IG,ProS
225,40,99,5,IG,CA3
226,40,134,5,IG,COAp
227,40,167,5,IG,CA1
228,40,77,5,IG,PA
229,40,271,5,IG,CA2
230,40,303,5,IG,SUB
231,40,144,5,IG,PAR
232,40,210,5,IG,TR
233,40,19,5,IG,ENTl
234,40,53,5,IG,DG
235,40,60,5,IG,ENTm
236,40,26,6,IG,SFO
237,40,100,6,IG,PERI
238,40,90,6,IG,MPT
239,40,8,6,IG,ECT
240,40,297,6,IG,VISli
241,40,296,6,IG,VISpor
242,40,15,6,IG,TRS
243,40,113,6,IG,TEa
244,40,148,6,IG,PPT
245,40,153,6,IG,OP
246,40,250,6,IG,VISl
247,40,125,6,IG,NOT
248,40,127,6,IG,EPv
249,40,136,7,IG,PAA
250,40,47,7,IG,VISal
251,40,117,7,IG,AUDpo
252,40,183,7,IG,DT
253,40,158,7,IG,COAa
254,40,172,8,IG,AUDv
255,40,305,8,IG,BA
256,40,180,8,IG,AUDp
257,40,86,8,IG,AUDd
258,40,246,8,IG,NLOT
259,175,175,0,RSPv,RSPv
260,175,40,1,RSPv,IG
261,175,35,1,RSPv,FC
262,175,116,1,RSPv,APr
263,175,96,2,RSPv,SIM
264,175,193,2,RSPv,SCs
265,175,37,2,RSPv,RSPagl
266,175,74,2,RSPv,RSPd
267,175,238,2,RSPv,POST
268,175,17,2,RSPv,IC
269,175,145,2,RSPv,VISp
270,175,119,2,RSPv,VISpl
271,175,249,2,RSPv,PRE
272,175,130,3,RSPv,HATA
273,175,224,4,RSPv,ProS
274,175,99,4,RSPv,CA3
275,175,134,4,RSPv,COAp
276,175,167,4,RSPv,CA1
277,175,77,4,RSPv,PA
278,175,271,4,RSPv,CA2
279,175,303,4,RSPv,SUB
280,175,144,4,RSPv,PAR
281,175,210,4,RSPv,TR
282,175,19,4,RSPv,ENTl
283,175,53,4,RSPv,DG
284,175,60,4,RSPv,ENTm
285,175,26,5,RSPv,SFO
286,175,100,5,RSPv,PERI
287,175,90,5,RSPv,MPT
288,175,8,5,RSPv,ECT
289,175,297,5,RSPv,VISli
290,175,296,5,RSPv,VISpor
291,175,15,5,RSPv,TRS
292,175,113,5,RSPv,TEa
293,175,148,5,RSPv,PPT
294,175,153,5,RSPv,OP
295,175,250,5,RSPv,VISl
296,175,125,5,RSPv,NOT
297,175,127,5,RSPv,EPv
298,175,136,6,RSPv,PAA
299,175,47,6,RSPv,VISal
300,175,117,6,RSPv,AUDpo
301,175,183,6,RSPv,DT
302,175,158,6,RSPv,COAa
303,175,172,7,RSPv,AUDv
304,175,305,7,RSPv,BA
305,175,180,7,RSPv,AUDp
306,175,86,7,RSPv,AUDd
307,175,246,7,RSPv,NLOT
308,25,25,0,AAA,AAA
309,25,260,1,AAA,FS
310,25,107,2,AAA,MA
311,25,233,2,AAA,IA
312,25,95,2,AAA,OT
313,25,43,3,AAA,BLA
314,25,147,3,AAA,CEA
315,25,310,3,AAA,LA
316,25,189,3,AAA,EPd
317,25,57,3,AAA,MEA
318,25,253,3,AAA,BMA
319,25,62,3,AAA,PIR
320,25,197,4,AAA,AON
321,260,260,0,FS,FS
322,260,25,1,FS,AAA
323,260,107,1,FS,MA
324,260,233,1,FS,IA
325,260,95,1,FS,OT
326,260,43,2,FS,BLA
327,260,147,2,FS,CEA
328,260,310,2,FS,LA
329,260,189,2,FS,EPd
330,260,57,2,FS,MEA
331,260,253,2,FS,BMA
332,260,62,2,FS,PIR
333,260,197,3,FS,AON
334,203,203,0,IGL,IGL
335,203,115,1,IGL,IntG
336,203,292,2,IGL,PP
337,203,174,2,IGL,VPM
338,203,146,2,IGL,PoT
339,203,307,2,IGL,PIL
340,203,149,2,IGL,VPL
341,203,247,2,IGL,MG
342,203,280,2,IGL,LT
343,203,222,2,IGL,LGd
344,203,191,2,IGL,LGv
345,203,97,3,IGL,VPMpc
346,203,227,3,IGL,POL
347,203,5,3,IGL,PF
348,203,70,3,IGL,APN
349,203,104,3,IGL,LP
350,203,236,3,IGL,SGN
351,203,269,3,IGL,SNr
352,203,78,3,IGL,VPLpc
353,203,208,3,IGL,SPFp
354,203,273,3,IGL,NB
355,203,50,3,IGL,SNc
356,203,275,3,IGL,PO
357,115,115,0,IntG,IntG
358,115,292,1,IntG,PP
359,115,203,1,IntG,IGL
360,115,174,1,IntG,VPM
361,115,146,1,IntG,PoT
362,115,307,1,IntG,PIL
363,115,149,1,IntG,VPL
364,115,247,1,IntG,MG
365,115,280,1,IntG,LT
366,115,222,1,IntG,LGd
367,115,191,1,IntG,LGv
368,115,97,2,IntG,VPMpc
369,115,227,2,IntG,POL
370,115,5,2,IntG,PF
371,115,70,2,IntG,APN
372,115,104,2,IntG,LP
373,115,236,2,IntG,SGN
374,115,269,2,IntG,SNr
375,115,78,2,IntG,VPLpc
376,115,208,2,IntG,SPFp
377,115,273,2,IntG,NB
378,115,50,2,IntG,SNc
379,115,275,2,IntG,PO
380,52,52,0,PVa,PVa
381,52,311,1,PVa,VMH
382,52,229,2,PVa,PeF
383,52,239,2,PVa,ME
384,52,256,3,PVa,ASO
385,52,4,3,PVa,PVH
386,52,262,3,PVa,TU
387,52,295,3,PVa,PVp
388,52,6,3,PVa,RCH
389,52,76,3,PVa,BST
390,52,13,3,PVa,ZI
391,52,173,3,PVa,ARH
392,52,111,3,PVa,MPN
393,52,242,3,PVa,LHA
394,52,215,3,PVa,AHN
395,52,124,3,PVa,PVHd
396,52,255,3,PVa,DMH
397,52,204,4,PVa,BAC
398,52,22,4,PVa,SubG
399,311,311,0,VMH,VMH
400,311,52,1,VMH,PVa
401,311,229,1,VMH,PeF
402,311,239,1,VMH,ME
403,311,256,2,VMH,ASO
404,311,4,2,VMH,PVH
405,311,262,2,VMH,TU
406,311,295,2,VMH,PVp
407,311,6,2,VMH,RCH
408,311,76,2,VMH,BST
409,311,13,2,VMH,ZI
410,311,173,2,VMH,ARH
411,311,111,2,VMH,MPN
412,311,242,2,VMH,LHA
413,311,215,2,VMH,AHN
414,311,124,2,VMH,PVHd
415,311,255,2,VMH,DMH
416,311,204,3,VMH,BAC
417,311,22,3,VMH,SubG
418,218,218,0,III,III
419,218,92,1,III,Pa4
420,218,291,2,III,IV
421,218,133,2,III,CLI
422,218,266,2,III,PAG
423,218,206,2,III,MRN
424,218,155,2,III,DR
425,218,33,3,III,AT
426,218,11,3,III,SCO
427,218,140,4,III,MH
428,218,84,4,III,LH
429,218,213,4,III,SCm
430,218,254,4,III,NPC
431,92,92,0,Pa4,Pa4
432,92,291,1,Pa4,IV
433,92,133,1,Pa4,CLI
434,92,266,1,Pa4,PAG
435,92,206,1,Pa4,MRN
436,92,218,1,Pa4,III
437,92,155,1,Pa4,DR
438,92,33,2,Pa4,AT
439,92,11,2,Pa4,SCO
440,92,140,3,Pa4,MH
441,92,84,3,Pa4,LH
442,92,213,3,Pa4,SCm
443,92,254,3,Pa4,NPC
444,4,4,0,PVH,PVH
445,4,229,1,PVH,PeF
446,4,256,2,PVH,ASO
447,4,262,2,PVH,TU
448,4,76,2,PVH,BST
449,4,13,2,PVH,ZI
450,4,111,2,PVH,MPN
451,4,242,2,PVH,LHA
452,4,215,2,PVH,AHN
453,4,124,2,PVH,PVHd
454,4,311,2,PVH,VMH
455,4,255,2,PVH,DMH
456,4,204,3,PVH,BAC
457,4,239,3,PVH,ME
458,4,52,3,PVH,PVa
459,4,22,3,PVH,SubG
460,4,6,4,PVH,RCH
461,4,295,4,PVH,PVp
462,4,173,4,PVH,ARH
463,229,229,0,PeF,PeF
464,229,256,1,PeF,ASO
465,229,4,1,PeF,PVH
466,229,262,1,PeF,TU
467,229,76,1,PeF,BST
468,229,13,1,PeF,ZI
469,229,111,1,PeF,MPN
470,229,242,1,PeF,LHA
471,229,215,1,PeF,AHN
472,229,124,1,PeF,PVHd
473,229,311,1,PeF,VMH
474,229,255,1,PeF,DMH
475,229,204,2,PeF,BAC
476,229,239,2,PeF,ME
477,229,52,2,PeF,PVa
478,229,22,2,PeF,SubG
479,229,6,3,PeF,RCH
480,229,295,3,PeF,PVp
481,229,173,3,PeF,ARH
482,287,287,0,ACAd,ACAd
483,287,169,1,ACAd,MOs
484,287,199,2,ACAd,MOp
485,287,9,2,ACAd,AIv
486,287,106,2,ACAd,ACAv
487,287,299,2,ACAd,MOB
488,287,42,2,ACAd,ORBm
489,287,41,2,ACAd,ORBvl
490,287,143,2,ACAd,AOB
491,287,18,2,ACAd,PL
492,287,118,2,ACAd,ORBl
493,287,217,2,ACAd,FRP
494,287,161,3,ACAd,DP
495,287,171,3,ACAd,ILA
496,287,285,3,ACAd,GU
497,287,288,4,ACAd,SSs
498,287,258,4,ACAd,AIp
499,287,36,4,ACAd,AId
500,287,165,4,ACAd,CLA
501,287,39,4,ACAd,VISC
502,287,270,4,ACAd,SH
503,287,216,4,ACAd,TT
504,169,169,0,MOs,MOs
505,169,199,1,MOs,MOp
506,169,9,1,MOs,AIv
507,169,106,1,MOs,ACAv
508,169,299,1,MOs,MOB
509,169,42,1,MOs,ORBm
510,169,41,1,MOs,ORBvl
511,169,143,1,MOs,AOB
512,169,18,1,MOs,PL
513,169,118,1,MOs,ORBl
514,169,217,1,MOs,FRP
515,169,287,1,MOs,ACAd
516,169,161,2,MOs,DP
517,169,171,2,MOs,ILA
518,169,285,2,MOs,GU
519,169,288,3,MOs,SSs
520,169,258,3,MOs,AIp
521,169,36,3,MOs,AId
522,169,165,3,MOs,CLA
523,169,39,3,MOs,VISC
524,169,270,3,MOs,SH
525,169,216,3,MOs,TT
526,171,171,0,ILA,ILA
527,171,18,1,ILA,PL
528,171,169,2,ILA,MOs
529,171,161,2,ILA,DP
530,171,199,3,ILA,MOp
531,171,9,3,ILA,AIv
532,171,106,3,ILA,ACAv
533,171,299,3,ILA,MOB
534,171,42,3,ILA,ORBm
535,171,41,3,ILA,ORBvl
536,171,270,3,ILA,SH
537,171,143,3,ILA,AOB
538,171,118,3,ILA,ORBl
539,171,216,3,ILA,TT
540,171,217,3,ILA,FRP
541,171,287,3,ILA,ACAd
542,171,285,4,ILA,GU
543,171,288,5,ILA,SSs
544,171,258,5,ILA,AIp
545,171,36,5,ILA,AId
546,171,165,5,ILA,CLA
547,171,39,5,ILA,VISC
548,18,18,0,PL,PL
549,18,169,1,PL,MOs
550,18,161,1,PL,DP
551,18,171,1,PL,ILA
552,18,199,2,PL,MOp
553,18,9,2,PL,AIv
554,18,106,2,PL,ACAv
555,18,299,2,PL,MOB
556,18,42,2,PL,ORBm
557,18,41,2,PL,ORBvl
558,18,270,2,PL,SH
559,18,143,2,PL,AOB
560,18,118,2,PL,ORBl
561,18,216,2,PL,TT
562,18,217,2,PL,FRP
563,18,287,2,PL,ACAd
564,18,285,3,PL,GU
565,18,288,4,PL,SSs
566,18,258,4,PL,AIp
567,18,36,4,PL,AId
568,18,165,4,PL,CLA
569,18,39,4,PL,VISC
570,106,106,0,ACAv,ACAv
571,106,169,1,ACAv,MOs
572,106,199,2,ACAv,MOp
573,106,9,2,ACAv,AIv
574,106,299,2,ACAv,MOB
575,106,42,2,ACAv,ORBm
576,106,41,2,ACAv,ORBvl
577,106,143,2,ACAv,AOB
578,106,18,2,ACAv,PL
579,106,118,2,ACAv,ORBl
580,106,217,2,ACAv,FRP
581,106,287,2,ACAv,ACAd
582,106,161,3,ACAv,DP
583,106,171,3,ACAv,ILA
584,106,285,3,ACAv,GU
585,106,288,4,ACAv,SSs
586,106,258,4,ACAv,AIp
587,106,36,4,ACAv,AId
588,106,165,4,ACAv,CLA
589,106,39,4,ACAv,VISC
590,106,270,4,ACAv,SH
591,106,216,4,ACAv,TT
592,234,234,0,ACB,ACB
593,234,265,1,ACB,PS
594,234,259,2,ACB,LSv
595,234,38,2,ACB,ADP
596,234,45,2,ACB,LPO
597,234,16,2,ACB,SI
598,234,58,2,ACB,PD
599,265,265,0,PS,PS
600,265,259,1,PS,LSv
601,265,38,1,PS,ADP
602,265,234,1,PS,ACB
603,265,45,1,PS,LPO
604,265,16,1,PS,SI
605,265,58,1,PS,PD
606,170,170,0,MT,MT
607,170,105,1,MT,VTA
608,170,114,2,MT,PN
609,170,2,3,MT,IPN
610,170,166,3,MT,PRNr
611,170,71,3,MT,IF
612,170,142,3,MT,CS
613,105,105,0,VTA,VTA
614,105,170,1,VTA,MT
615,105,114,1,VTA,PN
616,105,2,2,VTA,IPN
617,105,166,2,VTA,PRNr
618,105,71,2,VTA,IF
619,105,142,2,VTA,CS
620,306,306,0,IMD,IMD
621,306,122,1,IMD,IAM
622,306,257,2,IMD,PCN
623,306,135,2,IMD,MD
624,306,82,2,IMD,AM
625,306,281,2,IMD,Xi
626,306,219,2,IMD,IAD
627,306,128,3,IMD,PR
628,306,129,3,IMD,RT
629,306,98,3,IMD,AV
630,306,132,3,IMD,PVi
631,306,101,3,IMD,PVT
632,306,261,3,IMD,RH
633,306,102,3,IMD,SF
634,306,72,3,IMD,RE
635,306,264,3,IMD,SPFm
636,306,298,3,IMD,CL
637,306,301,3,IMD,CM
638,306,241,3,IMD,PH
639,306,181,3,IMD,AD
640,306,214,3,IMD,SMT
641,306,55,3,IMD,LD
642,306,56,3,IMD,PT
643,306,277,3,IMD,VAL
644,306,231,4,IMD,VM
645,306,304,4,IMD,SPA
646,306,177,4,IMD,PSTN
647,122,122,0,IAM,IAM
648,122,257,1,IAM,PCN
649,122,135,1,IAM,MD
650,122,306,1,IAM,IMD
651,122,82,1,IAM,AM
652,122,281,1,IAM,Xi
653,122,219,1,IAM,IAD
654,122,128,2,IAM,PR
655,122,129,2,IAM,RT
656,122,98,2,IAM,AV
657,122,132,2,IAM,PVi
658,122,101,2,IAM,PVT
659,122,261,2,IAM,RH
660,122,102,2,IAM,SF
661,122,72,2,IAM,RE
662,122,264,2,IAM,SPFm
663,122,298,2,IAM,CL
664,122,301,2,IAM,CM
665,122,241,2,IAM,PH
666,122,181,2,IAM,AD
667,122,214,2,IAM,SMT
668,122,55,2,IAM,LD
669,122,56,2,IAM,PT
670,122,277,2,IAM,VAL
671,122,231,3,IAM,VM
672,122,304,3,IAM,SPA
673,122,177,3,IAM,PSTN
674,124,124,0,PVHd,PVHd
675,124,229,1,PVHd,PeF
676,124,256,2,PVHd,ASO
677,124,4,2,PVHd,PVH
678,124,262,2,PVHd,TU
679,124,76,2,PVHd,BST
680,124,13,2,PVHd,ZI
681,124,111,2,PVHd,MPN
682,124,242,2,PVHd,LHA
683,124,215,2,PVHd,AHN
684,124,311,2,PVHd,VMH
685,124,255,2,PVHd,DMH
686,124,204,3,PVHd,BAC
687,124,239,3,PVHd,ME
688,124,52,3,PVHd,PVa
689,124,22,3,PVHd,SubG
690,124,6,4,PVHd,RCH
691,124,295,4,PVHd,PVp
692,124,173,4,PVHd,ARH
693,181,181,0,AD,AD
694,181,219,1,AD,IAD
695,181,129,2,AD,RT
696,181,98,2,AD,AV
697,181,102,2,AD,SF
698,181,298,2,AD,CL
699,181,277,2,AD,VAL
700,181,55,2,AD,LD
701,181,122,2,AD,IAM
702,181,257,3,AD,PCN
703,181,135,3,AD,MD
704,181,306,3,AD,IMD
705,181,82,3,AD,AM
706,181,281,3,AD,Xi
707,181,128,4,AD,PR
708,181,132,4,AD,PVi
709,181,101,4,AD,PVT
710,181,261,4,AD,RH
711,181,72,4,AD,RE
712,181,264,4,AD,SPFm
713,181,301,4,AD,CM
714,181,241,4,AD,PH
715,181,214,4,AD,SMT
716,181,56,4,AD,PT
717,181,304,5,AD,SPA
718,181,177,5,AD,PSTN
719,181,231,5,AD,VM
720,219,219,0,IAD,IAD
721,219,129,1,IAD,RT
722,219,98,1,IAD,AV
723,219,102,1,IAD,SF
724,219,298,1,IAD,CL
725,219,181,1,IAD,AD
726,219,277,1,IAD,VAL
727,219,55,1,IAD,LD
728,219,122,1,IAD,IAM
729,219,257,2,IAD,PCN
730,219,135,2,IAD,MD
731,219,306,2,IAD,IMD
732,219,82,2,IAD,AM
733,219,281,2,IAD,Xi
734,219,128,3,IAD,PR
735,219,132,3,IAD,PVi
736,219,101,3,IAD,PVT
737,219,261,3,IAD,RH
738,219,72,3,IAD,RE
739,219,264,3,IAD,SPFm
740,219,301,3,IAD,CM
741,219,241,3,IAD,PH
742,219,214,3,IAD,SMT
743,219,56,3,IAD,PT
744,219,304,4,IAD,SPA
745,219,177,4,IAD,PSTN
746,219,231,4,IAD,VM
747,280,280,0,LT,LT
748,280,115,1,LT,IntG
749,280,292,2,LT,PP
750,280,203,2,LT,IGL
751,280,174,2,LT,VPM
752,280,146,2,LT,PoT
753,280,307,2,LT,PIL
754,280,149,2,LT,VPL
755,280,247,2,LT,MG
756,280,222,2,LT,LGd
757,280,191,2,LT,LGv
758,280,97,3,LT,VPMpc
759,280,227,3,LT,POL
760,280,5,3,LT,PF
761,280,70,3,LT,APN
762,280,104,3,LT,LP
763,280,236,3,LT,SGN
764,280,269,3,LT,SNr
765,280,78,3,LT,VPLpc
766,280,208,3,LT,SPFp
767,280,273,3,LT,NB
768,280,50,3,LT,SNc
769,280,275,3,LT,PO
770,38,38,0,ADP,ADP
771,38,265,1,ADP,PS
772,38,259,2,ADP,LSv
773,38,234,2,ADP,ACB
774,38,45,2,ADP,LPO
775,38,16,2,ADP,SI
776,38,58,2,ADP,PD
777,183,183,0,DT,DT
778,183,148,1,DT,PPT
779,183,224,2,DT,ProS
780,183,130,3,DT,HATA
781,183,100,3,DT,PERI
782,183,90,3,DT,MPT
783,183,8,3,DT,ECT
784,183,297,3,DT,VISli
785,183,296,3,DT,VISpor
786,183,113,3,DT,TEa
787,183,153,3,DT,OP
788,183,250,3,DT,VISl
789,183,125,3,DT,NOT
790,183,127,3,DT,EPv
791,183,99,4,DT,CA3
792,183,134,4,DT,COAp
793,183,167,4,DT,CA1
794,183,136,4,DT,PAA
795,183,77,4,DT,PA
796,183,271,4,DT,CA2
797,183,303,4,DT,SUB
798,183,144,4,DT,PAR
799,183,210,4,DT,TR
800,183,19,4,DT,ENTl
801,183,47,4,DT,VISal
802,183,53,4,DT,DG
803,183,117,4,DT,AUDpo
804,183,249,4,DT,PRE
805,183,60,4,DT,ENTm
806,183,158,4,DT,COAa
807,183,172,5,DT,AUDv
808,183,15,5,DT,TRS
809,183,305,5,DT,BA
810,183,180,5,DT,AUDp
811,183,116,5,DT,APr
812,183,246,5,DT,NLOT
813,183,86,5,DT,AUDd
814,183,26,5,DT,SFO
815,183,96,6,DT,SIM
816,183,193,6,DT,SCs
817,183,37,6,DT,RSPagl
818,183,74,6,DT,RSPd
819,183,238,6,DT,POST
820,183,175,6,DT,RSPv
821,183,17,6,DT,IC
822,183,145,6,DT,VISp
823,183,119,6,DT,VISpl
824,183,40,7,DT,IG
825,183,35,7,DT,FC
826,148,148,0,PPT,PPT
827,148,224,1,PPT,ProS
828,148,183,1,PPT,DT
829,148,130,2,PPT,HATA
830,148,100,2,PPT,PERI
831,148,90,2,PPT,MPT
832,148,8,2,PPT,ECT
833,148,297,2,PPT,VISli
834,148,296,2,PPT,VISpor
835,148,113,2,PPT,TEa
836,148,153,2,PPT,OP
837,148,250,2,PPT,VISl
838,148,125,2,PPT,NOT
839,148,127,2,PPT,EPv
840,148,99,3,PPT,CA3
841,148,134,3,PPT,COAp
842,148,167,3,PPT,CA1
843,148,136,3,PPT,PAA
844,148,77,3,PPT,PA
845,148,271,3,PPT,CA2
846,148,303,3,PPT,SUB
847,148,144,3,PPT,PAR
848,148,210,3,PPT,TR
849,148,19,3,PPT,ENTl
850,148,47,3,PPT,VISal
851,148,53,3,PPT,DG
852,148,117,3,PPT,AUDpo
853,148,249,3,PPT,PRE
854,148,60,3,PPT,ENTm
855,148,158,3,PPT,COAa
856,148,172,4,PPT,AUDv
857,148,15,4,PPT,TRS
858,148,305,4,PPT,BA
859,148,180,4,PPT,AUDp
860,148,116,4,PPT,APr
861,148,246,4,PPT,NLOT
862,148,86,4,PPT,AUDd
863,148,26,4,PPT,SFO
864,148,96,5,PPT,SIM
865,148,193,5,PPT,SCs
866,148,37,5,PPT,RSPagl
867,148,74,5,PPT,RSPd
868,148,238,5,PPT,POST
869,148,175,5,PPT,RSPv
870,148,17,5,PPT,IC
871,148,145,5,PPT,VISp
872,148,119,5,PPT,VISpl
873,148,40,6,PPT,IG
874,148,35,6,PPT,FC
875,207,207,0,IO,IO
876,207,1,1,IO,PPY
877,207,220,2,IO,PRNc
878,207,32,3,IO,PDTg
879,207,195,3,IO,B
880,207,230,3,IO,RM
881,207,200,3,IO,PG
882,207,137,3,IO,NTB
883,207,138,3,IO,GRN
884,207,205,3,IO,RPO
885,207,141,3,IO,TRN
886,207,237,3,IO,ACVII
887,207,176,3,IO,MARN
888,207,272,3,IO,VI
889,207,81,3,IO,PPN
890,207,83,3,IO,SLD
891,207,186,3,IO,VII
892,207,283,3,IO,PGRNl
893,207,7,4,IO,LDT
894,207,263,4,IO,SAG
895,207,21,4,IO,XII
896,207,150,4,IO,DMX
897,207,284,4,IO,PGRNd
898,207,28,4,IO,PCG
