,AIv,DMH,LRN,SSp-m,SPIV,VPL,CA3,SNr,PAG,MD,BMA,MOs,RSPd,MDRNv,VISC,COAa,AUDd,VISpor,PRE,ACB,EPd,PRNr,LHA,AM,GPe,COAp,SCm,VISl,PL,PA,SSp-tr,MPN,PFL,ENTl,GU,LGv,SSp-un,AOB,SF,NDB,ZI,FL,CEA,CM,CU,MPO,RSPv,CS,MV,VISa,SOC,ACAv,ILA,FOTU,TU,VISam,MA,PT,SIM,VM,TEa,SSs,POST,PERI,PAR,VCO,CLA,APr,LSr,IA,COPY,PRNc,DG,VISpm,ProS,LA,VISli,PG,CA2,SSp-bfd,TT,ORBm,DP,MG,IGL,VISrl,SPVO,FRP,MEA,AId,VISp,NLL,PVT,PSV,ENTm,PO,AHN,PARN,LSv,BLA,DR,RT,TRN,ORBl,SSp-n,HATA,TRS,APN,RSPagl,AAA,AN,SI,SCs,TR,RE,OT,MRN,DEC,IRN,ECT,MARN,MDRNd,EPv,VTA,SNc,AUDp,VISal,SUB,CP,PGRNd,SSp-ul,AUDv,NTS,SMT,MOB,BST,CA1,AIp,FS,CENT,GRN,VII,PAA,LGd,ORBvl,AUDpo,PGRNl,LP,MS,PRP,SSp-ll,SPVC,VPM,SPVI,LSc,VISpl,PIR,IC,PB,ACAd,PH,AON,MOp
AIv,1.0,0.29993970497866235,0.3199899695853747,0.49659074941217324,0.03109429570864475,0.22748489902327237,0.49899741207778026,0.21083619964568528,0.48729986194694064,0.40937889210106926,0.671689971192531,0.6793576422129204,0.6921721588280455,0.04248469723107911,0.655862983881983,0.531846367771826,0.49027143733826484,0.7768381832641503,0.650412102092594,0.8475549324552349,0.7467377572332113,0.24379886413103147,0.8054832856702385,0.40930290091304294,0.1274490876107894,0.8366291776138944,0.42904447272058005,0.2578665105202631,0.7279862129469883,0.6516543876445862,0.6652250323619812,0.3949574393536983,0.43818909009009044,0.7633503247206567,0.742451422106326,0.35299190622169985,0.6953399319689564,0.23619263896034368,0.33813072275812045,0.5260586719377087,0.39706915734608716,0.11006193328011768,0.847697924606384,0.46863313099941056,0.06142223664856501,0.46666638671675553,0.6275586602214922,0.22995948316351764,0.09292769423973928,0.7895614443928994,0.3695561382902369,0.95041099486464,0.7533793420494199,0.05630871005106475,0.476225801270975,0.8696639370037319,0.4476439927285839,0.4014854830027078,0.1486051017283243,0.6382628055445652,0.7393817169258394,0.8551858358777484,0.4381006083459519,0.6579571025710501,0.6736935406276626,0.07719878113123897,0.8729647631566491,0.4029005656866814,0.8827189155487415,0.8909277836331488,0.1734789609213857,0.1388241562735023,0.5161220593243806,0.7439833742408127,0.3450186102696674,0.7520902789967043,0.3891627590809581,0.335068019839297,0.43785400821653575,0.7281764210435724,0.5806756861615094,0.6507692291571792,0.5250627762683664,0.2957275203443786,0.771626634248991,0.638948567516792,0.13126898720277166,0.7446027180431822,0.7173687961281381,0.8121142456401635,0.5938660268073087,0.1999583803796311,0.6448051594077485,0.1358312291098101,0.36565931784927685,0.30974809420134,0.5725118451887442,0.16247884596528686,0.5107372936362987,0.7953504666679693,0.5046327140063592,0.22472274052966942,0.047555696039317086,0.7817766167561183,0.6256976034129509,0.48312888742284843,0.4836559581950818,0.31771678368403433,0.7536855424301635,0.5388216828874547,0.35180846358418505,0.46344588900322287,0.6654549170281174,0.7940830389107116,0.4887389032381929,0.4896308439933913,0.3230929049608971,0.30225702761097617,0.09755056013289974,0.723207428967117,0.14577838179220662,0.16236177276625907,0.8691967029141997,0.31655128871423754,0.08876705022923172,0.7290968788925176,0.6739220879242277,0.4517718894600962,0.8264492856845378,0.07263878473489353,0.4669890392768319,0.9101471582245497,0.1881223177953263,0.4697012301906743,0.11193032380376304,0.6866457374995201,0.6318697349731585,0.5942886896976842,0.6719411695235893,0.08959618158322549,0.08145513430545118,0.14263015767969497,0.738867400533335,0.28543556318283103,0.6708506056217151,0.5933502899029685,0.07620061190520142,0.5910654403071826,0.17165452840524184,0.07181306097085606,0.4709404488831023,0.2070651387123695,0.15647982063583502,0.09864361051784641,0.6754240387142364,0.5399488642696259,0.5531354629968791,0.3406923592073824,0.3284069368559032,0.7512881904286006,0.08771599384005654,0.8386178017328451,0.7427544737353595
DMH,0.29993970497866235,1.0,0.31725325269143595,0.30072266372389156,0.021284906679320814,0.11330411990619046,0.2958123142908141,0.12895976097751832,0.3800288254460631,0.19006068353243666,0.44389935156506005,0.28613738661393423,0.2907229728967888,0.032886767284268724,0.21533685450043477,0.48683317012211474,0.5722503917793287,0.35976444703762084,0.32372075792599914,0.2852072893820957,0.23371225956651084,0.20995478118520808,0.2769596096420409,0.14588865800480763,0.08645964218041675,0.3567780931123338,0.23132760498028138,0.14393740663020652,0.28036270781708345,0.2963616276840586,0.26679508310602307,0.7167626473580705,0.16222809201524177,0.28373026618906577,0.2515702550415289,0.2380918361128577,0.2267339464615948,0.7257095244636201,0.6243538027593893,0.3246019109508899,0.17218151197274945,0.06146736582984421,0.3221483174048711,0.27281994940740273,0.092969047632029,0.5273925431885622,0.38960743467939213,0.16340708695748576,0.058583396341239075,0.28736233956707696,0.1639168148018403,0.2937183170271859,0.23052038294367677,0.040720703018506235,0.3970093608489997,0.3027375818471874,0.19261673707662563,0.7156021901406805,0.09424242164952698,0.2793452586219262,0.2559902369799271,0.2893861544241622,0.28563077132060016,0.3829383532420539,0.2754621214686068,0.05490834654400853,0.29733860871199574,0.5391497173776807,0.31218276352602026,0.2826219377472998,0.12589738522252966,0.13517786683864966,0.24487049885932627,0.25468572408744106,0.18764242953997823,0.3897971247700711,0.2337058759929198,0.12343435942970986,0.38290094902466404,0.2962919994040748,0.18182930874666192,0.19793318277186928,0.16001924940694937,0.13423678355112637,0.2940435276804105,0.2025060824568733,0.07111224686582134,0.40161683610418986,0.2429992963497351,0.28508861493061577,0.2566222642514554,0.13530318356054985,0.2423452256901033,0.0645429481025855,0.13906220242915712,0.12464807961794466,0.4713317529250289,0.1137216125914889,0.5581492006746936,0.36740673805623564,0.48602529712426673,0.1061788292808595,0.026397630021119087,0.2706523733625517,0.20327244563064226,0.3099677904003341,0.5269922047265393,0.16381534076275409,0.26125496557394867,0.19581368893750756,0.2884907713085936,0.28197445963961776,0.3064385835906558,0.35695217449913513,0.3482493800766748,0.2017061654322084,0.2577409527062257,0.24993166890745797,0.07932104468583326,0.23307243701625568,0.10144832937254665,0.16622922349053237,0.2748201958229362,0.35543075248716055,0.05862161405048465,0.341755041349866,0.20461408283151533,0.18476203738228678,0.2658406003650278,0.052193692996436974,0.3804707778176062,0.3253769135519193,0.11426396571727736,0.21726496198192358,0.0629553401045275,0.37504008433153097,0.3108035743511704,0.2148458523994272,0.2802327162395155,0.05799842497210586,0.06292556990017159,0.09717874395136167,0.22941098670645535,0.12125780281955523,0.21504234598378136,0.38043237750629005,0.104436381928437,0.2145761337833218,0.18137485991778657,0.10830304481804533,0.4035207403867664,0.1638846236135253,0.0739675770108433,0.060478397463280556,0.4423951487613745,0.4476919950221803,0.16962248848894546,0.15496804757167362,0.2518432946766699,0.30934666164009983,0.22171232472638727,0.2878266494958997,0.279637309113792
LRN,0.3199899695853747,0.31725325269143595,1.0,0.5885148620328241,0.06580118163903963,0.3102237197582803,0.5663908481989763,0.18460492749810167,0.5353578674236504,0.42994029837295256,0.35409495822478615,0.43665549485850785,0.4250485571947946,0.09976345132335013,0.21510470113304755,0.2790168950881143,0.427001314941635,0.4031252243458048,0.44909475295294343,0.3077482336676635,0.3114050085095674,0.6275937067229891,0.2916411841068325,0.2822097355234446,0.16805214211088051,0.35352214904338086,0.4924693648243794,0.4105025462675258,0.40123281365255137,0.46175740616892763,0.41514985198175575,0.40685883609652623,0.31344675582830445,0.388632772328507,0.35410057052975946,0.6054870798024863,0.24280639151927272,0.31164852031839474,0.5046086508038339,0.5865120384983321,0.36219674497832627,0.13930027326129008,0.3740545344566844,0.558688299399589,0.18537819194529348,0.38408794505054034,0.4733457995112186,0.46098041253874195,0.1718576364390805,0.3792970426638436,0.38816487632477753,0.3235510308167986,0.2943101105458673,0.12573033964571081,0.636920791798388,0.3608104688281466,0.27502253498134144,0.36857630446821316,0.28927019515992886,0.43078247346802523,0.3621792196807854,0.35572598253987797,0.6512819513122212,0.28592205566225815,0.42366241711746705,0.16261804746795316,0.3429894376015976,0.549863652801013,0.34757160213787025,0.32081400059024046,0.3873781233979756,0.38052283676996473,0.4818325976847617,0.3524053994291102,0.4869683583026538,0.38781938382379,0.5944424067125492,0.2653264524418552,0.5854747604077614,0.41215639141912025,0.2683389955075959,0.26140228789814834,0.22891731236127205,0.3378226683872504,0.368687666081262,0.2165485519742371,0.21526094482332447,0.3656765931602854,0.23133763146274308,0.2660535117543544,0.449995748614208,0.415017023368116,0.2078210330315056,0.18584962498555732,0.2991331965938296,0.289364605444884,0.2965454158687897,0.3470992979392185,0.3978301984120843,0.3215699275904724,0.5392658980080054,0.24741243768811733,0.08230337382645607,0.36276545128852095,0.22927349933933308,0.6164822378286217,0.5159732514897354,0.3962863638478968,0.3646762145595006,0.281204008298152,0.750016968624141,0.39122402852110705,0.4582410863460184,0.3068595160975285,0.20142441580778206,0.32658787029042247,0.5832334862442345,0.6717321735154956,0.23971820528175966,0.23398488606575835,0.29331411886934844,0.4736977833450479,0.32142774250512607,0.7333120121383411,0.14820552411879856,0.41888577551513395,0.24430089491944393,0.3723206842011528,0.3158278025543211,0.16236810480166816,0.6596581214037184,0.3462542258306362,0.350668468826618,0.447046596961802,0.18757847138074993,0.30128170876735133,0.47403794532231563,0.19184204675140176,0.27970153962743816,0.17637010198126682,0.1908967783163021,0.27633519081191976,0.30171287875548597,0.2976848837014208,0.3112859257810907,0.5143278721984248,0.23300577869354813,0.35200021295055106,0.3761829134645773,0.21795920106437047,0.6375678897999775,0.5089423123849254,0.20889394541061784,0.18922232675151746,0.37224637686927786,0.5391745674630415,0.24431432996148025,0.35528593420624965,0.69991699768629,0.4159110725644047,0.208297850786723,0.3554146405058239,0.3894928233594663
SSp-m,0.49659074941217324,0.30072266372389156,0.5885148620328241,1.0,0.05704547811642668,0.370405030622327,0.9358432542500876,0.2506385189813271,0.7022777918699472,0.6281362212918793,0.4806223680273787,0.690385044155859,0.699432795370776,0.07892264504194421,0.3457457079499814,0.3585364137132957,0.49402906599865043,0.5942344765328651,0.7239718059212296,0.4922022474093515,0.5077585998599358,0.4879228408934422,0.4639105607736054,0.4425980173826098,0.19432342979112563,0.5251005916850634,0.7276919646045799,0.43587400183048663,0.650200161496275,0.7131217152911271,0.6889622721617255,0.40493555655948577,0.49400714616466157,0.6129102920169228,0.57140798246907,0.692826732814087,0.3982021215817528,0.26482639621847515,0.4345139388885415,0.8555743595956707,0.5466298239981261,0.16711876221353178,0.5716545533711451,0.8743223050010278,0.11429077758444495,0.46017534729488696,0.6844241672561974,0.44593356003714624,0.16801634183917694,0.6128864667037319,0.5307999337883257,0.5057156996205179,0.4789147265518161,0.10512538939780676,0.677337560737742,0.5681810939669513,0.44103236970252263,0.3791019673710957,0.27307633342528836,0.715349334717864,0.5791280022806425,0.5674734457283661,0.864365593192513,0.41381837664006504,0.693393456109525,0.14516741137299669,0.5311157972719854,0.5054422429301652,0.5465578443648994,0.5137075698432318,0.33321802195908173,0.27938964748628853,0.7814610108446803,0.5824232520422076,0.5907781182698513,0.5594736213594206,0.7057537985515793,0.3797041018743124,0.6966818555863988,0.6711544145216334,0.4434186285415662,0.4305716317471656,0.3763476593768923,0.44573248815855243,0.5629752988500761,0.3537021529303271,0.2184086896233102,0.5139953310541872,0.36504425150039754,0.4125672322472654,0.7245318718405707,0.38096378337984454,0.32346010378013745,0.20885090578024657,0.4377290758203604,0.4087297548971236,0.38143998103008014,0.3115470931965257,0.4799237294409326,0.46852490199067853,0.6111671065329848,0.3291790376131636,0.0793002145941149,0.5908771145762683,0.38053762306464645,0.8630282096379887,0.5671544651513759,0.5235532629314154,0.5938664849403247,0.46887887748692175,0.6920484872578876,0.5720537099308375,0.7426744802517472,0.4458967417669757,0.280795457279018,0.5325365652764646,0.6117992351175473,0.5955804356047253,0.19108436275696083,0.3738382564317363,0.2763960814907458,0.31615404866360636,0.5192369344414131,0.5636609983223319,0.1548932269325194,0.6521520386954268,0.40138764903156426,0.5833927389591798,0.5118852724576336,0.13622791073337634,0.7720949868948757,0.5264860773849334,0.33624306998846887,0.7014574923644272,0.1932335630229563,0.4380457780269532,0.778525057407058,0.30371721954522535,0.44309427359613285,0.16434504745186684,0.15744454865119756,0.26808927330804166,0.4931340215493843,0.4016996410521883,0.5104237454438236,0.6652550937713598,0.14432944191689373,0.5883156934649516,0.32086455882143217,0.13500692280110946,0.7331041029007964,0.4007109298745383,0.24136111711648822,0.17351119175893243,0.5071151892828574,0.6592177217323851,0.40112089863813133,0.4993921732488531,0.6601064876282806,0.6492753123216832,0.1336964229262848,0.5718635580642747,0.6383614716935911
SPIV,0.03109429570864475,0.021284906679320814,0.06580118163903963,0.05704547811642668,1.0,0.13120289753894834,0.056788882859032094,0.04391885619969459,0.045269307750795885,0.07517746602082472,0.02745716230535098,0.04503756794565037,0.04408985176758939,0.44550860015069355,0.02471726445751617,0.02051620696223301,0.030227627939081177,0.034867463174525076,0.04304520801765437,0.031422672967250785,0.037569527965997454,0.10000190927290122,0.030076305523433423,0.061833770457400475,0.08200385943822285,0.030828203963310815,0.06750768976758066,0.11528410072290687,0.04244539995668416,0.045885417438981925,0.046496807060579,0.02705351614748961,0.06146110806497112,0.04022315627406985,0.040679608225870884,0.07865331999882519,0.028467142518304997,0.02201617308010102,0.03406120582188001,0.052115944987635054,0.07116783966890257,0.1150725422937636,0.034884224798698606,0.061654488659310634,0.08843294788378077,0.02878600507378388,0.0392785551748163,0.1185518842370553,0.291182675364789,0.03925132502137768,0.08079356000629069,0.03200129659039344,0.03541663720766252,0.47008593039437563,0.04616250576666522,0.03547072254591721,0.0430361159552328,0.024567892609021053,0.20625647022421387,0.0466402455788415,0.040896969932761776,0.03624057779638361,0.06396682050648747,0.02402207623627703,0.04588582107475741,0.33389745861413866,0.0337500548286229,0.03679949903869506,0.033479306251963575,0.03302441997735117,0.1641210237717614,0.14951706291796868,0.05972947452965177,0.0406205565408468,0.08812246743621195,0.032177632734284284,0.07542836917699772,0.07127663621298976,0.04845609000132587,0.0419018467863105,0.040996493953950455,0.03555147969825623,0.03759641813782219,0.09990466703618224,0.036566819291793715,0.026616443079042953,0.21743462256527707,0.029678986617278923,0.024511769577984746,0.02598576151571402,0.05207424143154236,0.14901724753477993,0.021216360511389566,0.1873311272901381,0.0725162532592609,0.08698321032758491,0.021984620348447417,0.18065406741620418,0.028655437807374652,0.02734280604928236,0.037997822222943026,0.10145798155617969,0.45245920983884425,0.03939071965930213,0.02937451129752479,0.056769059145211465,0.035747791139098574,0.09072334474489974,0.04082829414548824,0.041933179856565625,0.07014253703602415,0.04489733364362476,0.04502514378931837,0.026279665757585145,0.01624301908154329,0.05031081312132871,0.0723004579909621,0.08022997278026546,0.26475574859756584,0.025864674953660932,0.1868820176239542,0.11931726643183983,0.03393868663042138,0.058669415760284546,0.18473987389924978,0.03824373667059863,0.031242769043323678,0.06534380494450602,0.034187140120580155,0.40206521037865933,0.050225905269052906,0.03194156563550787,0.1616161779676946,0.06519270719970233,0.2589534508346563,0.025600509737612444,0.04636381470478685,0.020975086548552388,0.02907677658522825,0.3349236930127537,0.3346457767946858,0.19052848026561786,0.036862303792294,0.09779271960280043,0.04105647963899252,0.040962926753071144,0.10803981486538375,0.04936915269533199,0.08700868431101551,0.09103474112146365,0.04748564120181874,0.12607606130115076,0.1706805199792118,0.29843480184440707,0.028962342131623263,0.039597976055451324,0.03858897449902693,0.08279130091696281,0.07997046912503858,0.04021936006475843,0.02934886589233142,0.036545472997806035,0.04151442291053559
VPL,0.22748489902327237,0.11330411990619046,0.3102237197582803,0.370405030622327,0.13120289753894834,1.0,0.3732247470503529,0.2172362376500833,0.27951674809580895,0.5501603096900064,0.1865581103406266,0.31900678987590253,0.316233794299757,0.15389608057590115,0.18745372113369976,0.1380492927166835,0.18387794917585829,0.24264842019218963,0.2999874543745866,0.23299209074300273,0.2816922138889802,0.41170775871075793,0.2233766753486411,0.4614870724500745,0.2471022217184081,0.2186967528143438,0.4588124391521468,0.6265191709318848,0.3076841088766766,0.3187683355415984,0.3384262424071727,0.15188272293843377,0.464473730427825,0.2898836069009544,0.300123798368811,0.460075084903827,0.2158636839772741,0.10412067556229543,0.171919362384906,0.33538877592844996,0.527661059521549,0.2960468901199683,0.24921711821598597,0.40576058950881483,0.10467550817727701,0.17693751253112355,0.26110014106729534,0.5321808907538443,0.3824989606125815,0.2859382531356761,0.5823983495010084,0.23471389176578134,0.26621340194909726,0.21927225897112135,0.2696810121414292,0.25736795460798456,0.30296504224400295,0.14163355742726239,0.5669383804214735,0.33473309916636074,0.2998465839217659,0.26509264711325325,0.3944686733711591,0.17027194447879018,0.3303461798144684,0.2990945879750074,0.24505144626583145,0.19818700788853455,0.24356659462282532,0.24446123130962144,0.503464799319014,0.32441704086226597,0.42400199242535613,0.30195298391676734,0.5665384501023041,0.22253426727911124,0.4635182072810416,0.4839239595283201,0.2839302420338247,0.30151679074235377,0.3103200639632903,0.26924759951310434,0.2812145718215431,0.7536233267436165,0.2617576341917032,0.20234414387312868,0.5241393322413419,0.204586351338175,0.1846538365723798,0.1930096095032725,0.37159833659197306,0.5874632772202274,0.15984442950113104,0.5408833074636907,0.5252559291334847,0.6342331389631874,0.14784474652892257,0.5351730575610546,0.17916256859960597,0.19431935295858302,0.22800454384789406,0.5683593263399335,0.2005684532804155,0.2902141762322287,0.22292987657033483,0.3558914524355736,0.21152203255145047,0.6232590242476079,0.30094384025446075,0.31296596422639233,0.3720623125504872,0.29260007205690697,0.3163360903738123,0.18749126626120946,0.11630501654683781,0.3672878632055446,0.38168985743587686,0.39614317007302674,0.32489019041730083,0.1953101433019679,0.49454472273566213,0.3035055523860626,0.252098259150084,0.27751074342465154,0.2945159753824229,0.26810196923835383,0.23712705486317204,0.49091527219902187,0.25484870616371996,0.2794009199992854,0.2974501331291125,0.22973297720953856,0.6238826950991577,0.4720014096697089,0.48778501915655453,0.18142133711351918,0.3225491605448649,0.15903963938714485,0.21317741500135548,0.37230679084475365,0.29803976259352705,0.49922263594307953,0.2771000166448684,0.7121672819762805,0.30902504839657247,0.26270541654329976,0.13882600549120455,0.3724415035530432,0.2727431121100629,0.12094096056504935,0.28023514862437304,0.44446462240256146,0.6355058915732975,0.38881963930043245,0.19595509225841676,0.24466540940993448,0.2898716945257632,0.599199154484391,0.42370445215829033,0.2851116027605411,0.0723872080581661,0.2680984731608059,0.3030709760490188
CA3,0.49899741207778026,0.2958123142908141,0.5663908481989763,0.9358432542500876,0.056788882859032094,0.3732247470503529,1.0,0.26760319147660894,0.7205369020338533,0.6332174104879347,0.4795373345280283,0.6826789175416627,0.7067057972304843,0.07721134940766398,0.3516553497073139,0.35772181207922193,0.49043544181097465,0.5906556361079454,0.7423725855385748,0.501563235376525,0.512851239337929,0.4821382711682066,0.4744311841679135,0.44936055469821184,0.20494856122378807,0.526394113046157,0.7605725784816744,0.4256854046234518,0.6533704654796305,0.6982932300455758,0.6970126121737523,0.39553370177941133,0.5061306669483377,0.6095098958294702,0.5727437923463726,0.6998804052723797,0.40853463249349414,0.2609179931334426,0.4242955162765007,0.820709393039867,0.5665286239639393,0.17494971882139546,0.5705133530605995,0.8702179806063869,0.11035794146739389,0.4665268803134913,0.6870079009904352,0.4507563194841383,0.1700104159538069,0.6172784115599237,0.5314398899216244,0.5088022741471966,0.4840573229075401,0.10448993514658313,0.6547491644213126,0.5698553060046062,0.46772302785061903,0.37047667726259775,0.27238249640347983,0.7374061884375674,0.57877993144141,0.5712095454500179,0.8265334497965143,0.419217741352662,0.6927239299372431,0.1463261092900767,0.530587821118775,0.48632483978111696,0.5515116692150238,0.5209109033692347,0.32824695123232994,0.27611679450972865,0.7867466289255383,0.5900201228456107,0.5780486517703667,0.559205652570942,0.678277973233597,0.3815315166652417,0.7058744155471671,0.6772583983356638,0.4515850037959471,0.4380844499598422,0.38324595495199604,0.44891519727406226,0.5669815575921805,0.3609032897081311,0.21703566147467823,0.5111473335993847,0.36994427619250075,0.41745633253729275,0.7172307036590682,0.3773178604952667,0.32729627489329016,0.20934251028666534,0.43920344592640737,0.41318120348291626,0.37795498592836635,0.31002045303405734,0.47947244520401905,0.4696289992666314,0.5977168144993883,0.3426650698742348,0.0790157799041351,0.5964231088823865,0.3922147632793389,0.8158115453362356,0.5566600215265032,0.540085088743273,0.5975346173721181,0.490667919003907,0.6773402865955227,0.6082701431969282,0.7460956355514416,0.44592252844161684,0.28387235223006907,0.5619936822702924,0.6277480340353541,0.595192976326792,0.18919901542121004,0.3789412446245927,0.27935665294232065,0.3062421444039846,0.5263630975191941,0.5449308303052326,0.15967472500617141,0.6599936459721892,0.40857803549581934,0.5933316971521502,0.5208018365278126,0.13484035087595508,0.7471007817888558,0.526950290412067,0.33166404012793294,0.7062723155129774,0.19467906270832505,0.44533448917183777,0.7884641934765491,0.30882174247463895,0.45909178348496477,0.16482219759204036,0.15627174610146433,0.27048116592691995,0.49786911248545407,0.4052576243815774,0.516496688147093,0.6460382323492484,0.13937982333620666,0.6015903758826004,0.32786725528981814,0.13057974639155462,0.7114142790998461,0.38993969692930663,0.24177953884557826,0.17141103854764622,0.5054121887587564,0.6465412189801562,0.4076771475775406,0.5154685291306202,0.6517075318693615,0.6446861621261262,0.1292992297104383,0.5775470088545505,0.6460391237534177
SNr,0.21083619964568528,0.12895976097751832,0.18460492749810167,0.2506385189813271,0.04391885619969459,0.2172362376500833,0.26760319147660894,1.0,0.28289199993713476,0.2539237251546734,0.19693026520133458,0.22231326655852798,0.24933417849391062,0.04312573177736928,0.2020018635638705,0.165351327657328,0.19587168437897806,0.21267206941595532,0.27137385488269333,0.24256524448643416,0.2252932353950891,0.20934970075919915,0.24710498242916584,0.2367214252895872,0.45688060501896377,0.21312384709047952,0.31427089260284374,0.16752534835317584,0.23790522248545373,0.21597134978529628,0.2518682634885205,0.14836208095844516,0.2718408242375963,0.21617413161633867,0.22188051160921007,0.27148580234884206,0.24283483010312304,0.12125501535733454,0.16055038215457915,0.22970554636491647,0.31892943842381394,0.3186368833493585,0.21432606847259916,0.2557405560293394,0.048622748568523694,0.23576657708333068,0.24170464697543942,0.2554028555938232,0.14852338141935387,0.23545398657540728,0.22921545267587864,0.21570205820281957,0.221110592507049,0.07404647932385854,0.20114557325179136,0.22122791588983576,0.44462667318303917,0.1411532103129441,0.16325975181097388,0.27949827685027806,0.21859857127235674,0.22782866796333848,0.2328782216381959,0.2132707801103147,0.2350046375023669,0.12533085987547288,0.20868225219514722,0.1563462361280938,0.22955520013773767,0.23356097949760857,0.15729727547487324,0.14897336626506924,0.2572147190156869,0.2420534627099727,0.204379699462259,0.21570570207598044,0.20622907354158085,0.19690953467518496,0.2685652476871719,0.24588534715668597,0.23562495068582562,0.22781715062162536,0.21903129900673507,0.2295567907771838,0.22978884572550914,0.21414106987081202,0.1284366064185139,0.19711758847743707,0.1978220857113159,0.20723611078765036,0.23050622488413727,0.18403940859861015,0.18026617265997877,0.13977488389944231,0.20925307387418943,0.2252210711388881,0.15842844955053445,0.173825224490102,0.2045459692412755,0.2010492880374993,0.20038516870203302,0.3511313877792262,0.058262611315697335,0.23692929655576092,0.25521077441421974,0.2215302711715429,0.19641044090679838,0.31759625725617463,0.23159947766489808,0.3409544164092831,0.22689083590324197,0.4062933606014929,0.24683403831434395,0.1903996308817394,0.16486589899592152,0.37829157448088246,0.30655095829463413,0.2508264340410059,0.11391440151377219,0.20027767797059545,0.20513452781918726,0.12402834394870248,0.23398054983918662,0.18569510754883592,0.20753992152426734,0.2480095851197859,0.22115938518971598,0.2610090291943656,0.242224419439967,0.08475979865919629,0.2224637982421045,0.20989191376933714,0.1592043269497224,0.2551499194078035,0.14883538117358594,0.22838094473752074,0.25712466326944866,0.18625410689191976,0.2892361204413194,0.12357024727305728,0.10142440101903795,0.19437548104913416,0.22187870645654476,0.22077562580979748,0.23107127146699913,0.20011364785187452,0.060700764302782685,0.2654614582335947,0.26655656445150766,0.05839394339016712,0.2173643437192153,0.15568469520196365,0.1527208358837114,0.0987523095434005,0.20123793831429707,0.21141391305336973,0.2201626535246407,0.31195473821359737,0.23676785225831423,0.22026965128780066,0.05585196214372159,0.2351203749916507,0.24706933683602883
PAG,0.48729986194694064,0.3800288254460631,0.5353578674236504,0.7022777918699472,0.045269307750795885,0.27951674809580895,0.7205369020338533,0.28289199993713476,1.0,0.46194983919511445,0.5490968128177028,0.5730538791592219,0.6150830598997867,0.06148968350047918,0.341246992685829,0.4286034122946952,0.6174915718850145,0.5942533449423958,0.716822210895951,0.4986144424752676,0.4483684585637288,0.42301812544524975,0.4779662156241249,0.3416203685448301,0.20031468144849085,0.5491285171919159,0.5964602815792114,0.3137751863234871,0.5685817345458805,0.5851732323427234,0.5798550618119085,0.4848631701362141,0.39087222806773353,0.5342651166635102,0.49000491289845366,0.5706143268169767,0.3967975945831371,0.3384787564737799,0.5227157589396411,0.6915832085063166,0.44049380041087116,0.15479263012578592,0.5498527481763262,0.6458982009333952,0.10574131535909707,0.6277433863273353,0.7504131295162401,0.37815968436546493,0.1377773329554199,0.5580414803929656,0.38967181759078157,0.4918219106732724,0.42989913394410484,0.08467495247183537,0.669317195266922,0.53754816700317,0.4500307584467935,0.45183246540296723,0.2137979916873872,0.6405775633709981,0.49491432694413695,0.5310365421804015,0.6377759197436421,0.4834024796027165,0.574885660606028,0.12177161856901333,0.5016944569369894,0.5485646352610699,0.5430734087499957,0.5016845210772667,0.26215228609713315,0.24616824488755315,0.5797237510294146,0.513921532510394,0.4216421227347623,0.6017217515695946,0.5043916952046501,0.2844713483215607,0.8737326929893894,0.6068375460608599,0.3774210411104085,0.3830790950615504,0.32279843657294066,0.32992845398389364,0.5369014814153337,0.3424559352853862,0.16344331295743708,0.5515368730666452,0.3667211137273768,0.425486648470475,0.555147562387696,0.2976765833883197,0.33272726077633696,0.156078144454702,0.32361933305205093,0.3046888170443404,0.43593070824659597,0.24934613081659082,0.6114966739603184,0.5046535808246283,0.6977401921059413,0.27906871221963075,0.06022882865858282,0.530998367534783,0.37359021692669175,0.6546909344898085,0.6747931884307835,0.42326853903041134,0.5173511971072492,0.44283644583917076,0.599549696315967,0.677107311407617,0.6528399767784071,0.47315268886268225,0.33348398675103097,0.4957034999060774,0.6025836590586447,0.5397522236960605,0.15735200016881293,0.36693787364777186,0.23238149507441233,0.2693061236676656,0.49784273967973536,0.5536152925484047,0.13911044998523234,0.6630843034999829,0.3716188153142902,0.44426389524009813,0.4920247611291646,0.10778216075261422,0.7525247899993374,0.5226191129765595,0.2525298203852257,0.5180922724845348,0.151359140480513,0.5127136363195333,0.6908801141835555,0.3100352415011328,0.4921334898872262,0.13157543465126645,0.1283261566082256,0.22230407879199376,0.4356890367423494,0.2979348128420415,0.4351770366401314,0.6359192971425736,0.1303197148561943,0.4850454708601016,0.33962619491775187,0.12600334326351925,0.7526850970410637,0.31701148294824627,0.17907809790887466,0.13126991217888526,0.5756623831570944,0.7322998684136053,0.34218432661112447,0.3991358473948281,0.5513855568218717,0.581519747578342,0.14774581391691197,0.5385282789208212,0.5721575495593524
