,1,2,3,4,5,6,7,8,9,10
GRN,0.11469933184855233,0.22494432071269485,0.15256124721603564,0.21937639198218262,0.17817371937639198,0.09131403118040089,0.01893095768374165,0.0,0.0,0.0
IO,0.0797799174690509,0.11554332874828062,0.24759284731774417,0.23108665749656124,0.11691884456671253,0.12104539202200826,0.0674002751031637,0.011004126547455296,0.009628610729023384,0.0
IRN,0.09880239520958085,0.24251497005988026,0.18712574850299404,0.17964071856287428,0.18413173652694614,0.04041916167664671,0.06437125748502995,0.0029940119760479044,0.0,0.0
LRN,0.0,0.05172413793103448,0.15517241379310345,0.27586206896551724,0.5172413793103449,0.0,0.0,0.0,0.0,0.0
MARN,0.11764705882352941,0.25330132052821125,0.3157262905162065,0.15726290516206484,0.1056422569027611,0.03361344537815126,0.013205282112845138,0.0,0.003601440576230492,0.0
MDRNd,0.03411513859275053,0.2281449893390192,0.49680170575692967,0.12153518123667377,0.08102345415778252,0.027718550106609813,0.010660980810234541,0.0,0.0,0.0
MDRNv,0.0410958904109589,0.4657534246575342,0.3287671232876712,0.1643835616438356,0.0,0.0,0.0,0.0,0.0,0.0
PARN,0.05174701459531181,0.26271561256081377,0.2450243255196815,0.18752764263600177,0.15656789031402032,0.06191950464396285,0.026094648385670053,0.00221141088014153,0.004865103936311366,0.001326846528084918
PGRNd,0.108843537414966,0.0,0.39455782312925175,0.3197278911564626,0.01360544217687075,0.16326530612244897,0.0,0.0,0.0,0.0
PGRNl,0.02150537634408602,0.27956989247311825,0.1075268817204301,0.08602150537634408,0.3763440860215054,0.05376344086021505,0.03225806451612903,0.04301075268817204,0.0,0.0
PRP,0.07468879668049795,0.13381742738589214,0.39419087136929465,0.22717842323651458,0.09647302904564317,0.05601659751037345,0.017634854771784236,0.0,0.0,0.0
MV,0.07951482479784368,0.25134770889487873,0.2607816711590297,0.22708894878706204,0.05727762803234502,0.06603773584905662,0.005390835579514825,0.008086253369272238,0.03369272237196766,0.01078167115902965
SPIV,0.15476190476190474,0.17857142857142855,0.11904761904761903,0.3571428571428571,0.15476190476190474,0.011904761904761904,0.023809523809523808,0.0,0.0,0.0
CENT,0.06871489924017178,0.1747604889329369,0.2259663032705649,0.2081268582755203,0.1698050875454245,0.05946481665014866,0.05517013544763793,0.025107367030062767,0.007928642220019821,0.004955401387512388
CUL,0.0,0.3804347826086956,0.3695652173913043,0.10869565217391304,0.010869565217391304,0.09782608695652174,0.03260869565217391,0.0,0.0,0.0
DEC,0.0,0.11538461538461539,0.6538461538461537,0.0,0.23076923076923078,0.0,0.0,0.0,0.0,0.0
FOTU,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
SIM,0.010309278350515464,0.31958762886597936,0.14432989690721648,0.05154639175257732,0.11340206185567009,0.19587628865979378,0.020618556701030927,0.08247422680412371,0.06185567010309278,0.0
AN,0.19999999999999998,0.35652173913043467,0.21739130434782605,0.13913043478260867,0.08695652173913042,0.0,0.0,0.0,0.0,0.0
COPY,0.0,0.0,0.0,0.6666666666666666,0.3333333333333333,0.0,0.0,0.0,0.0,0.0
PFL,0.0,0.22772277227722773,0.019801980198019802,0.039603960396039604,0.1089108910891089,0.099009900990099,0.019801980198019802,0.099009900990099,0.07920792079207921,0.1386138613861386
FL,0.0,0.3636363636363636,0.0,0.6363636363636364,0.0,0.0,0.0,0.0,0.0,0.0
