target_cell,1,2,3,4,5,6,7,8,9,10,11,12,13,14,15,16,17,18,19,20,21,22
SEU-ALLEN_local_17786_24980_12699_3519_CCFv3.swc,0,0,10,9,8,55,35,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_24998_39430_3279_CCFv3.swc,0,11,0,0,0,20,29,32,42,14,9,10,4,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25002_41518_4126_CCFv3.swc,1,3,19,72,3,4,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25008_13230_3397_CCFv3.swc,0,2,4,2,3,0,18,17,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25039_41213_3965_CCFv3.swc,0,0,0,10,39,47,13,4,5,2,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25047_40796_3905_CCFv3.swc,0,2,0,0,7,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25083_41477_4265_CCFv3.swc,0,0,3,12,15,13,32,15,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25151_41412_4005_CCFv3.swc,0,49,3,9,7,0,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25182_42140_4620_CCFv3.swc,0,5,29,58,81,53,54,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25221_12757_3613_CCFv3.swc,0,9,5,6,5,33,0,19,17,6,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25245_43078_5191_CCFv3.swc,0,0,0,10,15,18,15,15,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25278_42735_4918_CCFv3.swc,0,9,5,0,0,8,5,3,3,9,5,23,17,22,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25280_13565_3329_CCFv3.swc,0,5,6,17,31,13,3,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25287_44115_4702_CCFv3.swc,1,3,10,2,15,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25309_39275_3254_CCFv3.swc,0,0,5,49,10,15,3,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25315_41889_3861_CCFv3.swc,0,0,0,0,82,110,47,56,66,39,27,11,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25325_41447_3771_CCFv3.swc,0,5,10,29,34,58,1,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25339_40701_3861_CCFv3.swc,0,0,8,11,11,38,1,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25387_40998_4065_CCFv3.swc,0,0,0,7,0,11,9,12,0,2,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25387_43309_5438_CCFv3.swc,0,0,0,0,22,7,60,21,23,7,4,13,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25392_43824_4822_CCFv3.swc,0,0,10,2,16,47,13,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25441_41335_4175_CCFv3.swc,6,22,5,8,30,20,39,12,18,2,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25447_12886_3547_CCFv3.swc,0,0,0,38,38,16,29,2,0,0,24,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25460_12037_3915_CCFv3.swc,7,5,44,56,21,10,9,13,2,33,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25462_11565_4051_CCFv3.swc,0,0,8,47,9,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25465_40726_3499_CCFv3.swc,0,0,0,37,8,42,31,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25472_40740_3840_CCFv3.swc,0,2,0,1,0,1,18,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25484_43133_5345_CCFv3.swc,0,0,6,10,58,90,103,79,56,91,43,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25485_11907_4019_CCFv3.swc,0,5,22,27,15,33,29,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25486_40451_3903_CCFv3.swc,0,0,3,0,8,57,32,24,18,1,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25489_42175_4855_CCFv3.swc,0,28,5,27,33,17,12,3,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25504_42130_3859_CCFv3.swc,0,6,16,32,71,41,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25505_39729_3592_CCFv3.swc,0,0,0,0,3,18,20,15,33,7,8,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25506_39391_3423_CCFv3.swc,8,2,36,15,19,30,17,13,11,15,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25512_11698_4086_CCFv3.swc,0,0,11,35,46,80,8,3,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25513_40066_3799_CCFv3.swc,0,0,0,7,13,3,18,24,15,18,36,19,31,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25540_43786_4970_CCFv3.swc,0,3,8,2,57,17,33,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25551_41641_4226_CCFv3.swc,0,6,5,20,22,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25560_40244_3786_CCFv3.swc,0,0,1,0,9,12,10,34,0,7,23,2,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25602_13054_3463_CCFv3.swc,0,0,6,23,6,9,2,19,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25631_12721_3578_CCFv3.swc,0,6,0,0,9,57,19,41,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25639_42000_4762_CCFv3.swc,0,0,12,28,62,34,15,36,52,19,36,27,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25649_12938_3578_CCFv3.swc,0,0,0,18,0,11,0,0,0,2,15,26,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25725_40472_3423_CCFv3.swc,0,31,13,67,86,117,83,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25750_43003_5288_CCFv3.swc,0,0,25,11,83,70,21,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25771_43102_5539_CCFv3.swc,17,8,83,61,52,49,72,36,26,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25826_13176_3611_CCFv3.swc,0,0,2,12,12,1,9,4,4,3,25,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25830_41853_4899_CCFv3.swc,0,0,0,0,0,27,32,0,3,0,4,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25845_41667_3901_CCFv3.swc,13,10,10,74,196,91,94,71,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25853_13102_3607_CCFv3.swc,0,0,3,39,3,13,41,14,12,23,14,5,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25854_13553_3419_CCFv3.swc,0,0,0,0,35,14,20,8,3,9,0,2,4,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25875_11039_4430_CCFv3.swc,10,17,0,29,18,35,2,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25882_13848_3343_CCFv3.swc,0,0,0,8,23,94,33,59,30,24,11,6,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25911_12674_3351_CCFv3.swc,0,0,2,18,26,3,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25921_41546_4617_CCFv3.swc,8,41,92,36,72,83,22,30,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25927_43163_5072_CCFv3.swc,0,10,26,91,125,28,23,45,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25942_43324_4782_CCFv3.swc,0,4,23,69,0,23,31,2,18,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25945_10270_4337_CCFv3.swc,0,2,0,17,1,18,4,0,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25946_11084_4516_CCFv3.swc,0,0,0,0,15,27,27,6,17,2,5,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25965_39667_3735_CCFv3.swc,0,5,9,27,11,6,85,16,2,5,1,25,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25969_13011_3647_CCFv3.swc,0,0,3,0,0,10,22,21,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25975_39922_3843_CCFv3.swc,0,0,0,0,1,1,4,6,7,9,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25988_12143_3949_CCFv3.swc,3,30,23,16,2,15,21,1,22,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25996_41671_4757_CCFv3.swc,0,0,22,18,22,43,86,24,14,52,8,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_25997_41735_5007_CCFv3.swc,0,7,9,41,41,13,43,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26008_40304_4053_CCFv3.swc,0,7,3,7,26,11,12,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26011_43228_5723_CCFv3.swc,6,16,41,36,43,17,32,0,8,0,5,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26040_12234_3870_CCFv3.swc,0,0,4,8,2,24,14,13,21,4,22,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26044_41869_4924_CCFv3.swc,0,0,0,4,11,31,19,46,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26063_11991_4059_CCFv3.swc,0,0,0,5,28,5,16,23,34,4,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26070_43483_5247_CCFv3.swc,0,11,72,16,72,17,33,58,28,3,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26077_40719_4232_CCFv3.swc,0,6,0,23,0,3,0,12,26,0,5,6,12,6,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26092_40326_3857_CCFv3.swc,0,0,33,0,3,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26103_40238_4038_CCFv3.swc,0,0,0,15,1,26,29,7,19,3,1,10,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26158_42637_5449_CCFv3.swc,0,13,48,86,69,69,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26159_43721_5206_CCFv3.swc,0,4,19,30,24,21,19,23,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26184_13264_3583_CCFv3.swc,2,0,9,18,17,17,8,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26203_12995_3673_CCFv3.swc,0,0,10,53,13,30,0,19,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26218_43387_5340_CCFv3.swc,0,9,24,31,22,59,68,20,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26241_42928_5767_CCFv3.swc,0,5,57,28,13,49,39,28,15,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26243_41152_4503_CCFv3.swc,0,5,39,30,7,0,37,135,38,20,13,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26256_40221_3771_CCFv3.swc,0,0,3,1,11,3,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26281_44053_5228_CCFv3.swc,0,0,4,28,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26298_42741_5715_CCFv3.swc,3,15,7,5,5,8,19,46,8,0,0,0,0,0,0,0,2,0,0,0,0,0
SEU-ALLEN_local_17786_26299_42215_4908_CCFv3.swc,0,0,6,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26353_13594_3483_CCFv3.swc,0,0,0,0,9,17,15,17,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26357_43003_5858_CCFv3.swc,0,2,0,12,0,4,8,5,2,15,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26369_12329_4015_CCFv3.swc,2,0,1,2,24,29,50,25,3,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26371_10737_4763_CCFv3.swc,0,0,2,9,11,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26433_12541_3988_CCFv3.swc,4,0,6,0,0,12,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26489_11495_4099_CCFv3.swc,0,5,30,3,11,74,35,23,13,0,4,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26495_11634_3980_CCFv3.swc,0,0,0,0,3,10,0,2,4,4,4,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26518_13841_3531_CCFv3.swc,0,0,9,9,18,36,29,11,0,6,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26551_42239_4564_CCFv3.swc,0,0,0,11,32,37,74,41,69,54,16,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26589_42726_5440_CCFv3.swc,0,6,17,25,10,31,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26599_43562_5462_CCFv3.swc,0,8,18,15,39,42,36,47,14,17,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26606_10922_4825_CCFv3.swc,0,0,0,7,0,0,41,17,0,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26611_13445_3702_CCFv3.swc,0,10,14,22,2,9,16,20,15,4,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26614_40769_4591_CCFv3.swc,0,0,12,1,29,37,32,65,75,11,30,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26641_42706_5210_CCFv3.swc,0,22,46,81,49,36,19,78,13,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26664_43306_5051_CCFv3.swc,0,17,10,2,0,0,0,2,0,9,0,16,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26670_13264_3644_CCFv3.swc,0,0,5,4,29,42,20,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26698_42086_5426_CCFv3.swc,0,0,0,0,0,0,3,26,4,2,14,47,14,4,5,0,0,5,2,23,0,0
SEU-ALLEN_local_17786_26706_11064_4102_CCFv3.swc,0,3,25,36,51,24,24,5,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26722_41079_4921_CCFv3.swc,0,0,0,0,5,38,23,9,14,4,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26723_42533_5070_CCFv3.swc,6,9,11,117,46,74,47,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26733_12541_4220_CCFv3.swc,0,0,3,15,3,33,10,24,13,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26733_42769_5995_CCFv3.swc,0,0,0,23,52,17,13,2,2,0,10,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26761_10948_5183_CCFv3.swc,0,0,3,0,0,4,4,4,6,8,0,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26771_41796_5388_CCFv3.swc,0,4,0,0,0,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26779_12424_4351_CCFv3.swc,6,7,39,72,2,10,12,10,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26796_11449_4588_CCFv3.swc,0,8,26,31,36,10,7,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26797_43673_5739_CCFv3.swc,0,0,0,0,2,8,0,28,14,10,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26800_13459_3676_CCFv3.swc,0,2,3,37,20,7,25,2,17,7,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26820_11465_4770_CCFv3.swc,0,32,4,12,37,39,27,17,4,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26823_11976_4413_CCFv3.swc,0,2,27,31,30,15,23,87,9,0,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26831_41925_5443_CCFv3.swc,0,0,1,6,30,3,1,0,3,1,3,5,20,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26832_41442_5070_CCFv3.swc,0,20,9,40,18,23,4,7,0,3,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26835_12453_4248_CCFv3.swc,0,0,0,9,34,26,59,16,27,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26848_41912_5490_CCFv3.swc,0,0,0,0,0,9,0,4,0,0,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26883_11281_5046_CCFv3.swc,0,0,5,0,4,21,10,11,2,18,24,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26889_42411_4885_CCFv3.swc,0,0,45,18,30,4,0,0,5,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26923_42508_5662_CCFv3.swc,3,11,0,18,27,9,4,9,1,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26937_42376_5838_CCFv3.swc,0,0,5,36,77,105,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26968_41698_5492_CCFv3.swc,0,0,0,0,5,6,5,8,3,10,29,3,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_26971_12334_4406_CCFv3.swc,0,0,0,17,10,28,19,35,34,11,15,5,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27021_42117_5849_CCFv3.swc,0,11,38,92,148,98,34,21,17,4,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27026_42294_5905_CCFv3.swc,0,0,0,75,50,38,40,9,0,7,0,10,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27028_12340_4462_CCFv3.swc,0,0,8,15,20,27,45,9,1,8,2,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27064_41981_5671_CCFv3.swc,0,0,0,13,21,46,52,14,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27084_11235_4823_CCFv3.swc,0,0,0,10,1,24,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27084_41655_5467_CCFv3.swc,0,6,6,22,20,6,6,0,3,0,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27095_42831_6150_CCFv3.swc,0,0,0,3,0,13,23,21,6,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27125_11591_4441_CCFv3.swc,0,2,8,20,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27143_10980_5289_CCFv3.swc,0,0,0,16,4,15,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27183_42305_5189_CCFv3.swc,0,12,0,29,50,76,23,27,86,33,22,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27219_13153_3938_CCFv3.swc,0,5,7,26,15,44,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27219_42156_6006_CCFv3.swc,0,0,0,1,0,12,0,24,20,4,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27250_11481_5060_CCFv3.swc,0,0,0,1,13,10,3,20,35,0,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27259_41643_5536_CCFv3.swc,2,32,85,45,140,45,3,16,2,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27264_42616_6287_CCFv3.swc,0,11,3,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27282_42577_6329_CCFv3.swc,0,21,21,5,3,1,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27295_42217_4991_CCFv3.swc,0,0,0,10,5,0,3,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27334_11311_5390_CCFv3.swc,0,2,8,29,6,13,41,18,18,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27385_11388_4927_CCFv3.swc,0,14,0,26,23,23,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27387_12105_4601_CCFv3.swc,0,0,1,2,0,9,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27447_11110_5247_CCFv3.swc,2,0,8,5,8,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27461_12180_4799_CCFv3.swc,2,18,10,7,44,51,47,24,4,17,0,4,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27471_41999_6061_CCFv3.swc,8,28,78,80,86,95,99,43,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27493_42976_6414_CCFv3.swc,0,0,2,0,23,35,37,16,6,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27508_11296_5578_CCFv3.swc,2,11,4,2,19,27,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27529_42539_6354_CCFv3.swc,0,0,19,0,0,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27546_41405_5616_CCFv3.swc,0,13,69,97,35,129,29,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27548_42298_6422_CCFv3.swc,0,0,0,11,23,37,22,54,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27581_13897_3927_CCFv3.swc,0,5,24,34,73,28,18,5,22,3,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27586_42387_6492_CCFv3.swc,0,0,5,0,12,14,10,4,2,2,40,7,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27591_14478_3531_CCFv3.swc,15,14,57,87,51,15,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27606_11809_5046_CCFv3.swc,11,31,11,31,13,42,56,28,2,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27627_41977_6212_CCFv3.swc,0,43,145,126,44,52,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27644_13917_3934_CCFv3.swc,0,0,0,7,11,24,7,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27646_14173_3785_CCFv3.swc,6,0,6,11,0,16,17,15,32,1,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27650_11419_5500_CCFv3.swc,4,0,6,2,19,5,9,5,10,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27651_42289_6500_CCFv3.swc,0,0,16,3,29,28,9,12,19,38,3,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27669_12064_5094_CCFv3.swc,0,1,32,29,8,43,26,0,16,9,1,9,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27698_14549_3701_CCFv3.swc,8,29,19,14,25,68,13,8,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27722_11088_5607_CCFv3.swc,0,0,4,4,6,2,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27736_10947_5249_CCFv3.swc,25,86,61,11,107,45,59,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27754_42046_6421_CCFv3.swc,0,0,0,0,20,10,34,11,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27770_12250_4861_CCFv3.swc,1,24,2,10,27,25,0,4,6,18,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27780_11899_5424_CCFv3.swc,0,0,13,0,53,18,7,2,14,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27798_42205_6397_CCFv3.swc,0,0,0,1,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27821_14099_3978_CCFv3.swc,0,0,7,8,2,7,10,8,22,0,1,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27825_13690_4140_CCFv3.swc,0,0,0,10,0,0,5,6,25,6,2,14,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27834_11906_5101_CCFv3.swc,4,0,0,2,12,0,0,22,1,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27837_13968_3920_CCFv3.swc,0,2,13,13,0,32,39,36,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27847_13563_4217_CCFv3.swc,0,0,0,1,5,35,15,13,12,2,0,1,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27957_12393_4897_CCFv3.swc,0,0,16,34,7,34,14,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27964_11719_5810_CCFv3.swc,0,2,5,13,10,41,8,22,25,10,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_27982_11636_5863_CCFv3.swc,0,1,36,2,24,37,0,9,0,0,0,0,0,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_28026_13700_4354_CCFv3.swc,0,0,0,0,18,17,35,8,0,5,14,4,3,0,0,0,0,0,0,0,0,0
SEU-ALLEN_local_17786_28031_14915_3790_CCFv3.swc,0,0,3,10,37,52,12,6,0,0,0,0,0,0,0,0,0,0,0,0,0,0
