,FRP,MOp,MOs,SSp-n,SSp-bfd,SSp-ll,SSp-m,SSp-ul,SSp-tr,SSp-un,SSs,GU,VISC,AUDd,AUDp,AUDpo,AUDv,VISal,VISam,VISl,VISp,VISpl,VISpm,VISli,VISpor,ACAd,ACAv,PL,ILA,ORBl,ORBm,ORBvl,AId,AIp,AIv,RSPagl,RSPd,RSPv,VISa,VISrl,TEa,PERI,ECT,MOB,AOB,AON,TT,DP,PIR,NLOT,COAa,COAp,PAA,TR,CA1,CA2,CA3,DG,ENTl,ENTm,PAR,POST,PRE,SUB,ProS,HATA,APr,CLA,EPd,EPv,LA,BLA,BMA,PA,CP,ACB,FS,OT,LSc,LSr,LSv,SF,AAA,CEA,IA,MEA,GPe,SI,MA,MS,NDB,TRS,BST,VM,VPL,VPM,MG,LGd,LP,PO,AM,MD,SMT,PVT,PT,RE,CM,RT,IGL,LGv,ARH,DMH,MPO,SBPV,SCH,AHN,TMv,MPN,PMv,PH,LHA,PSTN,TU,ZI,SCs,IC,SNr,VTA,MRN,SCm,PAG,APN,SNc,DR,NLL,PSV,PB,SOC,PG,PRNc,TRN,CS,PRNr,VCO,CU,GR,NTS,SPVC,SPVI,SPVO,VII,GRN,IO,IRN,LRN,MARN,MDRNd,MDRNv,PARN,PGRNd,PGRNl,PRP,MV,SPIV,CENT,CUL,DEC,FOTU,SIM,AN,COPY,PFL,FL
FRP,1.0,0.7012049601944058,0.7467009529535874,0.7605390801558918,0.7912352416258976,0.6768506586005714,0.7395754302415422,0.6477523214733296,0.7463340218331082,0.7369015234433107,0.7746921344411951,0.6777158029968082,0.6679102081594054,0.7006250516256204,0.7400155089224595,0.6551886031051516,0.699059456099943,0.579619338129104,0.6649890504041501,0.5927924266735388,0.7210993495251001,0.7212272943486321,0.6785269727845342,0.5643463297286757,0.6489133802325945,0.7700559826735155,0.7833281704663615,0.6933249975776886,0.4945885180678223,0.7167954364750597,0.6780990866839289,0.8032228025637486,0.6963648148738868,0.5786693202432239,0.7501669474026276,0.7243590733989469,0.8009247830349908,0.587868509268304,0.7579117745798007,0.6729276975430696,0.47775468442248353,0.4767186756324495,0.48333546524599513,0.2865708799336004,0.31898008286122115,0.47242040255799717,0.6250613752964981,0.565172405619152,0.5600971003152367,0.35221856141152535,0.29675656667731415,0.6545580394977918,0.6666537408522176,0.6267711878713234,0.5235797962699589,0.6421019687844208,0.5070448597259286,0.4290794900400783,0.731188309468575,0.5073368881122141,0.4651584400866567,0.30985510739933664,0.38392343381101546,0.49778831897395875,0.4829856878364723,0.6757766985710614,0.33908857337355364,0.6894333867205893,0.6181841463478962,0.5060841125342155,0.5040758519469837,0.5288604242837281,0.458595163924343,0.6394060126942708,0.7237819607976611,0.6547720142844857,0.5493948936671825,0.6936765615962472,0.6924951980335501,0.5712112300607625,0.27716234316732996,0.4750494584629977,0.39676508210763034,0.5247143306657375,0.40221733418328637,0.24778327741838754,0.5957207608362987,0.6217360447463777,0.37923610894448606,0.5642036300078446,0.43918020430698956,0.3662338176299265,0.43988908421021505,0.5040140567515174,0.6167688496522897,0.7175302568049213,0.21817039129045906,0.4736401826800128,0.5747493330926315,0.38137903769920056,0.7092693816227911,0.44417780049341193,0.3114027109758601,0.508124930264859,0.723260228754025,0.5315090770549306,0.6030809982769637,0.6469934486304052,0.42891657852161647,0.2281192180183906,0.13793848262744154,0.14396147367212,0.2530811928979274,0.2953691022510858,0.28664773480118627,0.26864219130634354,0.4050083077288823,0.13311274789027874,0.1858401988875539,0.23741505132510823,0.33059556286318365,0.47990256825174693,0.28729723037290755,0.6382988178843707,0.3650014183984191,0.32309876481135524,0.30346836615261386,0.38139197181716616,0.25910685131051064,0.28765786828339474,0.24815629388022883,0.1921878889405533,0.34491430979058796,0.3572810750325604,0.11490074892185886,0.29539727796410153,0.24297807367008767,0.18105306604462582,0.2924201306169495,0.28457712926644235,0.3798236600468312,0.22562365769123127,0.18105654226777776,0.05788159471338661,0.2519671896522637,0.1398358206349208,0.26131528485441646,0.3719160608181677,0.1723077810636079,0.24418882485347812,0.19822252490922884,0.20798513031815277,0.27712843152148064,0.2228852768295922,0.11607319392763982,0.15887369567268358,0.1330671553222807,0.12103537410978486,0.24204558944899593,0.1298128962993702,0.21982961025781614,0.17297021190738804,0.2191642358769338,0.13475252681580807,0.3027985980180804,0.15454335056853477,0.08338567613476752,0.05280252439702267,0.2993857883326328,0.09339443612142324,0.0760320728597865,0.11801570996176407,0.07075503143232297
MOp,0.7012049601944058,1.0,0.874965897024553,0.8173563759609783,0.795955204454288,0.7868613170064175,0.9183605990550757,0.879371527409388,0.6375976280759801,0.7943573993312938,0.7916089949981427,0.5862592558807306,0.5884888406227754,0.8027455490518477,0.7329292484557903,0.5428548920790658,0.5875528930011301,0.46990709569842704,0.7835930886125629,0.6247744667458166,0.6509952491419907,0.6013831470941821,0.6131047230146782,0.4822834293088413,0.5488850253227744,0.6505169864325449,0.7671374767211842,0.55934865128508,0.38546345265074383,0.6066200674658575,0.6691481380580345,0.6376479691309431,0.6138215685818873,0.47336152437030304,0.6519379768784693,0.6593207714311312,0.7066088101195239,0.7907109267674473,0.6633240167101911,0.7508358684897936,0.3837894846678422,0.386754657029974,0.37157682091410216,0.22856837373774302,0.2675646462533599,0.3738346348077029,0.49596880085588424,0.5206863426294818,0.4427691917790565,0.2892426958894179,0.2359052339761145,0.552701016890741,0.5341566748894072,0.4951936196404191,0.40896940485013217,0.50469269356364,0.41045047436366483,0.3360870085314368,0.7535090125616865,0.398791529012626,0.36297620573128936,0.24037176420317105,0.29871928579894175,0.38975567917946846,0.38588715022819253,0.7920446122330447,0.25581486347907395,0.6269545077551026,0.5219366843849725,0.40135423917059004,0.4092465021914723,0.41397278243944485,0.3620330839744198,0.5078295388185705,0.6450944188823602,0.5498890974101969,0.43086907291303866,0.5774560608133769,0.6139804270452145,0.4633101694642911,0.21678276514506728,0.3768330921924356,0.31138629451326266,0.40785218769199827,0.3150520467454484,0.19108892724241486,0.47004099872943483,0.5040298773407617,0.2992609057458254,0.44156064125091155,0.33537960170846615,0.29508328414721696,0.34627685718627277,0.6652137277751806,0.7024860910912996,0.7163537693024051,0.1943117594607835,0.5815251114136379,0.7193309910173752,0.5068440771976445,0.7051796017866913,0.5939810271110884,0.40542569019825775,0.44458641936140986,0.690120457934788,0.4872108927935175,0.5575407921346021,0.5610849535943848,0.4266377632714245,0.3021280980093387,0.11494587762381855,0.11643990944175243,0.20010057378983287,0.23190245275915702,0.2230599140160685,0.2052443825976803,0.3184280211867013,0.11018410632938844,0.14734419833109144,0.1847796547389976,0.2525319668631706,0.3802037931757957,0.22394449082595075,0.8183514004213448,0.28786297843508124,0.25035918416920905,0.23229700126531397,0.3040884200597243,0.19957097469407178,0.2247935057764689,0.19210046210685022,0.1499200682387252,0.2646774121426798,0.2758302361257686,0.09223453708089642,0.23815262153426356,0.1893471947020716,0.14347435208329026,0.2245471549050219,0.21117319473944124,0.29482035466907114,0.17834582462710646,0.1414059906551146,0.052440341675113904,0.20656657086130692,0.11925174226805829,0.202801052860723,0.3049323166153651,0.1562789154749441,0.18666444248555344,0.1578532613704363,0.16503718150413896,0.2280701885324061,0.17906118694316253,0.08820471844361069,0.12809427112691094,0.10862179489800598,0.10033636676700312,0.1897501505382136,0.10846339444953466,0.17170617368889868,0.13732694110180316,0.1801501824951111,0.10697402234697198,0.2347829745217411,0.1343757797248604,0.06839824407688956,0.04827716335783239,0.27918360196403647,0.07764759176749347,0.05942389877175211,0.12929128111179705,0.0587192831754235
MOs,0.7467009529535874,0.874965897024553,1.0,0.8690134119974866,0.8841864320929255,0.8514629781101767,0.9155247309938624,0.8370398311981345,0.7133490933139307,0.8948042378191455,0.8957631777688906,0.6647481805976712,0.6696540282801541,0.7981669035463741,0.8196245781201943,0.6126778390430505,0.6494596039382646,0.5281662874271669,0.8008246177815125,0.6989311595746402,0.7361446950052013,0.661485328645586,0.695688559318881,0.5455992827914132,0.606872693037588,0.733155675424117,0.8343055910776961,0.6311943621261775,0.4307813042015797,0.6827512037806203,0.7554153271706494,0.7033767508620483,0.6982288887178272,0.5348159686389561,0.7391129732740472,0.751338881078252,0.7845531940651859,0.6980898888499427,0.7526882456231517,0.7936285414411334,0.4309479318117074,0.4326871475630575,0.4152830383855649,0.24931765295450573,0.28483678182596617,0.41889030391846965,0.5550138413327325,0.5872997857771843,0.49570495112020563,0.32300193222799145,0.26153402282530935,0.6258789454676656,0.5802998472798842,0.5567476709300898,0.4585272824809197,0.5484339961390218,0.45644838228670914,0.3761908361662293,0.8167381407977763,0.4411737324462743,0.40170947471530155,0.26606566945799087,0.33062930461588724,0.43347433965243676,0.42813144700695105,0.8116265104181399,0.2851293948117666,0.7140282219737762,0.5925438206932669,0.4479610822930232,0.4630931500135984,0.4651976827591047,0.40557321056000073,0.5684623199697422,0.7310655372599064,0.6232976345272058,0.484727799605738,0.6542705514136302,0.6986431200776847,0.5241113021735677,0.24357186203845935,0.4234220984743408,0.3461956042142212,0.4566535762667496,0.3479689861038881,0.20949629962577496,0.5216730161862663,0.570339725906834,0.3228175842956352,0.4876289768711338,0.3756437807209277,0.3315598874243949,0.3857488498073823,0.6092196381971255,0.662335046580428,0.7422495125983873,0.19734006199033055,0.5244848746320364,0.7371807899331263,0.44996863484144906,0.7534743711994442,0.5411381560205514,0.3624361874833156,0.4965865038128781,0.7615318874488257,0.551418537971872,0.6267742557571332,0.620709358713255,0.41445412673069837,0.2657776077369673,0.12352724639394556,0.12421080450262038,0.21849415224704846,0.2521508502185478,0.24718970351607564,0.22568486051230333,0.3565144083225283,0.11798473406374757,0.15973273675629854,0.20117626513377593,0.2810929774287803,0.4298189867147359,0.24868416524883136,0.8188633360813201,0.322223249480264,0.2777949313487325,0.25581221669964915,0.3352379545090918,0.21929050518218335,0.24768479666316434,0.21068050192371507,0.16469316330977896,0.29851196049746737,0.30841223969534454,0.09813701578505499,0.26556432451154116,0.2075015637677295,0.1553939070258276,0.2480064553771361,0.23097407880307147,0.3303861720989907,0.19460295861079868,0.15320966965042399,0.054638568570426996,0.2143916760439419,0.13081110873128854,0.22281351281408632,0.32325239892345853,0.16061108971571977,0.20664144115466784,0.17104907014211887,0.1817297893790432,0.2511347250274388,0.1964668077391423,0.09634396447832065,0.13794090241487622,0.11545569953244766,0.10613791838039786,0.20766689390563228,0.11642814150227837,0.18796710980485318,0.14834399709829274,0.19139165116996518,0.11612232281964342,0.2575842250004991,0.14251114276274457,0.07214636688842965,0.05007227820765669,0.2918607203668504,0.08274050458863255,0.06422154364236951,0.11716217162947325,0.06223891527633483
SSp-n,0.7605390801558918,0.8173563759609783,0.8690134119974866,1.0,0.9001545529367008,0.8023057006804453,0.8735571311508598,0.7922690325373536,0.7515245131372065,0.8651962667609268,0.8605126763551855,0.6682636439595636,0.6571672356343462,0.7632514483991736,0.7823369244877036,0.6152861932139166,0.6430034286689598,0.5343921215806002,0.7510243902188019,0.6782102245870738,0.7197638021115168,0.7168985863932846,0.6996093597380795,0.5597867807381863,0.6075693349416947,0.7286149853296554,0.8456056144319591,0.6369387426186228,0.44567461141174214,0.6896936094592723,0.7273700023841657,0.7188307937498714,0.6879734357685868,0.5388404711519749,0.74524845915907,0.7427901203012667,0.8047729417392326,0.6837749115205827,0.7344275407786692,0.8338745016332431,0.43659725981418834,0.4430082417973327,0.4205144808772176,0.2567910730032122,0.30135109166330826,0.42680256427032004,0.5666796714339145,0.5769688899292305,0.5049345373855973,0.32826224631445367,0.26653474113042114,0.6228653592464751,0.6027613446742974,0.5600077929676477,0.46655956664043907,0.5615355503173857,0.46668248845801563,0.3822946375847703,0.7893419561951343,0.45240240641597623,0.4137385991730056,0.27385676135315873,0.33926120001635474,0.442094380669221,0.434464359054615,0.7949600137638815,0.29003820707457145,0.6942304059142674,0.5913351405817532,0.45262601235260386,0.46541697221289446,0.4765806227066797,0.41143224193977235,0.5730276283662868,0.729786066915065,0.6199378687851305,0.4910249187366317,0.6551788455097158,0.6914639252575252,0.5225189962488633,0.2444780178628934,0.42593590333128,0.3507669622555704,0.46389977666077464,0.3533666449178846,0.21752837273609565,0.5285804141644272,0.5768717283377289,0.34747693573192634,0.5000106189952211,0.381572485473017,0.33001719432758864,0.3980189207614924,0.5954207195801742,0.6847954881588272,0.7873486358383174,0.19975532719846012,0.49260769154814193,0.6926751650218307,0.4487211611194848,0.711059935459749,0.5294399049681473,0.3649357416574537,0.4757372432623142,0.7124586324523959,0.5462482376264854,0.6058886046731928,0.6271901395174992,0.441497027137574,0.25646040396803527,0.12716311604211433,0.1291099155365226,0.2256777597371053,0.26318088931872774,0.253123312784444,0.2345232115625223,0.3570822763719742,0.12196999239471197,0.16641714835046434,0.20918753687028854,0.28810831732959435,0.4315904718940657,0.25383409907537446,0.7556885481492828,0.32434828896843454,0.28621033791907075,0.2609595385670178,0.3375729571777315,0.22606753116420278,0.25487189414476313,0.21891716159432603,0.1704910269526724,0.29751219976837706,0.31123454372288134,0.10500858564720565,0.2695565307826252,0.2144349118172858,0.15869068510253137,0.25646472416544513,0.23596045761804338,0.33745850092065877,0.20032009109690518,0.16138418804752688,0.055706688725679056,0.23555410461739223,0.1234182427509929,0.23026363254277663,0.30928842091269343,0.16942418697308123,0.2063289829877084,0.17335930116283912,0.1852985584971178,0.25887095544198946,0.19937524964705908,0.09563907369389592,0.14268205388980354,0.11931142921508973,0.11116686704527369,0.21339853085128296,0.1216712624492987,0.18423981785314594,0.15432926442413214,0.2031998299551281,0.12085357089499141,0.26505536989893447,0.14652161442925246,0.07281667499733575,0.05097515265732899,0.3054216845853469,0.08531679029340968,0.06663972222033689,0.11347403011975213,0.06646577247165816
SSp-bfd,0.7912352416258976,0.795955204454288,0.8841864320929255,0.9001545529367008,1.0,0.8105477500842263,0.8524569736119663,0.770873951417091,0.775750539003242,0.8954809434526779,0.9148452708644691,0.7197738602523451,0.7115488555536452,0.7740879798551018,0.8439477000843856,0.6642401317214931,0.6917071709104438,0.5594405665417114,0.7592144597120933,0.7031200928672167,0.7748053369629173,0.7468234954415107,0.7520427118016225,0.596775160984152,0.6600632168355434,0.7883520583089355,0.8941178088976287,0.6887967227837837,0.4752685983004979,0.7471051610615701,0.7735618741203559,0.770966309251261,0.7456413756234261,0.5817398133907168,0.8043307209964636,0.7945996695500062,0.8669458040069883,0.6467085039834732,0.7981154530603022,0.8149148475557885,0.4722196051506795,0.47413464595579297,0.4551826795268363,0.27421226197414583,0.31625710173769817,0.4597472576721425,0.6098045947260263,0.6201963839185843,0.5443624660848532,0.34990868599952935,0.28726249825984945,0.6725433419243019,0.6381582934340551,0.6042605729721106,0.5029797027394158,0.6042580168299291,0.5014463935071775,0.41226863157082994,0.8409978776321703,0.4861830032564378,0.44296636731217165,0.29369961718428067,0.36489788081780394,0.4758357580837739,0.46638914986722,0.7837483562184933,0.3138240300372522,0.7524421197952968,0.6374459672663877,0.49099658942984264,0.502341274417993,0.5119933214247169,0.4453069906198814,0.6201618041424685,0.7859507933042553,0.6713687335606526,0.5308253212360441,0.7068567550593498,0.7462346786634526,0.5665831478166528,0.2639025729431402,0.45900837439679065,0.37919659717220605,0.4998505466303602,0.3824912329332229,0.23150679870257806,0.5700691324497489,0.6222251259996615,0.36070381940267743,0.5320982684233311,0.4108974647612279,0.36055000266527076,0.42648206541157374,0.5572103000090787,0.6526642852613678,0.7867676942124622,0.20553533144681033,0.4827671613139558,0.6789713652621305,0.416646582732862,0.7218136874605454,0.4951793504699948,0.3375559775589728,0.5208944831776519,0.7563233896200847,0.5754977269433894,0.6445145010483605,0.6598878600004194,0.4225853165244203,0.24240135867817472,0.1341305375582948,0.13614757411740216,0.23999176841122288,0.27883764225869406,0.2715346438088628,0.24908614359284675,0.3886945087708487,0.12852782055860204,0.17617781112943062,0.22223801666890527,0.3096715487406883,0.46714578037455334,0.27311895575343387,0.7420439836280094,0.3507035911553376,0.3067504453591828,0.28085134058159344,0.36424845786595594,0.2421393160862936,0.27323998225414076,0.2330851884275326,0.18084206475100126,0.32204818220339265,0.33665265220397045,0.10739117211104952,0.29088720430763143,0.22938192790070866,0.16916581269927047,0.2736417207237782,0.25401930679216567,0.3630899900135781,0.2138522190978065,0.16938224554004327,0.05743260762444491,0.2377846183971889,0.13389815525237828,0.2462805122191984,0.3376633138215682,0.17502956898056118,0.22572106951225393,0.18511990555605,0.1981606925691104,0.275448685048065,0.21384123094818824,0.10251221987316117,0.15174389760387952,0.12673619185828083,0.11603380180956024,0.2288744898537912,0.1270157345985148,0.1988747539030207,0.1639687244693051,0.21176597949258777,0.12628904436171756,0.2836536410390051,0.15403898852218986,0.0781302873276719,0.052339924255925964,0.3097057545232265,0.08971796036863605,0.06824312958943991,0.11210398416131605,0.06652859954181657
SSp-ll,0.6768506586005714,0.7868613170064175,0.8514629781101767,0.8023057006804453,0.8105477500842263,1.0,0.8273549363910545,0.8186841894460658,0.7049368932364041,0.8683975780297374,0.822142174969356,0.6661299937882678,0.6658438893950942,0.7521528585411935,0.7928293459563333,0.5990954928832318,0.6258374047651644,0.5455219815314828,0.8559856946661754,0.7376259517414437,0.7257571992610424,0.6424975845979186,0.6906602308297377,0.5508216236356187,0.5924188307629745,0.6946752912983513,0.7677909413865425,0.6220786348081883,0.41329136398788446,0.6634234886083191,0.7846196022118912,0.6537731599975396,0.6953289187712695,0.5340152890695966,0.7266365702228005,0.7580238367888206,0.7325907998118268,0.6560084644532538,0.7423983831206555,0.8180768848599255,0.42565850176890135,0.4321316214236495,0.4036633669060901,0.2398899558230797,0.28139119584829897,0.4089228657196945,0.5442294196627947,0.6015194968481403,0.48337185772926017,0.317089556555513,0.254630579484536,0.6231127042529139,0.5486534629012798,0.5478287141713338,0.446669310275372,0.5249070299813997,0.441380656118403,0.3672853740626802,0.7578277374224679,0.4237494678825876,0.38387701719981504,0.25805699974958873,0.3199436026562995,0.4190173891487441,0.41573652967741154,0.7284742282369637,0.27781013606287697,0.7224130742333388,0.5954032728233813,0.43507102536387143,0.45927220544149117,0.4542039246795665,0.39466557058443313,0.556109309253358,0.7202654042413755,0.6152009216667428,0.47453627923938274,0.6476924441161402,0.710142886910699,0.5189131039594537,0.24144296489473038,0.4130014594353482,0.33129256195511336,0.44495020286341275,0.3339891083617955,0.20079055164630036,0.5048625735532617,0.565570259749653,0.3056819789630694,0.46140073967765965,0.3669101640248138,0.33344172045161385,0.37805941860043574,0.6106092752300268,0.6406004642340648,0.6927661704987516,0.18506874230677567,0.4820910742948372,0.7954399487894784,0.4346555166310701,0.7642282185988153,0.5423979032343852,0.3599864320100876,0.4997133490763544,0.725181314025288,0.5911801995849807,0.6776843184702601,0.6250898650960077,0.3838083656802714,0.2559083317452044,0.1202495079043151,0.11757886419243099,0.2113604205118175,0.2407420963251315,0.2344871351845714,0.21527990713655193,0.3503389133055673,0.11404641222603634,0.1529806176349765,0.1909992451441707,0.2718849722084855,0.4226756954735765,0.24171691545187268,0.813150000579343,0.3194370585128149,0.2692475007969223,0.24322071556423497,0.323513434326302,0.21034498461681475,0.23827857958023282,0.20178283748455364,0.16069831044238114,0.3002318355251577,0.30097290839830837,0.0917614537185808,0.2620764591604117,0.1990459980590696,0.14897927618166174,0.23870024942745546,0.21855520005640824,0.3237010435125096,0.18591207974171706,0.14476172054296255,0.053464429193040654,0.2032584563742004,0.1361543287273818,0.21459453748214288,0.30131347047608886,0.15384886926198493,0.201399299658688,0.16703718098432113,0.17796024522369727,0.2459543237170847,0.18757453630015627,0.09207346408433602,0.1319920963706677,0.10974851470925598,0.10058757734137165,0.19908954662074943,0.11515305419879064,0.18349309210270073,0.14141852706318084,0.18286061532634632,0.11029219193597663,0.24388358744874186,0.13911472858941776,0.06877790526604266,0.04898190869156389,0.3113420485274358,0.0795517879331853,0.060792506214578955,0.10891991406377913,0.05884856375067303
SSp-m,0.7395754302415422,0.9183605990550757,0.9155247309938624,0.8735571311508598,0.8524569736119663,0.8273549363910545,1.0,0.8672784038181254,0.686193379589299,0.8454036547505194,0.8385430150949088,0.626701657965569,0.6230930273439874,0.8199164653863261,0.7744213107429497,0.5770665649590331,0.6210597670648839,0.5050169891807389,0.8103388181713385,0.6512897036651676,0.6897930457573284,0.6476534485277717,0.6525431062058081,0.5145808193262507,0.5822511114638111,0.6904774090365248,0.8126975542346588,0.5991111729900082,0.4083742842249497,0.647359778561484,0.7093185767360174,0.6772893680595169,0.6531512946276178,0.5050000557033468,0.6985457181589291,0.704544441628509,0.752176323348771,0.7449951330654302,0.7068980882929321,0.7949384175280747,0.40809785482292305,0.41223502516050203,0.3946575896744599,0.24041954274627414,0.28303585014533483,0.3971036395845155,0.5306362229591782,0.5497680722269318,0.47132065651297445,0.3047369877497284,0.24903818258756766,0.5883319035448091,0.5637834677509715,0.5283574217844816,0.4349429572856515,0.5337138197415245,0.4337399764943677,0.3563524216142765,0.7827700814020355,0.42197834505513265,0.3836247408964155,0.2548154827197436,0.3165072096525226,0.4134472576963179,0.4077881772386234,0.7872492000588376,0.27190581691053933,0.6665743886399859,0.5560348993475788,0.425600801621734,0.434953948710335,0.4413393188688829,0.3840617991634498,0.5407741285441442,0.6874458583705388,0.5848963738804508,0.45896383525603257,0.6168571633568397,0.6566118568529454,0.4926729823429522,0.22981468127382193,0.3987462574046099,0.32745611243433564,0.43401754324269604,0.33242523642855343,0.20182602128402946,0.5000706514081463,0.5387037083292845,0.3171881392566263,0.4656417823184093,0.35641138695155467,0.3126842329126896,0.36883750693927175,0.6388784497284152,0.7030563273262104,0.7427717210198159,0.1964526652039614,0.5440244839751524,0.7247302104804854,0.47776685256011203,0.7335723286011968,0.5664331042196519,0.3872318087725187,0.46648357364998516,0.7156696709733424,0.5200496226839838,0.592817212418509,0.5967821240385167,0.42592207750776084,0.281819429691265,0.11993557620219315,0.12090619491158672,0.21059096720080187,0.2435273253981111,0.23466429573419698,0.216709468612664,0.33763065849642343,0.1146305822384631,0.15489219040618674,0.19419016201623093,0.26801415626686026,0.4031893652427669,0.2367620673821492,0.8142949914558351,0.3057080490092039,0.26559741750254123,0.2444202280828726,0.3202650036935036,0.21073039904131943,0.23729007896432114,0.2029527868121945,0.15885939635126864,0.2823298271682736,0.2926939265300873,0.09629482847677584,0.2521387412531826,0.1995044042132351,0.14929244198296773,0.23774154562497407,0.22270787583028517,0.31336644472661507,0.18687763871015456,0.14867167290648356,0.05324022660092987,0.2169501246101665,0.12378283819974892,0.21413549040853794,0.3126473638726693,0.16053735145757708,0.19691390746460422,0.1645639083885799,0.17370485597139676,0.2409350495275896,0.18642616401304854,0.0917783889852554,0.13384659299270257,0.11315143620705427,0.10395005699048887,0.19928826714846012,0.1147871490000823,0.17805854102597474,0.1444059849938783,0.18880036624736216,0.11172301064235243,0.24644666915667637,0.13945563258058322,0.0707860556295689,0.048873898424103265,0.2935983128659786,0.08041510240054389,0.06197193367029511,0.1232595734538156,0.06088297502835751
SSp-ul,0.6477523214733296,0.879371527409388,0.8370398311981345,0.7922690325373536,0.770873951417091,0.8186841894460658,0.8672784038181254,1.0,0.6287655999755737,0.7898173087496704,0.7695634658671178,0.5861522784795314,0.583516974215679,0.7881242808557466,0.7257798763969272,0.53203767759898,0.5724200545704436,0.4628567102114329,0.8066928283587996,0.6466451509625256,0.647933075690601,0.5928166137071836,0.6095744964169231,0.4854031185258369,0.5417546229192176,0.6267344620263299,0.752368477785914,0.5470769949883904,0.37465637740233615,0.5964522526574761,0.6813056181991043,0.6072687615566804,0.6091467457499382,0.47076412731060485,0.6428717604257639,0.6552301268157223,0.685719787887527,0.7698238958388557,0.6443989017572632,0.7732782751214821,0.3809156094242773,0.3863796420750035,0.3604146426534349,0.22539311693697303,0.27117347291120664,0.3675186133733578,0.4867204893383084,0.5263322558769493,0.43436369006101133,0.286921694295867,0.23270511319100468,0.5496446668812539,0.5165885125881401,0.48355416000921936,0.3991942562867857,0.48939308226642386,0.4042059751464434,0.32910700853225405,0.7481974725903358,0.38980491977697446,0.3544324696443795,0.23592755524568357,0.2923725043693448,0.3806983372605104,0.37872328198355126,0.7730213373109056,0.24893308986055335,0.6253267153770103,0.5206246754723146,0.3923192110243797,0.40395894082900863,0.40490453963264994,0.3540795307834108,0.49990897222033254,0.6411004534577488,0.5417410763422724,0.42086731803093974,0.5687978326179471,0.6140035902580987,0.45531695497897784,0.21082410272239457,0.36935527823021436,0.3025659861323477,0.3980206615099249,0.30742562221687847,0.1860300324200319,0.4566266697537598,0.4969011029388904,0.2913667052836034,0.4288209188576175,0.3268489900133827,0.2930558056933821,0.3430554519577714,0.678276980948773,0.705951499042777,0.7070543414343712,0.19106352419774691,0.5553783173016899,0.7620965383815622,0.5085505461598497,0.6894718772910481,0.6111763524180853,0.412060130937352,0.4443814999642612,0.6512753628925154,0.49759455249863516,0.5642231458450317,0.5626771903152122,0.41309076247271675,0.2995891946030186,0.1151649430063323,0.11384693103260017,0.19771604493503675,0.22611635348692885,0.21583649241033837,0.1985938315667394,0.31219959794670504,0.10955785679409694,0.14519925571589862,0.1797801289713216,0.2452525345791333,0.37264035763811676,0.2196719359113994,0.815373685538296,0.28222652876888205,0.2448560433825422,0.22329438847856778,0.29762025453093255,0.19480476226108462,0.22036022535489888,0.18751715509044717,0.14676565095888758,0.25735729814104474,0.268104272520483,0.08846494063372332,0.2364303746578836,0.18523446950381328,0.13854472839849705,0.2187750370913134,0.20274932855764807,0.28936708822200785,0.17507872470338648,0.13715671833365817,0.05204656802245802,0.20463488839948343,0.11644188734294594,0.1987624999790776,0.28770470430901723,0.15619505310254067,0.18147839524686926,0.15442457887419644,0.16193346160119088,0.22867126081395692,0.17471124369837987,0.08182641009440778,0.12679221252938444,0.10787418239111644,0.09885125063547563,0.1852020918409855,0.1098735828771394,0.16321965626307408,0.1356624150469571,0.17781811988666657,0.10290767402059223,0.2277504950733341,0.13591570501502234,0.06757521033713497,0.04768897080664313,0.2912487250815761,0.07687547625885718,0.05475206703867416,0.12233540692343858,0.05553650498557634
