,x_umap,y_umap,x_sp,y_sp,region,soma_x,soma_y,soma_z,label,color
SEU-ALLEN_local_192348_5536_22684_7421_CCFv3,6.9618716,18.615858,-2.9749874918854133,0.17690681456175436,CA1,336.066,102.522,341.656,2,#fc8d62
SEU-ALLEN_local_192348_5543_19123_6213_CCFv3,12.353112,11.812376,-0.6931324988939508,-0.5042203961632304,CA1,274.895,83.228,280.244,2,#fc8d62
SEU-ALLEN_local_192348_5544_22539_7506_CCFv3,2.9804964,18.910204,-4.902527580614848,2.1871697661691827,CA1,340.25699999999995,102.147,339.222,2,#fc8d62
SEU-ALLEN_local_192348_5549_18705_6296_CCFv3,5.5672317,16.53523,-2.613166504462924,0.7353656371256861,CA1,278.947,81.712,273.217,2,#fc8d62
SEU-ALLEN_local_192348_5557_11535_6568_CCFv3,10.245171,0.5102999,2.1503259246551876,1.2371628220935822,CA1,294.20599999999996,68.889,294.514,1,#66c2a5
SEU-ALLEN_local_192348_5583_22819_7298_CCFv3,7.4105363,14.521774,-1.485367045971013,0.12357038772936517,CA1,330.027,104.19,343.76595999999995,2,#fc8d62
SEU-ALLEN_local_192348_5584_18697_6673_CCFv3,10.574851,5.6623354,1.8670161978123283,1.0413786030703494,CA1,296.939,83.725,272.85400000000004,1,#66c2a5
SEU-ALLEN_local_192348_5587_11905_6568_CCFv3,12.825167,2.1000836,2.260720110671164,0.613339996580558,CA1,294.191,69.445,288.476,1,#66c2a5
SEU-ALLEN_local_192348_5595_11971_6652_CCFv3,6.829685,12.718946,-1.1858267941272729,1.496879781654233,CA1,298.4,69.854,287.54200000000003,2,#fc8d62
SEU-ALLEN_local_192348_5596_18970_6214_CCFv3,8.382119,1.4348053,1.2309091098364162,0.47850387371206543,CA1,275.005,83.74,277.573,1,#66c2a5
SEU-ALLEN_local_192348_5597_11871_6592_CCFv3,5.3733854,7.2792172,0.8116840532861954,-0.7309544793981443,CA1,295.387,69.729,289.096,2,#fc8d62
SEU-ALLEN_local_192348_5606_18669_6736_CCFv3,12.257146,-4.755853,3.477953746232764,1.3423943465018933,CA1,300.003,84.446,272.30400000000003,1,#66c2a5
SEU-ALLEN_local_192348_5609_22804_7390_CCFv3,7.0775795,20.078285,-2.764707023648759,0.8495810649892266,CA1,334.615,104.648,343.54596,2,#fc8d62
SEU-ALLEN_local_192348_5613_18726_6515_CCFv3,13.061615,15.084062,1.4013320091579682,-0.6011489801571556,CA1,289.324,83.75299999999999,273.39799999999997,2,#fc8d62
SEU-ALLEN_local_192348_5615_22545_7584_CCFv3,17.616634,8.323788,-1.0405719651189218,-0.7636551220890893,CA1,344.215,103.72399999999999,339.286,2,#fc8d62
SEU-ALLEN_local_192348_5618_22881_7307_CCFv3,7.8692503,5.748189,1.2407159070766973,-0.31914244427903393,CA1,330.528,105.186,344.767,2,#fc8d62
SEU-ALLEN_local_192348_5619_19060_6227_CCFv3,11.146406,8.214312,0.1830024364697309,1.4115174536907578,CA1,275.591,84.60799999999999,279.067,2,#fc8d62
SEU-ALLEN_local_192348_5624_19068_6168_CCFv3,15.675217,7.0809016,-0.01618147431202903,-0.6833138927608069,CA1,272.875,84.791,279.13596,2,#fc8d62
SEU-ALLEN_local_192348_5627_11784_6904_CCFv3,7.902518,1.558972,1.4607981685068023,1.468472404910142,CA1,311.22700000000003,71.564,291.16099999999994,1,#66c2a5
SEU-ALLEN_local_192348_5629_18744_6740_CCFv3,11.048772,-0.7256056,1.9880254855871318,-0.23484283461139527,CA1,300.143,85.26299999999999,273.536,1,#66c2a5
SEU-ALLEN_local_192348_5637_11342_6725_CCFv3,16.632061,7.6369314,-0.44210047726699697,0.9429613746689149,CA1,302.094,71.155,298.211,2,#fc8d62
SEU-ALLEN_local_192348_5638_11837_6910_CCFv3,6.5222335,-0.6349934,3.2027481469937835,-0.3009587646833702,CA1,311.527,71.83800000000001,290.32,1,#66c2a5
SEU-ALLEN_local_192348_5640_10759_6821_CCFv3,8.0973835,8.547135,0.41896120495403605,1.3918147547445443,CA1,307.094,71.815,308.231,2,#fc8d62
SEU-ALLEN_local_192348_5640_11937_6591_CCFv3,9.306622,0.8995549,2.0684373505324882,-1.1268292767790329,CA1,295.32,70.648,288.108,1,#66c2a5
SEU-ALLEN_local_192348_5645_18662_6160_CCFv3,0.8401494,20.945534,-8.067122068966702,7.453281307241622,CA1,272.653,83.63600000000001,272.284,2,#fc8d62
SEU-ALLEN_local_192348_5647_11996_6626_CCFv3,14.923373,22.078283,1.182423767667947,-0.9515017103108044,CA1,297.069,70.899,287.209,2,#fc8d62
SEU-ALLEN_local_192348_5648_11766_6762_CCFv3,1.5560601,24.00296,-1.044742892662657,2.949382321374822,CA1,303.936,71.42,291.235,2,#fc8d62
SEU-ALLEN_local_192348_5650_11888_6777_CCFv3,12.371138,5.988631,2.1985195574361507,1.4840416128266856,CA1,304.69599999999997,71.515,289.244,2,#fc8d62
SEU-ALLEN_local_192348_5651_11841_6732_CCFv3,10.588608,10.985931,-0.6656085210564908,-1.3681415819760074,CA1,302.41,71.362,289.947,2,#fc8d62
SEU-ALLEN_local_192348_5652_11228_6896_CCFv3,7.0664935,4.085602,1.581916554813711,0.08154210193104891,CA1,310.848,72.18,300.504,1,#66c2a5
SEU-ALLEN_local_192348_5652_11547_6629_CCFv3,16.747698,9.085933,-1.4150001827447614,-0.05029521865405482,CA1,297.226,71.102,294.651,2,#fc8d62
SEU-ALLEN_local_192348_5652_11561_6998_CCFv3,13.477906,2.6292226,0.22401365916025479,1.2643809784299314,CA1,316.082,72.578,295.164,2,#fc8d62
SEU-ALLEN_local_192348_5654_11928_6868_CCFv3,8.309026,7.9060326,0.5162380788188029,-0.6166422295334683,CA1,309.349,72.001,288.76,1,#66c2a5
SEU-ALLEN_local_192348_5656_22579_7693_CCFv3,7.450847,6.9394016,1.1104728569319786,2.10718282610173,CA1,349.73904000000005,104.60600000000001,339.941,1,#66c2a5
SEU-ALLEN_local_192348_5659_11631_6508_CCFv3,9.2399025,6.574889,0.10641328061533283,0.30530312360798734,CA1,291.182,70.926,293.055,2,#fc8d62
SEU-ALLEN_local_192348_5667_11539_6894_CCFv3,8.257872,21.098608,-2.8038595228088243,-1.3906568567186652,CA1,310.69,72.431,295.323,2,#fc8d62
SEU-ALLEN_local_192348_5667_11731_6700_CCFv3,6.42826,18.844353,-0.7858951163417772,-0.4270166160441364,CA1,300.784,71.609,291.754,2,#fc8d62
SEU-ALLEN_local_192348_5670_11768_6997_CCFv3,11.192659,1.0791323,2.792793872016934,-0.2768024597250625,CA1,316.003,72.977,291.75,1,#66c2a5
SEU-ALLEN_local_192348_5672_11593_7027_CCFv3,6.567082,18.98128,-2.518960551294026,-0.03275163916051166,CA1,317.567,73.17,294.757,2,#fc8d62
SEU-ALLEN_local_192348_5672_11737_7031_CCFv3,7.9961724,4.5409584,1.3746993160019154,-1.2347554718038674,CA1,317.77,73.193,292.363,1,#66c2a5
SEU-ALLEN_local_192348_5673_18746_6169_CCFv3,4.2824497,15.909405,-4.805028562185185,1.2667599327590353,CA1,273.043,84.559,273.638,2,#fc8d62
SEU-ALLEN_local_192348_5676_11932_6525_CCFv3,1.4209179,23.668547,-2.4436997604037902,-6.469160180945038,CA1,292.018,71.256,288.164,2,#fc8d62
SEU-ALLEN_local_192348_5677_11737_7051_CCFv3,6.4448376,10.435653,0.46977250498354883,-0.030887186954131746,CA1,318.808,73.41,292.43100000000004,2,#fc8d62
SEU-ALLEN_local_192348_5679_18712_6083_CCFv3,5.9681134,0.062469963,2.7108356486524703,1.5920844668461316,CA1,269.10400000000004,84.69200000000001,272.981,1,#66c2a5
SEU-ALLEN_local_192348_5687_11702_6717_CCFv3,10.525356,19.959227,-0.03315262912513344,-0.7891007850662844,CA1,301.631,72.111,292.313,2,#fc8d62
SEU-ALLEN_local_192348_5687_22776_7438_CCFv3,11.222831,18.960567,0.6059082865926392,-0.01571935613056789,CA1,337.025,106.335,342.94699999999995,2,#fc8d62
SEU-ALLEN_local_192348_5689_11759_6964_CCFv3,9.876997,2.4654434,0.8192889791045912,1.1698994274647765,CA1,314.27099999999996,73.237,291.86400000000003,1,#66c2a5
SEU-ALLEN_local_192348_5699_11465_7065_CCFv3,9.56534,4.7449284,-0.06670708082821164,-0.22709392055010025,CA1,319.529,73.973,297.075,2,#fc8d62
SEU-ALLEN_local_192348_5699_11646_6579_CCFv3,9.298151,15.430395,-0.8698747312729257,0.5201388590829653,CA1,294.699,71.944,293.03,2,#fc8d62
SEU-ALLEN_local_192348_5700_11943_7078_CCFv3,6.407186,3.4139066,2.6641593885529846,-1.741394876241648,CA1,320.2,74.108,289.132,1,#66c2a5
SEU-ALLEN_local_192348_5701_12304_6620_CCFv3,9.286698,12.1799345,-1.281110163237254,-1.3735289429567779,CA1,296.754,72.07600000000001,282.28,2,#fc8d62
SEU-ALLEN_local_192348_5701_22639_7527_CCFv3,2.474389,20.502794,-7.013476528227295,2.8648173181514687,CA1,341.411,106.11399999999999,340.673,2,#fc8d62
SEU-ALLEN_local_192348_5706_11046_6812_CCFv3,7.6756377,6.5536456,1.3050961028035752,-0.5809561165819626,CA1,306.528,73.108,303.53499999999997,2,#fc8d62
SEU-ALLEN_local_192348_5708_12074_6847_CCFv3,7.0825524,5.455826,1.249904219719147,0.557592905646212,CA1,308.228,73.111,286.427,1,#66c2a5
SEU-ALLEN_local_192348_5710_11125_6705_CCFv3,5.293137,2.101491,2.7429332735226777,-0.359628288068602,CA1,301.067,72.778,302.003,1,#66c2a5
SEU-ALLEN_local_192348_5710_12135_6493_CCFv3,9.7338085,19.642826,-0.14237733215952345,-0.7587451024681713,CA1,290.426,71.905,284.867,2,#fc8d62
SEU-ALLEN_local_192348_5711_11222_6948_CCFv3,3.6596935,22.645144,-2.2960589019615147,-2.5570824645862227,CA1,313.482,73.725,300.878,2,#fc8d62
SEU-ALLEN_local_192348_5711_12025_6809_CCFv3,5.136462,3.5631208,2.988413203069589,-0.6489637116429915,CA1,306.281,72.995,287.174,1,#66c2a5
SEU-ALLEN_local_192348_5713_11636_7127_CCFv3,14.00522,15.957182,-1.2782228043921688,-0.7313972297712481,CA1,322.73904,74.61399999999999,294.44100000000003,2,#fc8d62
SEU-ALLEN_local_192348_5716_11633_7070_CCFv3,8.014978,15.612291,-0.7665277661983628,1.1183621331681715,CA1,319.757,74.383,294.32,2,#fc8d62
SEU-ALLEN_local_192348_5717_11945_6784_CCFv3,14.113039,20.547604,1.1212892751841015,-2.3046622981987257,CA1,305.002,73.012,288.46799999999996,2,#fc8d62
SEU-ALLEN_local_192348_5717_22655_7627_CCFv3,11.737343,21.426579,-1.2634331327181179,-1.8517391712161118,CA1,346.44599999999997,106.36,341.05199999999996,2,#fc8d62
SEU-ALLEN_local_192348_5718_11096_6949_CCFv3,5.899843,13.166084,-1.7561262109387132,0.42032614702984966,CA1,313.555,73.923,303.021,2,#fc8d62
SEU-ALLEN_local_192348_5723_11832_6906_CCFv3,11.609494,17.050053,-0.2620797761505481,-2.143226837324734,CA1,311.24,73.709,290.595,2,#fc8d62
SEU-ALLEN_local_192348_5726_12049_7081_CCFv3,5.2750864,7.1020303,1.7632560984186378,-0.27327511743990296,CA1,320.336,74.742,287.438,2,#fc8d62
SEU-ALLEN_local_192348_5729_12043_6966_CCFv3,3.4820454,20.6271,-3.7112744948198957,-0.42835378615916647,CA1,314.339,74.173,287.23699999999997,2,#fc8d62
SEU-ALLEN_local_192348_5736_18444_6407_CCFv3,9.543202,15.089546,-1.4927610916327598,-1.4064318516681809,CA1,284.42,85.113,268.469,2,#fc8d62
SEU-ALLEN_local_192348_5736_18619_6119_CCFv3,9.985154,19.002316,0.3057248226183797,-0.6469344074270837,CA1,270.82599999999996,85.52,271.358,2,#fc8d62
SEU-ALLEN_local_192348_5737_11089_6714_CCFv3,13.165223,18.73307,-0.3157203960341653,-1.5977925533052106,CA1,301.514,73.415,302.696,2,#fc8d62
SEU-ALLEN_local_192348_5737_12317_6872_CCFv3,7.835938,4.2065516,1.1274945619084704,0.4547651150118555,CA1,309.501,73.933,282.533,1,#66c2a5
SEU-ALLEN_local_192348_5738_12325_6825_CCFv3,6.1661305,16.245441,-1.2483743594174268,2.5610719927377117,CA1,307.093,73.725,282.321,2,#fc8d62
SEU-ALLEN_local_192348_5739_11228_7021_CCFv3,6.8085756,9.008874,0.9734600707449794,-0.42322609958710433,CA1,317.237,74.691,301.034,2,#fc8d62
SEU-ALLEN_local_192348_5740_18498_6236_CCFv3,6.0107446,16.96832,-2.215298864716358,1.6470066536269339,CA1,276.323,85.105,269.39599999999996,2,#fc8d62
SEU-ALLEN_local_192348_5742_11615_6442_CCFv3,9.150685,9.8578825,-0.07008176799467794,0.087107941818678,CA1,287.89799999999997,72.593,293.381,2,#fc8d62
SEU-ALLEN_local_192348_5748_11253_6602_CCFv3,9.37423,13.809174,-0.045582337494315506,-0.30978339425616264,CA1,295.853,73.22800000000001,299.746,2,#fc8d62
SEU-ALLEN_local_192348_5749_18629_6087_CCFv3,13.083485,4.8572674,-0.3326516431366815,2.475962691023137,CA1,269.362,85.90299999999999,271.465,2,#fc8d62
SEU-ALLEN_local_192348_5754_10994_6866_CCFv3,6.6806173,21.131233,-3.536503510859703,-3.3729082054288457,CA1,309.27299999999997,74.407,304.65200000000004,2,#fc8d62
SEU-ALLEN_local_192348_5758_12130_6486_CCFv3,8.502282,15.773742,-1.0152673761411717,-0.563206817436664,CA1,290.064,72.914,285.041,2,#fc8d62
SEU-ALLEN_local_192348_5761_11965_6383_CCFv3,10.812137,0.29726577,1.9160397514557743,0.28120241287581327,CA1,284.996,72.827,287.557,1,#66c2a5
SEU-ALLEN_local_192348_5762_11050_6820_CCFv3,7.6076217,16.846764,-1.8368900088258218,1.4439131047286318,CA1,306.897,74.372,303.631,2,#fc8d62
SEU-ALLEN_local_192348_5763_12132_6452_CCFv3,9.0427265,19.79367,-0.6568909414182673,-0.8966073001363618,CA1,288.387,72.955,284.96299999999997,2,#fc8d62
SEU-ALLEN_local_192348_5764_23045_7424_CCFv3,11.358205,2.4977894,1.3791287669982357,0.15080138806296992,CA1,336.469,108.87,347.406,1,#66c2a5
SEU-ALLEN_local_192348_5765_12104_6807_CCFv3,11.672506,17.626028,0.9545929880165058,-0.20245188121173935,CA1,306.137,74.18,285.985,2,#fc8d62
SEU-ALLEN_local_192348_5766_11180_7069_CCFv3,11.615268,-6.5026927,5.934210618889946,1.1556072265517705,CA1,319.717,75.542,302.04499999999996,1,#66c2a5
SEU-ALLEN_local_192348_5768_18440_6232_CCFv3,18.280794,8.099715,-0.9797097838412291,-0.8801680644306381,CA1,276.186,85.51799999999999,268.373,2,#fc8d62
SEU-ALLEN_local_192348_5769_11096_7068_CCFv3,4.7404704,6.951407,1.8277505519669763,-0.9102822043187906,CA1,319.684,75.622,303.464,2,#fc8d62
SEU-ALLEN_local_192348_5772_12564_6343_CCFv3,6.717236,18.222383,-2.872775897409711,-0.4626353017465391,CA1,283.07,73.092,277.83900000000006,2,#fc8d62
SEU-ALLEN_local_192348_5781_10956_6770_CCFv3,5.228897,1.1656736,2.8941588539541954,-0.20400711324438967,CA1,304.357,74.64399999999999,305.16700000000003,1,#66c2a5
SEU-ALLEN_local_192348_5785_23042_7338_CCFv3,5.7352343,-2.0293715,4.593957500983614,-0.38620262896226015,CA1,332.217,109.493,347.17404000000005,1,#66c2a5
SEU-ALLEN_local_192348_5786_12360_6945_CCFv3,16.36686,12.889367,-1.8700271592938433,0.3565437332791193,CA1,313.221,75.428,282.073,2,#fc8d62
SEU-ALLEN_local_192348_5787_12797_6408_CCFv3,12.065084,-5.2216406,3.376333694789744,-0.15653540159442966,CA1,286.28,73.60600000000001,274.244,1,#66c2a5
SEU-ALLEN_local_192348_5791_12017_6427_CCFv3,8.529503,3.8414698,0.9595043526636112,0.07605842799575623,CA1,287.147,73.513,286.85400000000004,1,#66c2a5
SEU-ALLEN_local_192348_5792_11425_6481_CCFv3,16.316116,9.774879,-2.1626588581459014,-0.165995819935037,CA1,289.816,73.808,296.72799999999995,2,#fc8d62
SEU-ALLEN_local_192348_5794_18773_6038_CCFv3,19.189348,8.187647,-2.287293013927752,2.68236852552911,CA1,267.126,87.575,273.685,2,#fc8d62
SEU-ALLEN_local_192348_5799_18854_6040_CCFv3,9.284157,6.250935,0.34664040077939,0.05915479923176126,CA1,267.20903999999996,88.00200000000001,275.02,2,#fc8d62
SEU-ALLEN_local_192348_5804_12204_6494_CCFv3,12.172067,15.434818,-0.7695488904909944,-1.5965563670196863,CA1,290.44599999999997,73.916,283.946,2,#fc8d62
SEU-ALLEN_local_192348_5805_11165_7071_CCFv3,5.1900826,18.856747,-1.3191861710502666,-0.42718481482928633,CA1,319.782,76.436,302.405,2,#fc8d62
SEU-ALLEN_local_192348_5806_12230_6931_CCFv3,7.503,16.136984,-2.104106644059232,0.6573749786447167,CA1,312.462,75.748,284.227,2,#fc8d62
SEU-ALLEN_local_192348_5808_12156_6963_CCFv3,5.368852,18.901686,-2.554985625192708,-1.1349976907154864,CA1,314.106,75.949,285.52700000000004,2,#fc8d62
SEU-ALLEN_local_192348_5809_11553_7160_CCFv3,8.405782,22.01305,-1.7032585789056995,-1.4120094147568423,CA1,324.351,76.964,296.18,2,#fc8d62
SEU-ALLEN_local_192348_5812_12764_6399_CCFv3,7.3331966,-1.7471011,3.952976667177943,-0.19879427115887766,CA1,285.83,74.10600000000001,274.805,1,#66c2a5
SEU-ALLEN_local_192348_5813_12585_6544_CCFv3,9.893914,11.656517,-0.7112792992416619,-0.27195942811954754,CA1,292.947,74.345,277.85699999999997,2,#fc8d62
SEU-ALLEN_local_192348_5814_18733_6067_CCFv3,6.4180555,20.76989,-2.984776061358629,-1.1312742590018272,CA1,268.45903999999996,87.76799999999999,273.02299999999997,2,#fc8d62
SEU-ALLEN_local_192348_5817_10933_7147_CCFv3,8.155952,0.63063604,2.901053085825064,0.07319564106148758,CA1,323.815,77.126,306.56899999999996,1,#66c2a5
SEU-ALLEN_local_192348_5820_11200_7046_CCFv3,3.0521233,6.263358,1.751587533532469,-2.8237464967529826,CA1,318.45599999999996,76.64399999999999,301.784,2,#fc8d62
SEU-ALLEN_local_192348_5821_11514_6470_CCFv3,3.8071814,5.2417397,1.5440328717893288,-1.3911252727723868,CA1,289.26096,74.362,295.29200000000003,1,#66c2a5
SEU-ALLEN_local_192348_5822_12254_6401_CCFv3,16.412237,14.943626,0.00586057965252206,-1.6526022023835936,CA1,285.874,74.137,283.01800000000003,2,#fc8d62
SEU-ALLEN_local_192348_5826_11213_7103_CCFv3,-1.2944521,16.278206,-5.452403709844778,1.9301455157351914,CA1,321.414,77.063,301.746,2,#fc8d62
SEU-ALLEN_local_192348_5826_18425_6294_CCFv3,8.810867,15.472098,-0.49376450527083826,-0.007125065237954675,CA1,279.11,86.779,268.004,2,#fc8d62
SEU-ALLEN_local_192348_5828_11047_6525_CCFv3,16.39971,7.997971,-1.5408465795876767,0.9673710041472913,CA1,292.014,74.89699999999999,303.236,2,#fc8d62
SEU-ALLEN_local_192348_5829_11239_7160_CCFv3,7.2136645,21.514399,-3.0835296361200575,-0.5986018423881097,CA1,324.382,77.417,301.498,2,#fc8d62
SEU-ALLEN_local_192348_5830_12033_6344_CCFv3,8.202377,9.691154,0.2847289894086749,-1.0081916049652244,CA1,283.08,74.247,286.514,2,#fc8d62
SEU-ALLEN_local_192348_5834_10952_7170_CCFv3,8.929587,4.631183,1.728661196325521,0.03837217452147488,CA1,324.995,77.62100000000001,306.366,1,#66c2a5
SEU-ALLEN_local_192348_5834_12083_6318_CCFv3,7.6677527,-0.9589778,3.031842212305228,-0.24704440875041164,CA1,281.815,74.314,285.65599999999995,1,#66c2a5
SEU-ALLEN_local_192348_5841_12083_6997_CCFv3,5.748654,14.511348,-0.8982468797409643,0.039564641973847306,CA1,315.822,76.858,286.892,2,#fc8d62
SEU-ALLEN_local_192348_5842_11297_7218_CCFv3,7.1432185,3.4096918,1.6107890052479517,0.13905379987482222,CA1,327.39099999999996,78.007,300.76,1,#66c2a5
SEU-ALLEN_local_192348_5842_11653_7150_CCFv3,4.8266363,18.254559,-1.5215291413734042,-0.3102051643000712,CA1,323.778,77.671,294.549,2,#fc8d62
SEU-ALLEN_local_192348_5845_10675_6984_CCFv3,7.220014,9.925077,0.7473224036172429,-0.7040626856080746,CA1,315.39599999999996,77.086,310.56399999999996,2,#fc8d62
SEU-ALLEN_local_192348_5845_22767_7667_CCFv3,7.7222233,7.589201,0.6158421808145268,-1.1954840666422122,CA1,348.49199999999996,109.535,342.8,2,#fc8d62
SEU-ALLEN_local_192348_5857_12508_6238_CCFv3,7.4916368,16.430357,-0.15750479377379473,0.5419327398555034,CA1,277.952,74.847,278.71000000000004,2,#fc8d62
SEU-ALLEN_local_192348_5859_12873_6343_CCFv3,6.918744,-0.75982016,2.989161664671943,-0.4314601653342629,CA1,283.103,75.108,273.087,1,#66c2a5
SEU-ALLEN_local_192348_5862_12837_6327_CCFv3,10.234556,-1.6010337,3.2601722081972486,-0.5289665409051773,CA1,282.317,75.134,273.64099999999996,1,#66c2a5
SEU-ALLEN_local_192348_5864_12684_6468_CCFv3,12.160702,12.561645,-1.3872042859710931,-0.8918522859260132,CA1,289.193,75.291,276.27,2,#fc8d62
SEU-ALLEN_local_192348_5865_11400_6466_CCFv3,1.3887657,23.988026,-7.811919043165208,-2.290746099118618,CA1,289.059,75.34899999999999,297.281,2,#fc8d62
SEU-ALLEN_local_192348_5866_12764_6406_CCFv3,9.792072,15.797025,-1.051634377431297,-0.5620314648254631,CA1,286.163,75.264,274.914,2,#fc8d62
SEU-ALLEN_local_192348_5868_10833_6722_CCFv3,6.2827973,5.810528,1.3024166264122434,0.12881136373723884,CA1,301.901,76.44800000000001,307.375,2,#fc8d62
SEU-ALLEN_local_192348_5870_23174_7368_CCFv3,8.655787,-1.2763509,2.787375465192781,0.33226767191469364,CA1,333.77,111.72,349.284,1,#66c2a5
SEU-ALLEN_local_192348_5874_11353_7207_CCFv3,3.8196528,7.635146,1.5079544415157613,-1.818600594470662,CA1,326.76,78.681,299.86199999999997,2,#fc8d62
SEU-ALLEN_local_192348_5875_10821_6892_CCFv3,8.61874,22.48669,-0.725580444866611,-1.7451262943479597,CA1,310.565,77.282,307.956,2,#fc8d62
SEU-ALLEN_local_192348_5883_12239_6965_CCFv3,9.949911,3.3414025,0.9435504008563455,0.8535594600692517,CA1,314.132,77.657,284.31,1,#66c2a5
SEU-ALLEN_local_192348_5886_22848_7606_CCFv3,11.487432,23.054575,-0.21343867323837265,-2.0633085823939394,CA1,345.467,110.815,344.004,2,#fc8d62
SEU-ALLEN_local_192348_5887_12146_6845_CCFv3,8.644884,21.295753,-1.0507372491356641,-0.8869024160896903,CA1,307.96299999999997,77.05,285.618,2,#fc8d62
SEU-ALLEN_local_192348_5890_10654_6856_CCFv3,5.5323553,5.885072,1.5770547975546458,-0.8939524080275357,CA1,308.768,77.55,310.751,2,#fc8d62
SEU-ALLEN_local_192348_5890_10679_6813_CCFv3,6.888491,2.3666656,1.8733574363266359,-0.6961023535678145,CA1,306.559,77.363,310.235,1,#66c2a5
SEU-ALLEN_local_192348_5890_11417_6413_CCFv3,3.4252858,22.244843,-2.169894026755763,-0.6932094072689612,CA1,286.455,75.795,296.929,2,#fc8d62
SEU-ALLEN_local_192348_5892_18359_6189_CCFv3,13.906188,7.5534835,-0.9548886360462404,0.9867391974722719,CA1,274.276,87.95100000000001,266.758,2,#fc8d62
SEU-ALLEN_local_192348_5895_12456_6734_CCFv3,8.117181,19.025732,-2.7022858488220582,-0.2521581654079841,CA1,302.367,76.768,280.356,2,#fc8d62
SEU-ALLEN_local_192348_5896_12547_6507_CCFv3,14.429637,16.478662,0.3772317946807454,-1.800468499072016,CA1,291.082,75.995,278.58799999999997,2,#fc8d62
SEU-ALLEN_local_192348_5899_11431_7195_CCFv3,9.786006,16.35939,-2.359927762436449,-0.42737466294846577,CA1,326.082,79.191,298.572,2,#fc8d62
SEU-ALLEN_local_192348_5899_12419_6103_CCFv3,9.822928,-3.2455702,3.185084278435638,0.2505957901188436,CA1,271.437,75.848,279.909,1,#66c2a5
SEU-ALLEN_local_192348_5904_18184_6589_CCFv3,6.247901,13.59533,-2.1781649317211125,1.5842761196887016,CA1,293.363,88.67399999999999,263.66700000000003,2,#fc8d62
SEU-ALLEN_local_192348_5906_12585_6189_CCFv3,8.797347,4.4276986,0.022704345200497866,-0.031938586048275146,CA1,275.589,75.938,277.477,2,#fc8d62
SEU-ALLEN_local_192348_5907_12863_6325_CCFv3,7.323671,6.64213,1.1786492378785216,-0.7937754390023358,CA1,282.219,76.105,273.307,2,#fc8d62
SEU-ALLEN_local_192348_5912_12627_6733_CCFv3,3.555522,6.5501065,1.9014237376007175,-1.7945449373282683,CA1,302.33,77.217,277.6,2,#fc8d62
SEU-ALLEN_local_192348_5916_10825_7208_CCFv3,18.38018,6.1002264,-0.863449281729638,-0.749009551402222,CA1,326.957,79.705,308.837,2,#fc8d62
SEU-ALLEN_local_192348_5916_11658_6858_CCFv3,0.74160564,18.771519,-2.4899269386338214,2.3809125510066527,CA1,308.597,77.734,293.85699999999997,2,#fc8d62
SEU-ALLEN_local_192348_5917_12004_6337_CCFv3,10.86462,18.095251,0.7156334714555183,-1.0185870874791318,CA1,282.72700000000003,76.081,287.149,2,#fc8d62
SEU-ALLEN_local_192348_5919_12749_6663_CCFv3,12.089011,-1.0315008,1.7182053315749704,0.5701880898486977,CA1,298.839,77.132,275.553,1,#66c2a5
SEU-ALLEN_local_192348_5926_12242_6372_CCFv3,1.085112,19.317,-2.851082324696109,-4.45091288285533,CA1,284.433,76.295,283.371,2,#fc8d62
SEU-ALLEN_local_192348_5934_10733_6720_CCFv3,7.966128,13.778697,-1.6096055178188344,0.5745044576867505,CA1,301.793,77.947,309.235,2,#fc8d62
SEU-ALLEN_local_192348_5934_12312_6313_CCFv3,8.491094,16.290346,-1.2362156554770813,0.8745203901897937,CA1,281.568,76.43,282.14,2,#fc8d62
SEU-ALLEN_local_192348_5938_11798_6740_CCFv3,8.077666,22.863815,-1.0118467369925004,-1.098869051270115,CA1,302.599,77.624,291.34400000000005,2,#fc8d62
SEU-ALLEN_local_192348_5939_12206_6355_CCFv3,3.291455,17.01447,1.2064757496596117,0.9040059142416818,CA1,283.60200000000003,76.54899999999999,283.948,2,#fc8d62
SEU-ALLEN_local_192348_5941_23128_7514_CCFv3,12.496509,22.241806,-0.16241147393473332,-1.7279885848103358,CA1,340.975,112.95299999999999,348.55199999999996,2,#fc8d62
SEU-ALLEN_local_192348_5944_10589_7072_CCFv3,11.589886,10.303747,0.42745081199392126,-0.6816422460586936,CA1,319.926,79.763,312.502,2,#fc8d62
SEU-ALLEN_local_192348_5945_12502_6188_CCFv3,11.452217,4.1139092,-0.6985558724241794,-0.9108937925492945,CA1,275.535,76.737,278.85900000000004,2,#fc8d62
SEU-ALLEN_local_192348_5947_11354_6367_CCFv3,17.987541,8.885103,-2.664341257537761,2.9871157726875377,CA1,284.211,77.0,297.98199999999997,2,#fc8d62
SEU-ALLEN_local_192348_5947_24951_7471_CCFv3,10.529832,-4.455095,3.5112004593762722,-1.089154493474579,CA1,338.19904,115.54299999999999,381.76300000000003,1,#66c2a5
SEU-ALLEN_local_192348_5953_10482_6783_CCFv3,10.264691,3.912715,1.090910829520654,0.572906227859862,CA1,305.066,78.764,313.68399999999997,2,#fc8d62
SEU-ALLEN_local_192348_5953_11665_6717_CCFv3,9.110802,22.619713,-1.1097721814326862,-0.9652768588043741,CA1,301.441,77.867,293.56399999999996,2,#fc8d62
