,x_umap,y_umap,x_sp,y_sp,region,soma_x,soma_y,soma_z,label,color
SEU-ALLEN_local_191797_6106_11929_5604_CCFv3,9.264512,14.331959,-0.5473936074134295,0.5218311849373696,CA1,279.772,81.819,278.575,2,#fc8d62
SEU-ALLEN_local_191797_6131_13174_5456_CCFv3,18.130615,6.7489886,-2.2351288446184236,1.0268798481665347,CA1,272.976,83.32700000000001,259.173,2,#fc8d62
SEU-ALLEN_local_191797_6132_6972_6727_CCFv3,13.161085,-7.6790776,3.9397019867722833,-0.7500135772075761,CA1,342.523,96.395,364.536,1,#66c2a5
SEU-ALLEN_local_191797_6142_13041_5294_CCFv3,18.805248,4.763592,-2.2218039132752803,0.08808672923078449,CA1,263.943,82.744,261.409,2,#fc8d62
SEU-ALLEN_local_191797_6161_13417_5636_CCFv3,12.811317,6.303683,-0.24841863001871006,2.3693968858750853,CA1,283.471,85.6,254.94099999999997,2,#fc8d62
SEU-ALLEN_local_191797_6243_12868_5727_CCFv3,17.26578,4.914359,-1.6182195531513865,0.671012581141303,CA1,287.66,86.53399999999999,263.09799999999996,2,#fc8d62
SEU-ALLEN_local_191797_6246_8564_6425_CCFv3,14.009528,9.700124,-1.4249090092410266,-0.5288063931521884,CA1,324.711,94.709,335.507,2,#fc8d62
SEU-ALLEN_local_191797_6255_12828_5725_CCFv3,14.81787,8.863948,-2.378730705776374,1.218234137981583,CA1,287.506,86.64299999999999,263.703,2,#fc8d62
SEU-ALLEN_local_191797_6278_8543_6239_CCFv3,5.300959,16.786993,-1.811935268709677,-1.4316366017897764,CA1,314.256,92.956,335.71299999999997,2,#fc8d62
SEU-ALLEN_local_191797_6287_6870_6506_CCFv3,10.822351,-4.6623216,3.9976936998967134,-0.24551140589056908,CA1,329.714,97.285,365.974,1,#66c2a5
SEU-ALLEN_local_191797_6296_14007_5291_CCFv3,10.25775,0.82430166,1.4016263430214264,0.9002416589918404,CA1,265.745,87.708,246.429,1,#66c2a5
SEU-ALLEN_local_191797_6301_11629_5547_CCFv3,5.742076,7.757071,1.1068939906774575,-0.12160459396308873,CA1,276.783,84.553,283.09400000000005,2,#fc8d62
SEU-ALLEN_local_191797_6306_13809_5293_CCFv3,11.123323,5.15987,-0.18627243621906137,1.1531360079941835,CA1,265.502,87.37200000000001,249.40200000000002,2,#fc8d62
SEU-ALLEN_local_191797_6316_13900_5249_CCFv3,16.145416,5.041685,-1.0895585355879265,0.9934093287232708,CA1,263.251,87.686,248.075,2,#fc8d62
SEU-ALLEN_local_191797_6323_13283_5219_CCFv3,18.039501,7.1012654,-2.60956541264841,1.2854167292721175,CA1,260.69,86.34200000000001,257.41099999999994,2,#fc8d62
SEU-ALLEN_local_191797_6325_8470_6216_CCFv3,10.9478655,13.086565,-1.678247778895791,-0.3615029328658236,CA1,312.969,93.65299999999999,336.926,2,#fc8d62
SEU-ALLEN_local_191797_6336_14034_5357_CCFv3,7.9210978,1.5046078,1.0369595309645643,-0.1979335502914051,CA1,269.671,88.771,245.801,2,#fc8d62
SEU-ALLEN_local_191797_6359_13061_5203_CCFv3,13.292143,13.262156,-1.008520800879483,-1.0332884512457405,CA1,259.67900000000003,86.54,260.71000000000004,2,#fc8d62
SEU-ALLEN_local_191797_6418_13975_5331_CCFv3,11.509914,2.5809848,-0.157029411693184,1.9558769706039956,CA1,268.307,90.00299999999999,246.59,1,#66c2a5
SEU-ALLEN_local_191797_6424_8317_6254_CCFv3,10.631575,-2.1381028,2.0647725580005205,-0.750739441465477,CA1,315.053,96.20200000000001,339.507,1,#66c2a5
SEU-ALLEN_local_191797_6443_8358_6612_CCFv3,15.163403,8.400815,-0.7766016321122998,-0.5639320919020946,CA1,335.024,101.111,339.057,2,#fc8d62
SEU-ALLEN_local_191797_6471_8245_6553_CCFv3,7.893984,5.948687,0.5088782866478866,-0.6417914264030619,CA1,331.723,101.009,340.937,1,#66c2a5
SEU-ALLEN_local_191797_6475_13420_5347_CCFv3,15.789361,5.706346,-0.6502138147183703,-3.6945504128236117,CA1,268.22,89.584,254.88299999999998,2,#fc8d62
SEU-ALLEN_local_191797_6489_13581_5352_CCFv3,14.268026,12.466459,-1.269404582577079,-1.8646261606746088,CA1,268.824,90.265,252.392,2,#fc8d62
SEU-ALLEN_local_191797_6499_13270_5416_CCFv3,11.150589,7.1182165,0.2931987807808299,0.970527922737314,CA1,271.752,89.891,257.007,1,#66c2a5
SEU-ALLEN_local_191797_6503_8218_6276_CCFv3,10.377734,8.539506,-0.3630016718054024,0.3513972354801772,CA1,316.23904,98.115,341.151,2,#fc8d62
SEU-ALLEN_local_191797_6569_13565_5318_CCFv3,10.04639,10.655637,-0.08425738526925129,0.12257402965877644,CA1,267.135,91.552,252.55,2,#fc8d62
SEU-ALLEN_local_191797_6785_6252_6656_CCFv3,13.594645,-4.657216,1.2737628968326078,0.829405453524964,CA1,337.462,108.23700000000001,376.649,1,#66c2a5
SEU-ALLEN_local_191797_6927_6181_6975_CCFv3,14.008671,-0.5209207,1.9251792328219968,1.096622392930277,CA1,354.88595999999995,113.54,378.455,1,#66c2a5
SEU-ALLEN_local_191797_6979_6134_6852_CCFv3,9.64447,-4.430265,2.87471395309346,-0.7281955087906024,CA1,348.036,113.632,378.968,1,#66c2a5
SEU-ALLEN_local_191797_7094_5968_6906_CCFv3,12.815149,0.100817025,1.6658845066702255,-0.6096174973767174,CA1,350.76095999999995,116.141,382.102,1,#66c2a5
SEU-ALLEN_local_191797_8595_5506_6501_CCFv3,12.418019,-2.1814704,1.8044451251081315,-0.13720627639299138,CA1,326.21299999999997,141.923,386.771,1,#66c2a5
SEU-ALLEN_local_191797_8864_6400_6870_CCFv3,16.462248,4.168038,-1.1461800263268673,1.2877244311473734,CA1,345.42404000000005,151.44,371.819,2,#fc8d62
SEU-ALLEN_local_191797_9057_24832_6397_CCFv3,14.919858,-2.7065907,0.3006011361915168,-1.2733797921034868,CA1,324.77299999999997,172.03599999999997,384.475,1,#66c2a5
SEU-ALLEN_local_191798_12580_7655_6454_CCFv3,12.979142,-1.7400987,0.5128755728033042,-0.44191153415895884,CA1,345.10596,232.933,353.704,1,#66c2a5
SEU-ALLEN_local_191798_4480_22154_6742_CCFv3,13.387284,-9.517168,4.112571939681655,1.0098671291123262,CA1,323.949,84.22399999999999,355.97,1,#66c2a5
SEU-ALLEN_local_191798_4517_19526_6224_CCFv3,15.030223,4.68118,-0.00021963431355987028,-0.3734031715684774,CA1,298.574,74.527,305.79096000000004,2,#fc8d62
SEU-ALLEN_local_191798_4537_18256_5938_CCFv3,1.0088563,17.410053,-5.0591903372597775,2.491814487040429,CA1,286.072,71.64699999999999,283.025,2,#fc8d62
SEU-ALLEN_local_191798_4540_19442_6214_CCFv3,14.47517,13.2358265,-0.448899647048971,-1.769204365533989,CA1,298.197,74.65899999999999,304.278,2,#fc8d62
SEU-ALLEN_local_191798_4546_18107_5958_CCFv3,16.223135,8.653693,-1.5697504960440696,0.16411918174465165,CA1,287.404,71.531,280.635,2,#fc8d62
SEU-ALLEN_local_191798_4574_19578_6153_CCFv3,8.317873,22.50736,-0.8602307358812351,-1.2908661648146849,CA1,294.895,75.737,306.237,2,#fc8d62
SEU-ALLEN_local_191798_4584_19482_6175_CCFv3,7.1718163,5.8593335,0.9015443497872488,-0.6328494675026025,CA1,296.17400000000004,75.58800000000001,304.695,2,#fc8d62
SEU-ALLEN_local_191798_4593_18288_5971_CCFv3,11.5085745,17.909773,0.7401153590657532,-1.5980387623141663,CA1,287.776,72.681,283.607,2,#fc8d62
SEU-ALLEN_local_191798_4605_18354_5982_CCFv3,11.912678,20.95964,-0.2947280402986895,-1.675173446532181,CA1,288.222,73.01,284.736,2,#fc8d62
SEU-ALLEN_local_191798_4611_18472_5762_CCFv3,7.747368,6.2083426,1.1575566029619944,-1.4315033962882766,CA1,276.973,73.839,285.545,1,#66c2a5
SEU-ALLEN_local_191798_4618_18686_6347_CCFv3,5.3034005,17.340399,-3.950088539514215,0.4293103080651134,CA1,306.454,74.171,292.072,2,#fc8d62
SEU-ALLEN_local_191798_4629_19463_6004_CCFv3,13.2166195,14.603307,-0.7703683816506673,0.011135788355994266,CA1,287.509,76.405,303.453,2,#fc8d62
SEU-ALLEN_local_191798_4632_19961_6431_CCFv3,11.819861,12.760891,-0.4249365862223468,-0.1907354267648577,CA1,309.14099999999996,78.688,314.115,2,#fc8d62
SEU-ALLEN_local_191798_4639_18436_5771_CCFv3,14.314202,14.444879,-2.65548443853344,-0.851846910816204,CA1,277.54,74.225,284.931,2,#fc8d62
SEU-ALLEN_local_191798_4676_19175_5924_CCFv3,7.411352,8.700001,0.2328833136255352,0.9778279780858234,CA1,283.96299999999997,76.413,298.08299999999997,1,#66c2a5
SEU-ALLEN_local_191798_4686_17864_5735_CCFv3,14.065563,12.116598,-0.8134789322435811,-0.26869926190829807,CA1,277.003,74.155,275.132,2,#fc8d62
SEU-ALLEN_local_191798_4688_19884_6608_CCFv3,14.992595,7.1649137,0.4016675465660848,-0.451432715049955,CA1,318.91200000000003,79.921,313.72700000000003,2,#fc8d62
SEU-ALLEN_local_191798_4712_17807_5806_CCFv3,17.43464,6.5372643,-1.2779390668594395,-0.01810199582994478,CA1,280.726,74.346,274.524,2,#fc8d62
SEU-ALLEN_local_191798_4749_19954_6663_CCFv3,13.661565,13.99699,-1.1996281460581488,-1.0204137943718674,CA1,321.95903999999996,81.577,315.17900000000003,2,#fc8d62
SEU-ALLEN_local_191798_4770_18100_5654_CCFv3,11.722506,10.592347,-0.6483859483258173,0.04073440777464704,CA1,272.683,76.351,278.367,2,#fc8d62
SEU-ALLEN_local_191798_4784_18904_6542_CCFv3,7.1954074,3.1786468,1.62937517116792,-1.4378462238278136,CA1,316.689,78.297,296.545,1,#66c2a5
SEU-ALLEN_local_191798_4790_17852_5683_CCFv3,12.447716,19.86773,-0.5860651707872714,-2.64553962664307,CA1,274.671,76.186,274.395,2,#fc8d62
SEU-ALLEN_local_191798_4798_18380_6385_CCFv3,12.0206375,11.170158,-0.05897157171185432,-2.1985142269023608,CA1,309.26,77.003,286.875,2,#fc8d62
SEU-ALLEN_local_191798_4867_17653_6066_CCFv3,9.226904,11.755302,-0.5556153426972158,-0.935056820748839,CA1,294.49,76.778,273.024,2,#fc8d62
SEU-ALLEN_local_191798_4892_17935_5525_CCFv3,9.672862,3.2459264,0.9015876303980213,-0.39901338725154245,CA1,266.97700000000003,78.934,274.54400000000004,1,#66c2a5
SEU-ALLEN_local_191798_4903_20625_6524_CCFv3,11.965247,0.6595857,1.3621643116903275,-1.3343900194251637,CA1,313.932,87.27799999999999,325.593,1,#66c2a5
SEU-ALLEN_local_191798_4940_17386_5548_CCFv3,10.504147,5.115396,0.49643752082623704,-0.5073358496997051,CA1,269.376,78.933,265.605,1,#66c2a5
SEU-ALLEN_local_191798_4946_17290_5905_CCFv3,8.997801,13.202818,-0.8995763122614905,0.9479375438479452,CA1,287.443,77.936,266.043,2,#fc8d62
SEU-ALLEN_local_191798_4951_11468_5665_CCFv3,18.399,5.081725,-1.2022903199158228,0.7855253871858812,CA1,285.17900000000003,70.884,284.063,2,#fc8d62
SEU-ALLEN_local_191798_4957_17346_5935_CCFv3,5.8544836,7.942699,0.9828699411772097,-1.8157506484362904,CA1,288.828,78.155,267.093,2,#fc8d62
SEU-ALLEN_local_191798_4963_17473_6019_CCFv3,11.460691,12.747592,-0.13651319594619213,-1.4895859256994484,CA1,292.743,78.35300000000001,269.608,2,#fc8d62
SEU-ALLEN_local_191798_5007_10624_5794_CCFv3,12.2489195,2.1866364,0.8896521053720301,-0.4632153208630557,CA1,293.091,71.071,298.369,1,#66c2a5
SEU-ALLEN_local_191798_5007_17355_5908_CCFv3,5.073981,8.35442,0.3005994647118124,-1.437323444168704,CA1,287.556,79.087,266.97700000000003,2,#fc8d62
SEU-ALLEN_local_191798_5008_17169_5741_CCFv3,13.611446,3.9005945,-0.41344594388371936,1.210101598163858,CA1,279.686,79.25,263.031,2,#fc8d62
SEU-ALLEN_local_191798_5014_11640_5758_CCFv3,14.775958,4.0940595,-0.6013112538399069,1.406867730779374,CA1,290.123,72.312,280.823,2,#fc8d62
SEU-ALLEN_local_191798_5050_10890_5999_CCFv3,11.884476,11.910337,-0.6748815767221819,-0.8319017667039297,CA1,304.04096000000004,72.461,293.07,2,#fc8d62
SEU-ALLEN_local_191798_5053_11707_5732_CCFv3,11.148189,2.1661358,0.8957423325436771,-0.06107073638169932,CA1,288.743,73.158,279.78099999999995,1,#66c2a5
SEU-ALLEN_local_191798_5061_11181_5988_CCFv3,15.001145,11.278535,-1.2455482058047302,-0.053494739069901535,CA1,303.134,72.97800000000001,288.008,2,#fc8d62
SEU-ALLEN_local_191798_5065_16635_5351_CCFv3,17.535698,5.6605606,-0.9065559290437423,2.1441136537428296,CA1,261.607,81.77,252.11900000000003,2,#fc8d62
SEU-ALLEN_local_191798_5089_11960_5580_CCFv3,11.4270525,15.452569,-2.5320383620472695,-1.8069865746124376,CA1,280.478,74.369,276.049,2,#fc8d62
SEU-ALLEN_local_191798_5091_11196_6153_CCFv3,10.346263,7.95984,0.2990552497847106,0.49530811329154195,CA1,312.214,74.07600000000001,287.38800000000003,2,#fc8d62
SEU-ALLEN_local_191798_5093_11506_5958_CCFv3,10.211233,8.922358,-1.2548274185868922,-0.396661906445251,CA1,301.20599999999996,73.955,282.483,2,#fc8d62
SEU-ALLEN_local_191798_5102_16979_5702_CCFv3,11.611163,11.487014,-0.25810178174108656,-0.7669356629191303,CA1,278.471,80.953,259.51599999999996,2,#fc8d62
SEU-ALLEN_local_191798_5111_12086_5601_CCFv3,10.788005,5.557166,0.044557622843466774,0.38426024660976077,CA1,281.525,74.959,273.877,2,#fc8d62
SEU-ALLEN_local_191798_5112_12223_5621_CCFv3,8.901625,-0.10714464,2.3590899509452266,0.1629099894942802,CA1,282.461,75.19,271.533,1,#66c2a5
SEU-ALLEN_local_191798_5119_16593_5552_CCFv3,17.087368,4.7358856,-1.9767257410578831,0.6124992278963176,CA1,272.014,81.622,252.482,2,#fc8d62
SEU-ALLEN_local_191798_5140_20905_6778_CCFv3,15.344936,4.4776983,-0.7925849303590019,0.605583526485122,CA1,328.19,94.22200000000001,331.631,2,#fc8d62
SEU-ALLEN_local_191798_5165_12157_5806_CCFv3,9.878661,11.882407,-0.8472650110256361,0.28246776108162297,CA1,292.504,76.086,271.97400000000005,2,#fc8d62
SEU-ALLEN_local_191798_5167_12148_5484_CCFv3,12.159501,14.078957,-0.5800827855214735,-1.8666296144372065,CA1,275.411,76.39399999999999,273.252,2,#fc8d62
SEU-ALLEN_local_191798_5175_12198_5574_CCFv3,6.3708453,6.346041,0.40523651825624785,-1.2784563606212125,CA1,280.14,76.406,272.119,1,#66c2a5
SEU-ALLEN_local_191798_5179_16816_5290_CCFv3,9.808698,-0.5099,2.988798840601273,-0.46366519890909175,CA1,258.515,84.43299999999999,254.345,1,#66c2a5
SEU-ALLEN_local_191798_5185_12199_5749_CCFv3,8.735309,5.3767486,0.612984622082269,-0.09267809782877713,CA1,289.466,76.495,271.476,2,#fc8d62
SEU-ALLEN_local_191798_5186_12087_5565_CCFv3,3.5502045,7.36114,1.4933298278023377,-2.2331929055334943,CA1,279.79,76.439,273.992,2,#fc8d62
SEU-ALLEN_local_191798_5186_16869_5610_CCFv3,12.017982,11.12486,-1.0856551520911384,0.06191873954502929,CA1,274.36,82.71799999999999,257.04096000000004,2,#fc8d62
SEU-ALLEN_local_191798_5199_16334_5562_CCFv3,8.148534,10.247757,-0.5600919721084364,0.5214026141945094,CA1,273.472,82.93700000000001,248.278,2,#fc8d62
SEU-ALLEN_local_191798_5218_12243_5340_CCFv3,16.082573,6.383445,0.0932625083834404,1.4340052644683585,CA1,267.905,78.139,272.134,2,#fc8d62
SEU-ALLEN_local_191798_5228_16724_5314_CCFv3,5.4217043,8.649483,0.9553979243691695,-0.8231896762125323,CA1,260.031,85.059,252.93900000000002,2,#fc8d62
SEU-ALLEN_local_191798_5252_12190_5857_CCFv3,8.353391,11.695656,-0.25558862008608896,-0.639015559700202,CA1,295.39,77.891,271.255,2,#fc8d62
SEU-ALLEN_local_191798_5284_11474_6050_CCFv3,13.259416,10.907655,-1.9091346129181717,0.4075867128881751,CA1,306.559,77.94800000000001,282.807,2,#fc8d62
SEU-ALLEN_local_191798_5301_17586_5721_CCFv3,13.735298,10.385936,-1.6089246963071675,-0.3295644483441918,CA1,278.232,84.791,269.03700000000003,2,#fc8d62
SEU-ALLEN_local_191798_5303_16475_5615_CCFv3,6.715927,2.7867846,2.1020780043501754,0.3343185208303016,CA1,276.046,84.684,250.537,1,#66c2a5
SEU-ALLEN_local_191798_5314_9776_5973_CCFv3,14.992913,12.96365,-0.9246013880869163,-0.7464517419828588,CA1,304.378,76.952,313.28700000000003,2,#fc8d62
SEU-ALLEN_local_191798_5333_12476_5797_CCFv3,10.845006,8.183448,-0.2614587616965717,0.705157889918065,CA1,292.106,79.857,266.735,2,#fc8d62
SEU-ALLEN_local_191798_5336_12885_5328_CCFv3,13.681105,14.234091,-1.921281200110667,-1.4860569860134625,CA1,267.028,81.598,261.85299999999995,2,#fc8d62
SEU-ALLEN_local_191798_5336_21193_6828_CCFv3,9.004635,12.250724,-0.8899084697115317,-0.33963102636723835,CA1,331.069,99.84100000000001,336.506,2,#fc8d62
SEU-ALLEN_local_191798_5337_12915_5622_CCFv3,8.089372,3.3323236,1.0802281359961032,-0.9744587767833456,CA1,282.46,80.753,260.26800000000003,1,#66c2a5
SEU-ALLEN_local_191798_5345_21137_6845_CCFv3,15.242401,7.720224,-0.2165277657666925,0.16008308539899538,CA1,332.089,99.838,335.635,2,#fc8d62
SEU-ALLEN_local_191798_5350_12716_5285_CCFv3,10.752475,13.564708,-1.9014716116489252,0.348193998615233,CA1,264.972,81.778,264.668,2,#fc8d62
SEU-ALLEN_local_191798_5366_12166_5854_CCFv3,11.5835705,8.562996,-0.5399259379804916,-1.2997383811244416,CA1,295.504,80.043,271.658,2,#fc8d62
SEU-ALLEN_local_191798_5366_16590_5543_CCFv3,8.275282,10.705044,1.1577078661182316,-0.36974736881861875,CA1,272.198,86.119,251.826,2,#fc8d62
SEU-ALLEN_local_191798_5372_16613_5432_CCFv3,9.0390005,5.320816,1.5740626527853332,-1.289362821278386,CA1,266.548,86.787,251.56900000000002,1,#66c2a5
SEU-ALLEN_local_191798_5375_16857_5779_CCFv3,9.327912,0.1813148,1.2307638322767236,0.8711207607545662,CA1,283.327,85.704,257.319,1,#66c2a5
SEU-ALLEN_local_191798_5380_16565_5452_CCFv3,9.896073,14.65075,-0.6985926302223257,-0.5836568883260136,CA1,267.699,86.796,250.91,2,#fc8d62
SEU-ALLEN_local_191798_5381_12829_5684_CCFv3,13.510033,17.64226,-1.2500222961702836,-2.0321843151367434,CA1,285.92,81.37100000000001,261.408,2,#fc8d62
SEU-ALLEN_local_191798_5392_13336_5466_CCFv3,15.3487015,8.994037,-1.0232706313904159,-0.2966391790121318,CA1,274.056,82.964,254.233,2,#fc8d62
SEU-ALLEN_local_191798_5409_17491_5611_CCFv3,14.020838,15.287584,-0.5005702673657818,-1.8678637487411507,CA1,273.264,87.005,266.58299999999997,2,#fc8d62
SEU-ALLEN_local_191798_5415_12408_5773_CCFv3,6.398917,16.407753,-2.9778646481047715,-0.8718632545656856,CA1,291.08403999999996,81.265,267.932,2,#fc8d62
SEU-ALLEN_local_191798_5446_16430_5402_CCFv3,7.475922,0.58493,2.7956894557820435,-0.5011898266472955,CA1,265.689,88.20299999999999,248.391,1,#66c2a5
SEU-ALLEN_local_191798_5448_17419_5632_CCFv3,13.834795,12.323725,-0.8721250151125957,-0.3890287764246389,CA1,274.555,87.556,265.441,2,#fc8d62
SEU-ALLEN_local_191798_5470_13092_5626_CCFv3,10.279571,21.863329,-1.0637780085961561,-1.5169767578638647,CA1,282.872,83.587,257.41700000000003,2,#fc8d62
SEU-ALLEN_local_191798_5471_13450_5548_CCFv3,10.726818,2.856185,0.08633120821771442,2.2142772099600987,CA1,278.51096,84.446,252.09799999999998,1,#66c2a5
SEU-ALLEN_local_191798_5475_17256_5521_CCFv3,11.42523,21.068987,-1.194450816987317,-1.8972560530831557,CA1,269.565,88.45200000000001,262.077,2,#fc8d62
SEU-ALLEN_local_191798_5484_16499_5368_CCFv3,9.738658,0.9075643,2.0636014846452464,0.9802023894229361,CA1,263.9,89.13,249.196,1,#66c2a5
SEU-ALLEN_local_191798_5519_16906_5462_CCFv3,6.7876925,13.509563,-2.7657669187600837,1.254880948052054,CA1,267.631,89.37100000000001,256.032,2,#fc8d62
SEU-ALLEN_local_191798_5529_9227_6223_CCFv3,16.641788,4.2241845,-1.0030605497785954,0.7863419088284408,CA1,319.498,81.884,322.983,2,#fc8d62
SEU-ALLEN_local_191798_5545_12215_5711_CCFv3,9.976135,12.730357,-1.1814071732641314,0.04297230919080755,CA1,288.249,83.315,271.342,2,#fc8d62
SEU-ALLEN_local_191798_5600_13253_5381_CCFv3,10.666533,19.72187,-0.4256878731164822,-1.8854542017018285,CA1,270.176,86.898,255.86,2,#fc8d62
SEU-ALLEN_local_191798_5648_13364_5364_CCFv3,6.351297,6.78296,1.4196425042351453,-1.8200609153213023,CA1,269.323,88.06700000000001,254.19400000000002,2,#fc8d62
SEU-ALLEN_local_191798_5676_13257_5366_CCFv3,4.3182945,5.5681624,2.50471029874489,-1.2773262630515498,CA1,269.57,88.345,255.847,1,#66c2a5
SEU-ALLEN_local_191798_5681_13200_5424_CCFv3,10.330649,18.293013,1.2303119117893284,-0.9816097625950644,CA1,272.658,88.08,256.51300000000003,2,#fc8d62
SEU-ALLEN_local_191798_5685_13285_5375_CCFv3,4.1124372,5.9656973,2.8582276456844595,-1.0556377572194064,CA1,270.04200000000003,88.523,255.37599999999998,2,#fc8d62
SEU-ALLEN_local_191798_5690_13563_5284_CCFv3,16.832039,5.5429897,-0.8412952910711294,0.22240504982995016,CA1,265.106,89.65299999999999,251.433,2,#fc8d62
SEU-ALLEN_local_191798_5711_12889_5608_CCFv3,13.70662,4.7576866,0.3956341347681922,0.6253021731533418,CA1,282.643,87.639,260.71900000000005,1,#66c2a5
SEU-ALLEN_local_191798_5713_9354_6388_CCFv3,10.863909,8.75959,-1.0934317382802665,-0.36291028561184163,CA1,328.835,86.3,320.55100000000004,2,#fc8d62
SEU-ALLEN_local_191798_5810_8946_6118_CCFv3,13.157701,12.68217,-0.7099338963083666,-1.5092609433607522,CA1,314.5,87.51100000000001,328.575,2,#fc8d62
SEU-ALLEN_local_191798_5821_23490_7104_CCFv3,13.611999,-3.718485,1.5191833039503813,0.11806991462819112,CA1,343.825,115.846,380.56,1,#66c2a5
SEU-ALLEN_local_191798_5933_8794_6209_CCFv3,14.053898,12.462775,-1.169542265445874,-0.6338087405827543,CA1,320.078,90.39299999999999,331.28,2,#fc8d62
SEU-ALLEN_local_191798_6077_8625_6095_CCFv3,8.943287,1.1852659,1.8750100585327851,-0.32901268683231644,CA1,314.26,93.25200000000001,334.68899999999996,1,#66c2a5
SEU-ALLEN_local_191798_6240_23784_6849_CCFv3,12.028471,-3.5164442,2.026102638480888,-0.13456563981989772,CA1,329.63199999999995,126.11200000000001,381.461,1,#66c2a5
SEU-ALLEN_local_191798_6369_8384_6385_CCFv3,11.344108,5.4007587,0.08214355013760188,0.7219893038869496,CA1,331.504,100.306,338.637,2,#fc8d62
SEU-ALLEN_local_191799_12402_5920_6588_CCFv3,10.5423565,-7.436914,2.235740929343764,-0.17035632469139392,CA1,330.477,158.501,394.751,1,#66c2a5
SEU-ALLEN_local_191799_4963_18601_6280_CCFv3,16.53987,4.1914315,-1.8106671996455619,1.1471085760543858,CA1,287.322,66.666,295.744,2,#fc8d62
SEU-ALLEN_local_191799_5068_18702_6398_CCFv3,14.506193,4.8761864,-0.287776905625546,-0.2988968280371204,CA1,294.065,68.084,297.344,2,#fc8d62
SEU-ALLEN_local_191799_5165_18519_6160_CCFv3,14.495373,9.821544,-1.1606457023885721,-1.0968792296585927,CA1,281.613,70.811,293.152,2,#fc8d62
SEU-ALLEN_local_191799_5230_18879_6146_CCFv3,12.9346285,2.2883573,0.6091003101089447,0.20853045725424826,CA1,281.37,73.845,299.017,2,#fc8d62
SEU-ALLEN_local_191799_5239_18062_6002_CCFv3,14.907288,3.4036424,-0.1894195779262301,0.35130652645514004,CA1,273.437,71.455,284.577,2,#fc8d62
SEU-ALLEN_local_191799_5317_19697_6452_CCFv3,10.547134,9.975572,0.005624240918423261,-0.7585930800641079,CA1,298.519,77.766,313.803,2,#fc8d62
SEU-ALLEN_local_191799_5326_18146_6621_CCFv3,13.890658,-0.032850098,0.9048235476645977,1.7164687650493946,CA1,306.54096000000004,68.66,287.23,1,#66c2a5
SEU-ALLEN_local_191799_5335_18206_6614_CCFv3,7.045638,18.03306,-1.1981226969031,-0.00986905995099637,CA1,306.21,69.145,288.20903999999996,2,#fc8d62
SEU-ALLEN_local_191799_5339_18135_6528_CCFv3,1.9418305,21.281477,-2.4881310640497625,-6.087914919135969,CA1,301.538,69.388,286.756,2,#fc8d62
SEU-ALLEN_local_191799_5354_17812_5956_CCFv3,10.791132,6.9203897,0.032934233045382504,-0.39079599262522674,CA1,271.431,72.727,279.721,2,#fc8d62
SEU-ALLEN_local_191799_5367_22459_6728_CCFv3,8.806863,-6.2274017,2.9771776028715755,-1.0229264150733137,CA1,316.434,93.29700000000001,361.67699999999996,1,#66c2a5
SEU-ALLEN_local_191799_5378_17453_6124_CCFv3,10.985894,12.359182,-1.0275700017180256,0.1346655560448614,CA1,280.055,69.965,274.08799999999997,2,#fc8d62
SEU-ALLEN_local_191799_5385_18041_6537_CCFv3,10.857424,22.171356,-0.5679730869143644,-1.239329870653993,CA1,302.112,69.741,284.97900000000004,2,#fc8d62
SEU-ALLEN_local_191799_5394_17973_5984_CCFv3,6.713997,9.104449,0.9501342506183809,-1.4218598752941405,CA1,273.091,73.771,282.327,2,#fc8d62
SEU-ALLEN_local_191799_5401_17468_6089_CCFv3,16.251066,6.794596,-0.3443659380557179,-0.5701883546407507,CA1,278.332,70.725,274.151,2,#fc8d62
SEU-ALLEN_local_191799_5438_17951_6594_CCFv3,12.233785,9.138952,-0.7136655339445306,-0.8324132601330795,CA1,305.293,69.984,283.37,2,#fc8d62
SEU-ALLEN_local_191799_5587_20180_6841_CCFv3,18.641216,6.2548285,-0.37170921089601744,0.4470188325691435,CA1,320.953,83.802,322.069,2,#fc8d62
SEU-ALLEN_local_191799_5592_20135_6860_CCFv3,7.5037794,16.544916,-1.1993623551776313,0.19081277411106287,CA1,321.962,83.49,321.328,2,#fc8d62
SEU-ALLEN_local_191799_5670_17248_6170_CCFv3,10.677989,10.229575,-0.17147619800463343,0.5922640915685404,CA1,283.531,73.648,269.508,2,#fc8d62
SEU-ALLEN_local_191799_5704_20119_6966_CCFv3,8.500418,17.217724,1.19916410039872,1.5515576557475166,CA1,328.125,84.93799999999999,320.86404,2,#fc8d62
SEU-ALLEN_local_191799_5723_18877_6850_CCFv3,16.083303,3.2617102,-0.6900588924253328,0.38786419836860253,CA1,320.318,78.541,299.018,2,#fc8d62
SEU-ALLEN_local_191799_5819_16993_5977_CCFv3,14.165695,13.583246,-1.8923188389793681,-1.5309479569580084,CA1,274.231,76.811,264.19599999999997,2,#fc8d62
SEU-ALLEN_local_191799_5842_22663_7392_CCFv3,13.379554,-6.163493,2.662868711997715,0.3548392525928172,CA1,354.575,98.01299999999999,365.205,1,#66c2a5
SEU-ALLEN_local_191799_5884_16612_5729_CCFv3,9.447482,3.7230012,-0.5333205793790565,-1.7552206796438603,CA1,261.973,79.358,257.263,2,#fc8d62
