,swc_id,color,folder
381,SEU-ALLEN_local_191797_5032_19248_5823_CCFv3,#412bdd,cluster_2
382,SEU-ALLEN_local_191797_5364_11157_5988_CCFv3,#6238dd,cluster_2
383,SEU-ALLEN_local_191797_5429_11704_5860_CCFv3,#d744bd,cluster_2
384,SEU-ALLEN_local_191797_5444_11732_6079_CCFv3,#c21f54,cluster_2
385,SEU-ALLEN_local_191797_5444_11804_5774_CCFv3,#591a1c,cluster_2
386,SEU-ALLEN_local_191797_5474_10653_5826_CCFv3,#9a161a,cluster_2
387,SEU-ALLEN_local_191797_5476_11650_5974_CCFv3,#cfe915,cluster_2
388,SEU-ALLEN_local_191797_5478_11753_6035_CCFv3,#003535,cluster_2
389,SEU-ALLEN_local_191797_5478_11768_5931_CCFv3,#9b957f,cluster_2
390,SEU-ALLEN_local_191797_5554_10274_6271_CCFv3,#92e65a,cluster_2
391,SEU-ALLEN_local_191797_5560_11866_6096_CCFv3,#6b9d10,cluster_2
392,SEU-ALLEN_local_191797_5560_12284_5912_CCFv3,#dc1a4c,cluster_2
393,SEU-ALLEN_local_191797_5564_12072_5925_CCFv3,#a4fdd9,cluster_2
394,SEU-ALLEN_local_191797_5591_12188_5803_CCFv3,#ee12ee,cluster_2
395,SEU-ALLEN_local_191797_5619_12246_5809_CCFv3,#e231c6,cluster_2
396,SEU-ALLEN_local_191797_5652_12321_5819_CCFv3,#e262c4,cluster_2
397,SEU-ALLEN_local_191797_5652_9677_6466_CCFv3,#6d6a45,cluster_2
398,SEU-ALLEN_local_191797_5659_11167_5641_CCFv3,#f24575,cluster_2
399,SEU-ALLEN_local_191797_5663_11113_6084_CCFv3,#56e1ca,cluster_2
